Rank,Driver_Number,Team,Country,Driver,Hours,Minutes,Seconds,Variation_Hours,Variation_Minutes,Variation_Seconds,Penalty_Hours,Penalty_Minutes,Penalty_Seconds,Stage
109,79,HORIZON MOTO 95,France,AMAURY BARATIN,8,47,22,3,33,27,0,0,0,1
110,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,8,47,26,3,33,31,0,0,0,1
111,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,8,48,21,3,34,26,0,30,0,1
112,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,8,49,31,3,35,36,0,0,0,1
113,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,8,53,32,3,39,37,0,15,0,1
114,85,TBRACING,France,THIERRY BETHYS,8,59,30,3,45,35,0,30,0,1
115,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,9,0,37,3,46,42,0,0,0,1
116,137,HT RALLY RAID HUSQVARNA RACING,Belgium,GWEN BACKX,9,4,10,3,50,15,0,30,0,1
117,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,9,4,42,3,50,47,0,0,0,1
118,89,HT RALLY RAID HUSQVARNA RACING,Austria,ARDIT KURTAJ,9,6,19,3,52,24,0,0,0,1
119,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,9,7,22,3,53,27,0,0,0,1
120,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,9,7,46,3,53,51,0,30,0,1
121,132,TEAM RAF,France,ANDY BEAUCOUD,9,8,10,3,54,15,0,30,0,1
122,131,TEAM RAF,France,ANTHONY FABRE,9,8,10,3,54,15,0,30,0,1
123,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,9,18,44,4,4,49,0,15,0,1
124,126,PEDREGA TEAM,Spain,MARIO GARRIDO,9,23,8,4,9,13,0,0,0,1
125,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,9,24,46,4,10,51,0,30,0,1
126,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,9,25,25,4,11,30,0,30,0,1
127,141,VB X KRAY&CO,France,VINCENT BIAU,9,39,13,4,25,18,0,30,0,1
128,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,9,41,19,4,27,24,0,30,0,1
129,121,NOMADE RACING,France,JAMES SIMONIN,9,52,28,4,38,33,0,15,0,1
130,125,ZERANTA,Italy,IADER GIRALDI,10,1,56,4,48,1,0,0,0,1
131,116,ALL1 TEAM,Spain,XAVIER PES BOSCK,10,7,34,4,53,39,0,0,0,1
132,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,11,8,9,5,54,14,0,0,0,1
133,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,11,32,51,6,18,56,0,15,0,1
134,95,XRAIDS EXPERIENCE,Spain,DOMINIQUE CIZEAU GIRAULT,12,52,55,7,39,0,0,30,0,1
135,134,TWINTRAIL RACING TEAM,Spain,ISAAC FELIU,19,13,22,13,59,27,0,0,0,1
136,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,20,25,29,15,11,34,0,45,0,1
137,56,TEAM MARCIC,Slovenia,SIMON MARCIC,20,56,30,15,42,35,0,45,0,1
138,22,BAS WORLD KTM RACING TEAM,South Africa,MICHAEL DOCHERTY,21,7,9,15,53,14,0,0,0,1
139,92,VENDETTA RACING UAE,United Kingom,DAVID MABBS,24,44,23,19,30,28,0,30,0,1
140,108,XRAIDS EXPERIENCE,India,ASHISH RAORANE,26,31,25,21,17,30,0,15,0,1
1,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,9,50,5,0,0,0,0,0,0,2
2,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,9,53,0,0,2,55,0,0,0,2
3,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,9,57,20,0,7,15,0,0,0,2
4,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,10,5,25,0,15,20,0,0,0,2
5,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,10,7,27,0,17,22,0,0,0,2
6,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,10,7,29,0,17,24,0,0,0,2
7,4,RED BULL GASGAS FACTORY RACING,United Kingom,SAM SUNDERLAND,10,8,24,0,18,19,0,0,0,2
8,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,10,9,44,0,19,39,0,0,0,2
9,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,10,10,48,0,20,43,0,0,0,2
10,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,10,13,3,0,22,58,0,0,0,2
11,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,10,13,55,0,23,50,0,0,0,2
12,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,10,15,48,0,25,43,0,0,0,2
13,88,HERO MOTOSPORTS TEAM RALLY,Spain,JOAN BARREDA BORT,10,19,1,0,28,56,0,8,0,2
14,14,HERO MOTOSPORTS TEAM RALLY,Germany,SEBASTIAN BÜHLER,10,20,49,0,30,44,0,0,0,2
15,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,10,28,35,0,38,30,0,0,0,2
16,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,10,31,49,0,41,44,0,0,0,2
17,19,SHERCO RALLY FACTORY,Portugal,RUI GONÇALVES,10,31,54,0,41,49,0,0,0,2
18,10,MONSTER ENERGY HONDA TEAM,United States,SKYLER HOWES,10,32,11,0,42,6,0,0,0,2
19,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,10,32,54,0,42,49,0,0,0,2
20,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,10,40,31,0,50,26,0,0,0,2
21,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,10,42,13,0,52,8,0,0,0,2
22,17,BAS WORLD KTM RACING TEAM,Italy,PAOLO LUCCI,10,44,46,0,54,41,0,0,0,2
23,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,10,46,16,0,56,11,0,5,0,2
24,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,10,46,30,0,56,25,0,0,0,2
25,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,10,46,30,0,56,25,0,0,0,2
26,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,10,50,29,1,0,24,0,0,0,2
27,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,10,52,39,1,2,34,0,0,0,2
28,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,10,57,48,1,7,43,0,0,0,2
29,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,11,0,23,1,10,18,0,0,0,2
30,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,11,3,59,1,13,54,0,0,0,2
31,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,11,4,0,1,13,55,0,0,0,2
32,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,11,9,47,1,19,42,0,0,0,2
33,29,KOVE,France,NEELS THERIC,11,10,5,1,20,0,0,0,0,2
34,33,STROJRENT RACING,Czech Republic,JAN BRABEC,11,12,41,1,22,36,0,0,0,2
35,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,11,20,57,1,30,52,0,0,0,2
36,31,ORLEN TEAM,Poland,MACIEJ GIEMZA,11,25,4,1,34,59,0,0,0,2
37,62,FANTIC RACING,France,JEREMY MIROIR,11,27,2,1,36,57,0,0,0,2
38,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,11,31,40,1,41,35,0,0,0,2
39,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,11,37,44,1,47,39,0,0,0,2
40,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,11,43,19,1,53,14,0,0,0,2
41,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,11,59,23,2,9,18,0,2,0,2
42,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,12,3,8,2,13,3,0,0,0,2
43,40,Pont Grup - Yamaha,Spain,JAVI VEGA,12,13,3,2,22,58,0,0,0,2
44,177,TAGUATUR RACING TEAM,Brazil,MARCELO MEDEIROS,12,18,38,2,28,33,0,0,0,2
45,98,KORR OFFROAD RACING,United States,MASON KLEIN,12,19,44,2,29,39,0,15,0,2
46,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,12,25,30,2,35,25,0,0,0,2
47,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,12,25,39,2,35,34,0,7,0,2
48,147,NOMADE RACING,France,MATHIEU GIRARD,12,26,37,2,36,32,0,0,0,2
49,81,KOVE,China,FANG XIANGLIANG,12,29,10,2,39,5,0,1,0,2
50,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,12,31,5,2,41,0,0,56,0,2
51,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,12,32,50,2,42,45,0,0,0,2
52,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,12,36,18,2,46,13,0,0,0,2
53,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,12,36,30,2,46,25,0,0,0,2
54,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,12,39,38,2,49,33,0,1,0,2
55,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,12,46,54,2,56,49,0,0,10,2
56,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,12,48,15,2,58,10,0,0,30,2
57,106,UNIVERSAL RIDE,France,JEROME BAS,12,53,25,3,3,20,0,27,0,2
58,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,12,54,0,3,3,55,0,15,0,2
59,86,TEAM ALL TRACKS,France,CHARLIE HERBST,12,55,54,3,5,49,0,0,0,2
60,110,FANTIC RACING,United Kingom,JANE DANIELS,12,56,53,3,6,48,0,0,0,2
61,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,12,57,29,3,7,24,0,0,0,2
62,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,13,10,54,3,20,49,0,2,0,2
63,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,13,14,33,3,24,28,0,0,0,2
64,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,13,17,39,3,27,34,0,2,0,2
65,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,13,19,24,3,29,19,0,2,0,2
66,105,NOMADE RACING,France,JULIEN DALBEC,13,20,11,3,30,6,0,2,0,2
67,104,TLDRACING,France,JEREMIE GERBER,13,25,55,3,35,50,0,0,0,2
68,69,BAS WORLD KTM RACING TEAM,Spain,CESAR ROJO,13,26,41,3,36,36,0,2,0,2
69,111,NOMADE RACING,Germany,YAEL KADSHAI,13,32,24,3,42,19,0,0,0,2
70,63,ORION - MOTO RACING GROUP,Czech Republic,JAROMIR ROMANCIK,13,40,22,3,50,17,0,4,0,2
71,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,13,40,25,3,50,20,0,0,0,2
72,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,13,41,12,3,51,7,0,0,0,2
73,139,FlexitGO Dakar Team,Lithuania,MODESTAS SILIUNAS,13,42,20,3,52,15,0,30,0,2
74,123,TOUAREG IBIZA - EIVISSA ESPORTS,Italy,FABIO LOTTERO,13,42,24,3,52,19,0,0,0,2
75,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,13,52,42,4,2,37,0,0,0,2
76,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,13,52,55,4,2,50,0,0,0,2
77,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,13,57,39,4,7,34,0,2,0,2
78,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,13,58,50,4,8,45,0,0,0,2
79,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,14,3,11,4,13,6,0,5,0,2
80,83,NOMADE RACING,France,FABIEN DOMAS,14,4,35,4,14,30,0,8,0,2
81,100,STUART GREGORY,South Africa,STUART GREGORY,14,5,3,4,14,58,0,6,0,2
82,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,14,5,19,4,15,14,0,0,0,2
83,84,Rally POV,Italy,TIZIANO INTERNO,14,7,46,4,17,41,0,0,0,2
84,72,NOMADE RACING,France,PHILIPPE GENDRON,14,8,31,4,18,26,0,2,0,2
85,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,14,8,48,4,18,43,0,0,0,2
86,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,14,15,1,4,24,56,0,0,0,2
87,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,14,16,25,4,26,20,0,2,0,2
88,78,ZERO MILEAGE RALLY TEAM,China,ZHAO HONGYI,14,18,40,4,28,35,0,0,0,2
89,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,14,36,46,4,46,41,0,4,0,2
90,74,MÔLEAGRIFOREST / COMAS MOTOS,France,MICHAEL JACOBI,14,36,48,4,46,43,0,15,0,2
91,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,14,38,4,4,47,59,0,0,0,2
92,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,14,42,23,4,52,18,0,0,0,2
93,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,14,47,47,4,57,42,0,1,0,2
94,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,14,54,50,5,4,45,0,15,0,2
95,59,BAS WORLD KTM RACING TEAM,Guatemala,FRANCISCO ARREDONDO,15,1,8,5,11,3,0,0,0,2
96,71,TUTTOGRU,Italy,FRANCESCO CATANESE,15,2,14,5,12,9,0,3,0,2
97,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,15,4,34,5,14,29,0,36,0,2
98,79,HORIZON MOTO 95,France,AMAURY BARATIN,15,6,19,5,16,14,0,0,0,2
99,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,15,6,58,5,16,53,0,1,0,2
100,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,15,7,54,5,17,49,0,0,0,2
101,176,VISIT SANT ANTONI - IBIZA,Spain,TONI VINGUT,15,7,56,5,17,51,0,0,0,2
102,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,15,12,59,5,22,54,0,0,0,2
103,90,NOMADE RACING,France,LOIS D'ABBADIE,15,14,51,5,24,46,0,0,0,2
104,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,15,25,1,5,34,56,0,0,0,2
105,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,15,26,0,5,35,55,0,0,0,2
