Rank,Driver_Number,Team,Country,Driver,Hours,Minutes,Seconds,Variation_Hours,Variation_Minutes,Variation_Seconds,Penalty_Hours,Penalty_Minutes,Penalty_Seconds,Stage
78,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,57,52,44,21,36,13,0,0,0,8
79,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,58,38,52,22,22,21,0,45,0,8
80,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,59,17,59,23,1,28,0,32,10,8
81,85,TBRACING,France,THIERRY BETHYS,61,20,13,25,3,42,0,30,20,8
82,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,68,45,16,32,28,45,0,0,0,8
83,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,69,6,4,32,49,33,0,0,0,8
84,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,70,4,25,33,47,54,0,0,0,8
85,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,70,7,52,33,51,21,0,36,0,8
86,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,70,49,9,34,32,38,0,16,0,8
87,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,71,53,52,35,37,21,0,2,10,8
88,40,Pont Grup - Yamaha,Spain,JAVI VEGA,72,14,36,35,58,5,0,30,10,8
89,126,PEDREGA TEAM,Spain,MARIO GARRIDO,74,35,10,38,18,39,0,46,0,8
90,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,77,39,41,41,23,10,0,0,0,8
91,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,78,0,37,41,44,6,0,59,0,8
92,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,79,23,40,43,7,9,0,55,0,8
93,74,MÔLEAGRIFOREST / COMAS MOTOS,France,MICHAEL JACOBI,83,15,49,46,59,18,0,2,20,8
94,111,NOMADE RACING,Germany,YAEL KADSHAI,85,57,14,49,40,43,0,15,0,8
95,79,HORIZON MOTO 95,France,AMAURY BARATIN,87,29,58,51,13,27,0,15,0,8
96,45,KOVE,China,SUNIER SUNIER,88,11,10,51,54,39,0,45,10,8
97,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,89,16,18,52,59,47,0,20,0,8
98,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,91,37,17,55,20,46,0,45,0,8
99,121,NOMADE RACING,France,JAMES SIMONIN,96,16,46,60,0,15,0,6,20,8
100,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,10,1,0,66,56,32,0,45,0,8
101,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,10,1,4,69,3,13,0,45,0,8
102,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,11,5,4,78,37,16,0,39,0,8
103,29,KOVE,France,NEELS THERIC,11,0,4,82,51,17,0,21,0,8
104,17,BAS WORLD KTM RACING TEAM,Italy,PAOLO LUCCI,12,2,2,84,5,56,0,0,0,8
105,177,TAGUATUR RACING TEAM,Brazil,MARCELO MEDEIROS,12,5,2,91,36,49,0,15,10,8
106,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,13,3,0,97,20,38,0,31,10,8
107,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,15,0,3,11,52,6,0,45,10,8
108,116,ALL1 TEAM,Spain,XAVIER PES BOSCK,15,5,0,11,38,36,0,39,10,8
109,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,16,3,2,13,13,55,0,2,0,8
110,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,17,1,0,13,53,30,106,0,0,8
111,123,TOUAREG IBIZA - EIVISSA ESPORTS,Italy,FABIO LOTTERO,18,5,1,14,34,39,110,0,0,8
112,71,TUTTOGRU,Italy,FRANCESCO CATANESE,19,1,0,15,56,34,121,0,0,8
113,95,XRAIDS EXPERIENCE,Spain,DOMINIQUE CIZEAU GIRAULT,19,1,5,15,3,22,114,0,0,8
114,139,FlexitGO Dakar Team,Lithuania,MODESTAS SILIUNAS,20,3,5,16,19,24,133,0,0,8
115,89,HT RALLY RAID HUSQVARNA RACING,Austria,ARDIT KURTAJ,21,0,4,17,47,17,136,0,0,8
1,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,40,53,49,0,0,0,0,1,0,9
2,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,41,0,58,0,7,9,0,1,0,9
3,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,41,5,15,0,11,26,0,0,0,9
4,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,41,7,35,0,13,46,0,6,0,9
5,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,41,22,1,0,28,12,0,3,0,9
6,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,41,29,1,0,35,12,0,0,0,9
7,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,41,42,58,0,49,9,0,15,0,9
8,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,41,53,36,0,59,47,0,0,0,9
9,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,42,17,38,1,23,49,0,0,0,9
10,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,43,14,24,2,20,35,0,1,0,9
11,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,43,18,22,2,24,33,0,0,0,9
12,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,43,29,18,2,35,29,0,15,0,9
13,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,43,29,40,2,35,51,0,0,0,9
14,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,43,36,10,2,42,21,0,2,0,9
15,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,43,42,2,2,48,13,0,6,0,9
16,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,43,55,10,3,1,21,0,0,10,9
17,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,45,46,34,4,52,45,0,28,0,9
18,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,45,55,59,5,2,10,0,28,30,9
19,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,46,25,19,5,31,30,0,37,0,9
20,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,46,25,25,5,31,36,0,0,0,9
21,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,46,39,53,5,46,4,0,8,0,9
22,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,47,1,32,6,7,43,0,0,0,9
23,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,47,4,43,6,10,54,0,15,0,9
24,19,SHERCO RALLY FACTORY,Portugal,RUI GONÇALVES,47,23,9,6,29,20,0,15,0,9
25,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,47,45,52,6,52,3,0,0,0,9
26,33,STROJRENT RACING,Czech Republic,JAN BRABEC,47,50,12,6,56,23,0,0,0,9
27,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,47,51,14,6,57,25,0,15,0,9
28,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,48,16,17,7,22,28,0,2,0,9
29,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,48,54,4,8,0,15,0,41,0,9
30,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,49,2,54,8,9,5,0,38,0,9
31,86,TEAM ALL TRACKS,France,CHARLIE HERBST,49,44,25,8,50,36,0,2,0,9
32,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,50,28,47,9,34,58,0,7,10,9
33,62,FANTIC RACING,France,JEREMY MIROIR,50,43,30,9,49,41,0,16,0,9
34,106,UNIVERSAL RIDE,France,JEROME BAS,50,58,18,10,4,29,0,39,10,9
35,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,51,7,27,10,13,38,0,20,0,9
36,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,51,13,40,10,19,51,0,17,0,9
37,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,51,18,52,10,25,3,0,17,10,9
38,105,NOMADE RACING,France,JULIEN DALBEC,52,15,51,11,22,2,0,17,20,9
39,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,52,29,27,11,35,38,0,1,0,9
40,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,52,31,35,11,37,46,0,16,0,9
41,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,52,46,59,11,53,10,0,16,0,9
42,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,52,48,41,11,54,52,0,32,0,9
43,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,53,18,53,12,25,4,0,28,10,9
44,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,53,24,20,12,30,31,0,2,10,9
45,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,53,50,38,12,56,49,0,36,0,9
46,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,53,53,28,12,59,39,0,30,20,9
47,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,54,9,32,13,15,43,0,7,0,9
48,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,54,15,32,13,21,43,0,16,0,9
49,147,NOMADE RACING,France,MATHIEU GIRARD,54,26,52,13,33,3,0,30,0,9
50,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,55,30,44,14,36,55,0,5,0,9
51,110,FANTIC RACING,United Kingom,JANE DANIELS,55,53,20,14,59,31,0,27,0,9
52,81,KOVE,China,FANG XIANGLIANG,55,58,21,15,4,32,0,9,0,9
53,104,TLDRACING,France,JEREMIE GERBER,56,18,54,15,25,5,0,15,10,9
54,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,56,32,0,15,38,11,0,18,0,9
55,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,57,3,1,16,9,12,0,6,30,9
56,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,57,40,51,16,47,2,0,4,20,9
57,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,57,46,56,16,53,7,0,45,10,9
58,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,57,47,42,16,53,53,0,0,0,9
59,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,59,30,54,18,37,5,0,31,0,9
60,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,59,51,39,18,57,50,0,8,10,9
61,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,60,14,48,19,20,59,0,22,0,9
62,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,60,59,51,20,6,2,0,31,0,9
63,100,STUART GREGORY,South Africa,STUART GREGORY,61,18,24,20,24,35,0,9,0,9
64,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,61,20,30,20,26,41,0,0,0,9
65,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,61,54,52,21,1,3,0,39,40,9
66,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,62,1,26,21,7,37,0,2,10,9
67,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,62,12,1,21,18,12,0,54,20,9
68,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,62,13,33,21,19,44,0,0,0,9
69,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,62,16,35,21,22,46,0,8,0,9
70,83,NOMADE RACING,France,FABIEN DOMAS,62,26,52,21,33,3,0,41,20,9
71,84,Rally POV,Italy,TIZIANO INTERNO,63,8,46,22,14,57,0,0,0,9
72,132,TEAM RAF,France,ANDY BEAUCOUD,63,9,41,22,15,52,0,3,0,9
73,90,NOMADE RACING,France,LOIS D'ABBADIE,63,14,52,22,21,3,0,30,0,9
74,131,TEAM RAF,France,ANTHONY FABRE,63,36,19,22,42,30,0,34,10,9
75,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,64,32,21,23,38,32,0,1,0,9
76,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,64,54,18,24,0,29,0,0,0,9
77,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,65,7,7,24,13,18,0,25,10,9
78,141,VB X KRAY&CO,France,VINCENT BIAU,65,11,16,24,17,27,0,45,0,9
79,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,66,31,8,25,37,19,0,45,10,9
80,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,67,23,11,26,29,22,0,47,10,9
81,85,TBRACING,France,THIERRY BETHYS,68,50,24,27,56,35,0,45,30,9
82,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,75,58,5,35,4,16,0,15,0,9
83,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,76,3,46,35,9,57,0,0,0,9
84,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,76,43,43,35,49,54,0,36,0,9
85,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,77,14,37,36,20,48,0,5,0,9
86,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,78,12,38,37,18,49,0,16,0,9
87,40,Pont Grup - Yamaha,Spain,JAVI VEGA,78,29,31,37,35,42,0,30,10,9
88,126,PEDREGA TEAM,Spain,MARIO GARRIDO,82,24,0,41,30,11,0,46,0,9
89,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,85,35,58,44,42,9,0,59,0,9
90,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,85,45,38,44,51,49,0,0,0,9
91,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,87,8,14,46,14,25,0,55,0,9
92,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,94,25,14,53,31,25,0,35,0,9
93,79,HORIZON MOTO 95,France,AMAURY BARATIN,94,27,48,53,33,59,0,15,0,9
94,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,99,33,9,58,39,20,0,45,0,9
95,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,10,2,5,64,30,3,0,2,10,9
96,121,NOMADE RACING,France,JAMES SIMONIN,10,5,3,64,56,41,0,36,20,9
97,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,10,2,4,67,26,55,0,45,0,9
98,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,11,1,5,70,24,7,0,30,0,9
99,45,KOVE,China,SUNIER SUNIER,11,1,1,74,17,21,0,15,10,9
100,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,14,3,4,99,44,58,0,54,0,9
101,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,15,1,4,11,16,53,0,0,10,9
102,29,KOVE,France,NEELS THERIC,16,5,4,12,58,59,0,36,0,9
103,17,BAS WORLD KTM RACING TEAM,Italy,PAOLO LUCCI,16,0,2,12,13,38,101,0,0,9
104,177,TAGUATUR RACING TEAM,Brazil,MARCELO MEDEIROS,17,3,2,13,44,31,103,0,0,9
105,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,17,0,2,13,12,31,0,17,0,9
106,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,17,0,4,13,13,56,106,0,0,9
107,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,17,2,0,13,28,20,0,46,10,9
108,116,ALL1 TEAM,Spain,XAVIER PES BOSCK,18,2,0,13,31,18,0,39,10,9
1,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,44,45,28,0,0,0,0,1,0,10
2,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,44,56,22,0,10,54,0,1,0,10
3,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,44,57,14,0,11,46,0,0,0,10
4,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,44,59,16,0,13,48,0,6,0,10
5,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,45,18,11,0,32,43,0,3,0,10
6,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,45,27,28,0,42,0,0,0,0,10
7,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,45,37,10,0,51,42,0,15,0,10
8,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,45,46,2,1,0,34,0,0,0,10
9,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,46,24,31,1,39,3,0,0,0,10
10,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,47,15,13,2,29,45,0,1,0,10
11,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,47,18,43,2,33,15,0,0,0,10
12,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,47,23,14,2,37,46,0,0,0,10
13,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,47,29,19,2,43,51,0,15,0,10
14,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,47,38,11,2,52,43,0,2,0,10
15,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,47,45,8,2,59,40,0,6,0,10
16,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,47,53,1,3,7,33,0,0,10,10
17,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,49,48,9,5,2,41,0,28,0,10
18,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,50,5,10,5,19,42,0,28,30,10
19,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,50,34,8,5,48,40,0,37,0,10
20,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,50,40,45,5,55,17,0,8,0,10
21,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,50,55,41,6,10,13,0,0,0,10
22,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,51,18,20,6,32,52,0,0,0,10
23,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,51,19,17,6,33,49,0,15,0,10
24,19,SHERCO RALLY FACTORY,Portugal,RUI GONÇALVES,51,22,50,6,37,22,0,15,0,10
25,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,51,59,3,7,13,35,0,0,0,10
26,33,STROJRENT RACING,Czech Republic,JAN BRABEC,52,21,19,7,35,51,0,0,0,10
27,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,52,23,56,7,38,28,0,15,0,10
28,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,52,35,51,7,50,23,0,2,0,10
29,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,53,20,56,8,35,28,0,41,0,10
30,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,53,28,50,8,43,22,0,38,0,10
31,86,TEAM ALL TRACKS,France,CHARLIE HERBST,54,14,56,9,29,28,0,2,0,10
32,62,FANTIC RACING,France,JEREMY MIROIR,55,5,33,10,20,5,0,16,0,10
33,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,55,13,23,10,27,55,0,7,10,10
34,106,UNIVERSAL RIDE,France,JEROME BAS,55,42,26,10,56,58,0,39,10,10
35,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,55,55,55,11,10,27,0,17,10,10
36,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,55,56,50,11,11,22,0,20,0,10
37,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,56,5,41,11,20,13,0,17,0,10
38,105,NOMADE RACING,France,JULIEN DALBEC,57,0,54,12,15,26,0,17,20,10
39,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,57,19,55,12,34,27,0,16,0,10
40,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,57,23,9,12,37,41,0,32,0,10
41,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,57,27,14,12,41,46,0,1,0,10
42,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,57,44,2,12,58,34,0,16,0,10
43,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,58,14,45,13,29,17,0,28,10,10
44,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,58,20,2,13,34,34,0,2,10,10
45,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,58,47,45,14,2,17,0,30,20,10
46,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,58,58,14,14,12,46,0,36,0,10
47,147,NOMADE RACING,France,MATHIEU GIRARD,59,16,18,14,30,50,0,30,0,10
48,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,59,21,12,14,35,44,0,16,0,10
49,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,59,27,3,14,41,35,0,7,0,10
50,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,60,34,46,15,49,18,0,5,0,10
51,81,KOVE,China,FANG XIANGLIANG,60,58,23,16,12,55,0,9,0,10
52,110,FANTIC RACING,United Kingom,JANE DANIELS,60,58,33,16,13,5,0,27,0,10
53,104,TLDRACING,France,JEREMIE GERBER,61,11,1,16,25,33,0,15,10,10
54,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,61,51,39,17,6,11,0,18,0,10
55,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,62,0,2,17,14,34,0,6,30,10
56,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,63,6,51,18,21,23,0,45,10,10
57,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,63,22,44,18,37,16,0,0,0,10
58,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,64,11,52,19,26,24,0,4,30,10
59,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,64,58,12,20,12,44,0,31,0,10
60,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,65,18,29,20,33,1,0,8,10,10
61,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,65,53,7,21,7,39,0,22,0,10
62,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,66,18,31,21,33,3,0,31,0,10
63,100,STUART GREGORY,South Africa,STUART GREGORY,66,55,53,22,10,25,0,9,0,10
64,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,67,3,44,22,18,16,0,0,0,10
65,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,67,22,12,22,36,44,0,39,40,10
66,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,67,38,29,22,53,1,0,2,10,10
67,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,67,55,7,23,9,39,0,54,20,10
68,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,67,56,35,23,11,7,0,8,0,10
69,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,68,0,40,23,15,12,0,0,0,10
70,83,NOMADE RACING,France,FABIEN DOMAS,68,8,35,23,23,7,0,41,20,10
71,132,TEAM RAF,France,ANDY BEAUCOUD,68,37,20,23,51,52,0,3,0,10
72,90,NOMADE RACING,France,LOIS D'ABBADIE,68,47,50,24,2,22,0,30,0,10
73,131,TEAM RAF,France,ANTHONY FABRE,69,3,54,24,18,26,0,34,10,10
74,84,Rally POV,Italy,TIZIANO INTERNO,69,19,46,24,34,18,0,0,0,10
75,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,70,18,7,25,32,39,0,1,0,10
76,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,70,39,12,25,53,44,0,25,10,10
77,141,VB X KRAY&CO,France,VINCENT BIAU,70,52,56,26,7,28,0,45,0,10
78,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,71,2,22,26,16,54,0,0,0,10
79,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,72,27,35,27,42,7,0,45,20,10
80,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,73,15,12,28,29,44,0,47,10,10
81,85,TBRACING,France,THIERRY BETHYS,75,2,0,30,16,32,0,45,30,10
82,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,81,35,17,36,49,49,0,0,0,10
83,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,81,40,21,36,54,53,0,15,0,10
84,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,82,5,48,37,20,20,0,36,0,10
85,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,82,51,7,38,5,39,0,5,0,10
86,40,Pont Grup - Yamaha,Spain,JAVI VEGA,83,38,14,38,52,46,0,30,10,10
87,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,83,54,0,39,8,32,0,32,0,10
88,126,PEDREGA TEAM,Spain,MARIO GARRIDO,88,19,52,43,34,24,0,46,0,10
89,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,91,45,58,47,0,30,0,0,0,10
90,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,92,3,38,47,18,10,0,59,0,10
91,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,93,2,20,48,16,52,0,55,0,10
92,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,98,30,8,53,44,40,0,35,0,10
93,79,HORIZON MOTO 95,France,AMAURY BARATIN,10,2,2,55,34,53,0,15,0,10
94,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,10,2,5,60,42,27,0,45,0,10
95,121,NOMADE RACING,France,JAMES SIMONIN,11,0,5,67,16,25,0,36,20,10
96,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,11,2,4,67,41,18,0,45,0,10
97,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,11,2,3,70,38,6,0,30,0,10
98,45,KOVE,China,SUNIER SUNIER,12,3,4,76,53,19,0,45,30,10
99,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,14,0,5,98,23,24,0,2,10,10
100,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,16,0,1,12,18,49,0,0,10,10
101,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,16,0,4,12,23,19,0,39,0,10
102,29,KOVE,France,NEELS THERIC,16,5,5,12,11,27,0,21,0,10
103,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,18,3,2,13,53,55,106,0,0,10
104,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,18,5,5,13,11,24,0,17,0,10
