"play_descripton","set","Date","Time","Site","Attendance","url","timeout","prev_home_score","prev_visiting_score","next_home_score","next_visiting_score","losing_team","set_winner","losing_team_wins"
"Timeout Ithaca.",4,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,7,10,7,11,"home","visiting",FALSE
"Timeout Ithaca.",4,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,12,20,13,20,"home","visiting",FALSE
"Timeout Ithaca.",5,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",45,"https://athletics.ithaca.edu/boxscore.aspx?id=5466&path=wvball",TRUE,5,10,6,10,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,5,9,6,9,"home","visiting",FALSE
"Timeout Hartwick.",1,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,17,15,18,15,"visiting","visiting",TRUE
"Timeout Hartwick.",1,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,21,16,21,17,"visiting","visiting",TRUE
"Timeout Ithaca.",1,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,22,22,22,23,"visiting","visiting",TRUE
"Timeout Hartwick.",2,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,16,11,17,11,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,20,15,21,15,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,23,19,24,19,"visiting","home",FALSE
"Timeout Hartwick.",3,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,12,8,12,9,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,16,13,17,13,"visiting","home",FALSE
"Timeout Hartwick.",3,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,19,14,19,15,"visiting","home",FALSE
"Timeout Ithaca.",4,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,8,10,8,11,"home","home",TRUE
"Timeout Ithaca.",4,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,14,18,15,18,"home","home",TRUE
"Timeout Hartwick.",4,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,21,20,22,20,"visiting","home",FALSE
"Timeout Hartwick.",4,"2013-09-21","17:30:00","Oneonta, N.Y. (Lambros Arena)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5465&path=wvball",TRUE,23,20,23,21,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,2,6,3,6,"home","visiting",FALSE
"Timeout Stevens.",1,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,16,17,16,18,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,20,23,20,24,"home","visiting",FALSE
"Timeout Stevens.",1,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,22,24,22,25,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,0,4,0,5,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,0,8,0,9,"home","visiting",FALSE
"Timeout Stevens.",3,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,8,3,9,3,"visiting","home",FALSE
"Timeout Stevens.",3,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,14,7,14,8,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,18,13,19,13,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,21,19,21,20,"visiting","home",FALSE
"Timeout Ithaca.",4,"2013-09-21",NA,"Oneonta, N.Y. (Lambros Arena)

",35,"https://athletics.ithaca.edu/boxscore.aspx?id=5464&path=wvball",TRUE,3,7,3,8,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,17,14,17,15,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,21,19,21,20,"visiting","home",FALSE
"Timeout Keuka.",1,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,24,22,25,22,"visiting","home",FALSE
"Timeout Keuka.",2,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,9,12,9,13,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,17,16,18,16,"visiting","visiting",TRUE
"Timeout Keuka.",2,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,19,21,19,22,"home","visiting",FALSE
"Timeout Keuka.",3,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,4,9,5,9,"home","home",TRUE
"Timeout Ithaca.",3,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,13,11,13,12,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,20,16,20,17,"visiting","home",FALSE
"Timeout Ithaca.",4,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,3,0,3,1,"visiting","visiting",TRUE
"Timeout Keuka.",4,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,3,3,4,3,"visiting","visiting",TRUE
"Timeout Ithaca.",4,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,18,13,18,14,"visiting","visiting",TRUE
"Timeout Keuka.",4,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,20,17,20,18,"visiting","visiting",TRUE
"Timeout Keuka.",5,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,4,6,5,6,"home","home",TRUE
"Timeout Ithaca.",5,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,7,8,8,8,"home","home",TRUE
"Timeout Ithaca.",5,"2013-09-25",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",73,"https://athletics.ithaca.edu/boxscore.aspx?id=5467&path=wvball",TRUE,12,10,13,10,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5468&path=wvball",TRUE,6,7,7,7,"home","home",TRUE
"Timeout St. Mary's (Md.).",1,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5468&path=wvball",TRUE,18,13,NA,NA,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5468&path=wvball",TRUE,23,22,24,22,"visiting","home",FALSE
"Timeout St. Mary's (Md.).",1,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5468&path=wvball",TRUE,24,22,25,22,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5468&path=wvball",TRUE,5,12,5,13,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5468&path=wvball",TRUE,7,19,8,19,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5468&path=wvball",TRUE,11,16,12,16,"home","visiting",FALSE
"Timeout Ithaca.",4,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5468&path=wvball",TRUE,13,18,14,18,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,8,19,8,20,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,17,13,17,14,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,24,22,24,23,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,7,7,8,7,"visiting","visiting",TRUE
"Timeout Ithaca.",3,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,20,22,20,23,"home","visiting",FALSE
"Timeout Lycoming.",3,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,22,23,22,24,"home","visiting",FALSE
"Timeout Ithaca.",4,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,7,9,7,10,"home","home",TRUE
"Timeout Lycoming.",4,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,16,16,16,17,"visiting","home",FALSE
"Timeout Ithaca.",4,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,16,19,17,19,"home","home",TRUE
"Timeout Lycoming.",4,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,21,19,21,20,"visiting","home",FALSE
"Timeout Lycoming.",5,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,11,10,12,10,"visiting","visiting",TRUE
"Timeout Ithaca.",5,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,12,12,12,13,"visiting","visiting",TRUE
"Timeout Ithaca.",5,"2013-09-27",NA,"Williamsport, Pa. (Lamade Gym)

",176,"https://athletics.ithaca.edu/boxscore.aspx?id=5469&path=wvball",TRUE,12,13,13,13,"home","visiting",FALSE
"Timeout Penn College.",1,"2013-09-28",NA,"Williamsport, Pa. (Lamade Gymnasium)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5470&path=wvball",TRUE,9,1,9,2,"visiting","home",FALSE
"Timeout Penn College.",2,"2013-09-28",NA,"Williamsport, Pa. (Lamade Gymnasium)

",30,"https://athletics.ithaca.edu/boxscore.aspx?id=5470&path=wvball",TRUE,11,4,12,4,"visiting","home",FALSE
"Timeout Misericordia.",1,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,15,12,15,13,"visiting","visiting",TRUE
"Timeout Ithaca.",1,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,22,20,22,21,"visiting","visiting",TRUE
"Timeout Ithaca.",1,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,23,23,23,24,"visiting","visiting",TRUE
"Timeout Misericordia.",2,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,10,5,10,6,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,23,21,24,21,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,4,9,4,10,"home","visiting",FALSE
"Timeout Misericordia.",3,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,22,23,23,23,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,23,24,24,24,"home","visiting",FALSE
"Timeout Misericordia.",4,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,14,12,15,12,"visiting","home",FALSE
"Timeout Misericordia.",5,"2013-09-28","13:35:00","Williamsport, Pa. (Lamade Gym)

",40,"https://athletics.ithaca.edu/boxscore.aspx?id=5471&path=wvball",TRUE,9,5,9,6,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-10-04",NA,"Nazareth College (Kidera Gymnasium)

",125,"https://athletics.ithaca.edu/boxscore.aspx?id=5472&path=wvball",TRUE,3,11,3,12,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-10-04",NA,"Nazareth College (Kidera Gymnasium)

",125,"https://athletics.ithaca.edu/boxscore.aspx?id=5472&path=wvball",TRUE,2,8,3,8,"home","visiting",FALSE
"Timeout Nazareth.",3,"2013-10-04",NA,"Nazareth College (Kidera Gymnasium)

",125,"https://athletics.ithaca.edu/boxscore.aspx?id=5472&path=wvball",TRUE,NA,NA,13,24,NA,"visiting",NA
"Timeout Ithaca.",1,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",25,"https://athletics.ithaca.edu/boxscore.aspx?id=5474&path=wvball",TRUE,17,21,17,22,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",25,"https://athletics.ithaca.edu/boxscore.aspx?id=5474&path=wvball",TRUE,0,6,0,7,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",25,"https://athletics.ithaca.edu/boxscore.aspx?id=5474&path=wvball",TRUE,4,14,4,15,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",25,"https://athletics.ithaca.edu/boxscore.aspx?id=5474&path=wvball",TRUE,6,9,NA,NA,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5473&path=wvball",TRUE,3,6,4,6,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5473&path=wvball",TRUE,8,15,8,16,"home","visiting",FALSE
"Timeout Plattsburgh.",1,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5473&path=wvball",TRUE,17,22,18,22,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5473&path=wvball",TRUE,14,18,14,19,"home","visiting",FALSE
"Timeout Ithaca.",3,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5473&path=wvball",TRUE,2,6,3,6,"home","visiting",FALSE
"Timeout Plattsburgh.",3,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5473&path=wvball",TRUE,9,7,9,8,"visiting","visiting",TRUE
"Timeout Ithaca.",3,"2013-10-05",NA,"Rochester, N.Y. (Kidera Gymnasium)

",65,"https://athletics.ithaca.edu/boxscore.aspx?id=5473&path=wvball",TRUE,16,19,17,19,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-10-08",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5475&path=wvball",TRUE,NA,NA,9,4,NA,"home",NA
"Timeout Cortland.",1,"2013-10-08",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5475&path=wvball",TRUE,18,12,18,13,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-10-08",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5475&path=wvball",TRUE,23,15,NA,NA,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-10-08",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5475&path=wvball",TRUE,7,5,8,5,"visiting","home",FALSE
"Timeout Cortland.",2,"2013-10-08",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5475&path=wvball",TRUE,22,20,23,20,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-10-08",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5475&path=wvball",TRUE,23,20,NA,NA,"visiting","home",FALSE
"Timeout Ithaca.",3,"2013-10-08",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5475&path=wvball",TRUE,16,12,16,13,"visiting","home",FALSE
"Timeout Cortland.",3,"2013-10-08",NA,"Ithaca, N.Y. (Ben Light Gymnasium)

",60,"https://athletics.ithaca.edu/boxscore.aspx?id=5475&path=wvball",TRUE,17,16,17,17,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,13,13,13,14,"visiting","visiting",TRUE
"Timeout Ithaca.",1,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,18,18,18,19,"visiting","visiting",TRUE
"Timeout Utica.",1,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,21,24,21,25,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,10,7,11,7,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,18,13,18,14,"visiting","home",FALSE
"Timeout Utica.",2,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,24,23,24,24,"visiting","home",FALSE
"Timeout Utica.",3,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,3,8,3,9,"home","visiting",FALSE
"Timeout Utica.",3,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,6,21,7,21,"home","visiting",FALSE
"Timeout Ithaca.",4,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,NA,NA,0,1,NA,"visiting",NA
"Timeout Utica.",4,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,17,14,17,15,"visiting","visiting",TRUE
"Timeout Ithaca.",4,"2013-10-11","17:30:00","Ithaca, N.Y. (Ben Light Gymnasium)

",75,"https://athletics.ithaca.edu/boxscore.aspx?id=5476&path=wvball",TRUE,21,24,21,25,"home","visiting",FALSE
"Timeout Ithaca.",1,"2013-10-11","19:50:00","Ithaca, N.Y. (Ben Light Gymnasium)

",55,"https://athletics.ithaca.edu/boxscore.aspx?id=5477&path=wvball",TRUE,9,4,10,4,"visiting","home",FALSE
"Timeout Ithaca.",1,"2013-10-11","19:50:00","Ithaca, N.Y. (Ben Light Gymnasium)

",55,"https://athletics.ithaca.edu/boxscore.aspx?id=5477&path=wvball",TRUE,18,10,19,10,"visiting","home",FALSE
"Timeout Ithaca.",2,"2013-10-11","19:50:00","Ithaca, N.Y. (Ben Light Gymnasium)

",55,"https://athletics.ithaca.edu/boxscore.aspx?id=5477&path=wvball",TRUE,7,6,7,7,"visiting","visiting",TRUE
"Timeout Medaille.",2,"2013-10-11","19:50:00","Ithaca, N.Y. (Ben Light Gymnasium)

",55,"https://athletics.ithaca.edu/boxscore.aspx?id=5477&path=wvball",TRUE,12,17,13,17,"home","visiting",FALSE
"Timeout Ithaca.",2,"2013-10-11","19:50:00","Ithaca, N.Y. (Ben Light Gymnasium)

",55,"https://athletics.ithaca.edu/boxscore.aspx?id=5477&path=wvball",TRUE,21,21,21,22,"visiting","visiting",TRUE
"Timeout Medaille.",2,"2013-10-11","19:50:00","Ithaca, N.Y. (Ben Light Gymnasium)

",55,"https://athletics.ithaca.edu/boxscore.aspx?id=5477&path=wvball",TRUE,23,24,23,25,"home","visiting",FALSE
