Sex,Form,Group,Team,Athlete,Score
W,Single weapon routines Gun (Cudgel/Staff),D,AUS,Amy NGHIEM,8.3
W,Single weapon routines Gun (Cudgel/Staff),D,MEX,Karen Priscila PANECATL URQUIZA,8.25
W,Single weapon routines Gun (Cudgel/Staff),D,CAN,Stephanie BRAITHWAITE,8.2
W,Single weapon routines Nandao (Southern Broadsword),D,HKG,HE Jianxin,9.16
W,Single weapon routines Nandao (Southern Broadsword),D,IND,Rezina TAMANG,9.09
W,Single weapon routines Nandao (Southern Broadsword),D,MAC,PO Hio Lam,8.86
W,Single weapon routines Nandao (Southern Broadsword),D,AIN,Ekaterina DONETS,8.77
W,Single weapon routines Nandao (Southern Broadsword),D,USA,Luna FRANCO,8.73
W,Double weapon routines Other routines,D,USA,Meiying WANG,8.89
W,Double weapon routines Other routines,D,ROU,Mara Georgia Alina OBEANU,8.65
W,Double weapon routines Other routines,D,FRA,Alexandra CARVALHEIRO,8.51
W,Double weapon routines Other routines,D,NZL,Nelara AMARASINGHE,8.5
W,Double weapon routines Other routines,D,SGP,LOW Elicia Qiu Min,8.49
W,Double weapon routines Other routines,D,MAS,CHOONG Hui Ying,8.48
W,Double weapon routines Other routines,D,NED,Kira Alana Phaedra ORMSKERK,8.47
W,Double weapon routines Other routines,D,ITA,Nadia LO SAPIO,8.46
W,Double weapon routines Other routines,D,MAC,LIAO Chio Weng,8.45
W,Double weapon routines Other routines,D,RSA,Kitana Cora VAN DER MESCHT,8.43
W,Double weapon routines Other routines,D,IND,Vedaasruthi SHANMUGAVADIVEL,8.41
W,Double weapon routines Other routines,D,USA,Jessica ZOU,8.3
M,Single weapon routines Other routines,A,USA,Frederick LI,7.92
M,Single weapon routines Other routines,A,NZL,Villa ZHANG,7.81
M,Single weapon routines Other routines,A,SGP,WENG Linrui,7.69
M,Single weapon routines Other routines,A,USA,Henry ZHOU,7.68
M,Single weapon routines Other routines,A,USA,Augustine DENG,7.58
M,Single weapon routines Other routines,A,NZL,Liyou LI,7.53
M,Single weapon routines Other routines,A,USA,Aiden LIANG,7.38
M,Single weapon routines Other routines,A,CAN,Albert ZHAO,7.33
M,Double weapon routines,A,FRA,Léo SCHUR CHEN,7.88
M,Double weapon routines,A,USA,Alex LI,7.84
M,Double weapon routines,A,MAC,TANG Pak Him,7.78
M,Double weapon routines,A,MAC,ZHENG Kun Pang,7.76
M,Double weapon routines,A,MAS,TAN Thye Yih,7.61
M,Double weapon routines,A,MAS,TAN Khai Yeah,7.6
M,Double weapon routines,A,USA,Greyson TURNBULL,7.59
M,Double weapon routines,A,HKG,YU Jianan,7.58
M,Double weapon routines,A,HKG,LYU Mingze,7.5
M,Double weapon routines,A,MAS,TEOH Yik Yang,7.46
M,Double weapon routines,A,USA,Weihang YAN,7.44
M,Double weapon routines,A,MAS,LAU Ryan You Jie,7.36
M,Single weapon routines Dao (Broadsword),C,AIN,Aleksandr SURKOV,8.68
M,Single weapon routines Dao (Broadsword),C,KAZ,Alizhan MUKHAMETOV,8.67
M,Single weapon routines Dao (Broadsword),C,MAC,WONG Hok Weng,8.65
M,Single weapon routines Dao (Broadsword),C,USA,Jasper Zhen Bao LI,8.56
M,Single weapon routines Dao (Broadsword),C,HKG,CHEUNG Ching Hei,8.47
M,Single weapon routines Dao (Broadsword),C,GRE,Panagiotis TOUROUTSIKAS,8.46
M,Single weapon routines Dao (Broadsword),C,POL,Jakub Marcel OLESZCZUK,8.39
M,Single weapon routines Dao (Broadsword),C,BRA,Enzo FANTINATI CALAMARI,8.38
M,Single weapon routines Dao (Broadsword),C,GRE,Dimitrios KOTTAS,8.36
M,Single weapon routines Dao (Broadsword),C,USA,Brandon HORN,8.35
M,Single weapon routines Dao (Broadsword),C,BRU,Ayden Chun Zhen LOO,8.34
M,Single weapon routines Dao (Broadsword),C,IND,Aatish Raj RAJKUMAR,8.33
M,Single weapon routines Dao (Broadsword),C,HKG,LU Elliot,8.31
M,Single weapon routines Dao (Broadsword),C,USA,Sean WAGNER,8.24
M,Single weapon routines Dao (Broadsword),C,GRE,DINAKU ALEXANDROS,8.18
M,Single weapon routines Dao (Broadsword),C,EGY,Nour ELEMAM,8.15
M,Single weapon routines Dao (Broadsword),C,EGY,Fars IBRAHIM,8.04
M,Single weapon routines Jian (Straight Sword),C,USA,Landau TZOU,8.61
M,Single weapon routines Jian (Straight Sword),C,UKR,Volodymyr SHYNKARENKO,8.58
M,Single weapon routines Jian (Straight Sword),C,KAZ,Nurlan MUSTAFIN,8.54
M,Single weapon routines Jian (Straight Sword),C,USA,Luke WAGNER,8.37
M,Single weapon routines Jian (Straight Sword),C,AUS,Fan-rong KONG,8.27
M,Single weapon routines Jian (Straight Sword),C,LAT,Roberts RITENBERGS,8.22
M,Single weapon routines Jian (Straight Sword),C,TJK,Fazliddin KHOJAEV,8.21
M,Single weapon routines Jian (Straight Sword),C,AUS,Enqi GE,8.16
M,Single weapon routines Gun (Cudgel/Staff),C,KAZ,Kirill MALEYEV,8.68
M,Single weapon routines Gun (Cudgel/Staff),C,TUN,El Mabrouk RAFED,8.59
M,Single weapon routines Gun (Cudgel/Staff),C,GEO,Nikolozi NUTSUBIDZE,8.5
M,Single weapon routines Gun (Cudgel/Staff),C,GRE,Charalambos Iosif MATHIOPOULOS,8.47
M,Single weapon routines Gun (Cudgel/Staff),C,ROU,Andrei Mario NEDELEA,8.46
M,Single weapon routines Gun (Cudgel/Staff),C,CZE,Lukas HUSAK,8.45
M,Single weapon routines Gun (Cudgel/Staff),C,ROU,Andrei Eduard MIU,8.42
M,Single weapon routines Gun (Cudgel/Staff),C,GRE,Vlasios KINTAKAS,8.39
M,Single weapon routines Gun (Cudgel/Staff),C,KAZ,Ilya POTSKHVERIYA,8.37
M,Single weapon routines Gun (Cudgel/Staff),C,USA,Aaron LEE,8.36
M,Single weapon routines Gun (Cudgel/Staff),C,GRE,Evaggelos FOTEINOGIANNOPOULOS,8.33
M,Single weapon routines Gun (Cudgel/Staff),C,MEX,Arhat MENEZ ALARCON,8.26
M,Single weapon routines Gun (Cudgel/Staff),C,USA,Ethan CHE,8.24
M,Single weapon routines Gun (Cudgel/Staff),C,EGY,Omar ELSHOURBAGI,8.22
M,Single weapon routines Gun (Cudgel/Staff),C,GRE,Georgios LABOUSIS,8.06
M,Single weapon routines Pudao,C,LAT,Nikita MATVEJEVS,8.57
M,Single weapon routines Pudao,C,CAN,WANG Tengyi,8.49
M,Single weapon routines Pudao,C,TUN,Kadri MOHAMED YASSIN,8.46
M,Single weapon routines Pudao,C,ITA,Giorgio BELMONTE,8.43
M,Single weapon routines Pudao,C,POR,Miguel SOUSA,8.35
M,Single weapon routines Pudao,C,USA,Atom ELY,8.26
M,Single weapon routines Pudao,C,EGY,Mohanad ISMAIL,8.11
M,Single weapon routines Guandao (Kwan Dao),C,MAC,IP Man Chit,8.56
M,Single weapon routines Guandao (Kwan Dao),C,ITA,Mario Faris BAZZARA,8.54
M,Single weapon routines Guandao (Kwan Dao),C,EGY,Ramy Ramadan Mohamed,8.51
M,Single weapon routines Guandao (Kwan Dao),C,BRA,Kaue Kenji GONCALVES MIYASAKA,8.43
M,Single weapon routines Guandao (Kwan Dao),C,USA,Sebastian RAMOS CONTRERAS,8.42
M,Single weapon routines Guandao (Kwan Dao),C,EGY,Moustafa ZARA,8.21
M,Single weapon routines Nandao (Southern Broadsword),C,AIN,Mikhail MINAKOV,8.66
M,Single weapon routines Nandao (Southern Broadsword),C,LAT,Nikita KOKINS,8.61
M,Single weapon routines Nandao (Southern Broadsword),C,TUR,Furkan Osman SAYINER,8.6
M,Single weapon routines Nandao (Southern Broadsword),C,ROU,Mihai Daniel DINCU,8.59
M,Single weapon routines Nandao (Southern Broadsword),C,USA,Adam POPP,8.39
M,Single weapon routines Nandao (Southern Broadsword),C,USA,Chase WONG,8.37
M,Single weapon routines Qiang (Spear),C,SGP,CHUA Kai Yang Aydan,8.66
M,Single weapon routines Qiang (Spear),C,USA,Preston FARR,8.55
M,Single weapon routines Qiang (Spear),C,BRA,Felipe CASTILHIONI DE ANDRADE,8.4
M,Single weapon routines Qiang (Spear),C,EGY,Mohamed SELMI,8.21
M,Double weapon routines Shuangdao (Double Broadsword),C,EGY,Ammar mohamed ibrahim Sonbol,8.68
M,Double weapon routines Shuangdao (Double Broadsword),C,AIN,Timur KHODZHAKOV,8.6
M,Double weapon routines Shuangdao (Double Broadsword),C,AIN,Boris GORODNIKOV,8.59
M,Double weapon routines Shuangdao (Double Broadsword),C,KAZ,Alkarim ZHADIGER,8.52
M,Double weapon routines Shuangdao (Double Broadsword),C,USA,Brendan WONG,8.49
M,Double weapon routines Shuangdao (Double Broadsword),C,AUS,Fan-ao KONG,8.43
M,Double weapon routines Shuangdao (Double Broadsword),C,INA,Calvin Ethanael WIJAYA,8.42
M,Double weapon routines Shuangdao (Double Broadsword),C,GRE,Theodoros Marios PAPATHANASIOU,8.38
M,Double weapon routines Shuangdao (Double Broadsword),C,CZE,Moris BENYSEK,8.21
M,Double weapon routines Shuangdao (Double Broadsword),C,USA,Eshaan NAIR,8.2
M,Double weapon routines Other routines,C,POL,Mieszko Leszek PRZYGODA,8.43
M,Double weapon routines Other routines,C,ROU,Darius Valentin URUCU,8.42
M,Double weapon routines Other routines,C,FRA,Lucas HENG,8.41
M,Double weapon routines Other routines,C,EGY,Mohamed IBRAHIM,7.91
M,Double weapon routines Other routines,C,EGY,Youssef ISMAIL,7.85
M,Flexible/Soft weapon routines,C,USA,Kaden WONG,8.65
M,Flexible/Soft weapon routines,C,HKG,WONG Chun Yin Nicholas,8.61
M,Flexible/Soft weapon routines,C,SGP,NG Chun Sheng,8.54
M,Flexible/Soft weapon routines,C,USA,Kai HIRAHARA,8.51
M,Flexible/Soft weapon routines,C,USA,Nathaniel FONG,8.46
M,Flexible/Soft weapon routines,C,USA,Lawren BAI,8.45
M,Flexible/Soft weapon routines,C,USA,Joshua TJHIN,8.42
M,Flexible/Soft weapon routines,C,USA,Liam BROWN,8.39
M,Flexible/Soft weapon routines,C,LAT,Edgars ZARINS,8.26
W,Single weapon routines Dao (Broadsword),A,KAZ,Aiaru MUKHAMETOVA,7.71
W,Single weapon routines Dao (Broadsword),A,USA,Emily LU,7.63
W,Single weapon routines Dao (Broadsword),A,USA,Ryan NGO,7.57
W,Single weapon routines Dao (Broadsword),A,USA,Reiya TANG,7.5
W,Single weapon routines Dao (Broadsword),A,AUS,Aphrael HONG,7.43
W,Single weapon routines Dao (Broadsword),A,USA,Stella SUN,7.39
W,Single weapon routines Jian (Straight Sword),A,SGP,TAN Zhi Tong,7.7
W,Single weapon routines Jian (Straight Sword),A,BRU,Hannah TAN,7.65
W,Single weapon routines Jian (Straight Sword),A,MAC,IAO Chi Iao,7.64
W,Single weapon routines Jian (Straight Sword),A,HKG,LAU Azaria Hiu Yu,7.45
W,Single weapon routines Jian (Straight Sword),A,USA,Lizbeth DENG,7.32
W,Single weapon routines Jian (Straight Sword),A,USA,Amy ZHANG,7.13
W,Single weapon routines Gun (Cudgel/Staff),A,NZL,Ariella Leyao LIUCHEN,7.57
W,Single weapon routines Gun (Cudgel/Staff),A,USA,Summer ZHANG,7.46
W,Single weapon routines Gun (Cudgel/Staff),A,NZL,Jessica QIAO,7.45
W,Single weapon routines Gun (Cudgel/Staff),A,USA,Ellie SUN,7.41
W,Single weapon routines Gun (Cudgel/Staff),A,MAC,CHAN U Chek,7.35
W,Single weapon routines Gun (Cudgel/Staff),A,USA,Kia FLORES TINDALL,7.29
W,Single weapon routines Gun (Cudgel/Staff),A,USA,Amani FLORES TINDALL,7.26
W,Single/Soft weapon routines Others,A,SGP,SOH Camille Yu Rou,7.63
W,Single/Soft weapon routines Others,A,USA,Joyce ZHANG,7.58
W,Single/Soft weapon routines Others,A,USA,Quinn Yiren LIU,7.51
W,Single/Soft weapon routines Others,A,INA,Raisya Aliya WIBOWO,7.48
M,Double weapon routines Shuangdao (Double Broadsword),D,AIN,Kirill-zui BONDARENKO,9.09
M,Double weapon routines Shuangdao (Double Broadsword),D,AIN,Maksim CHESKIDOV,8.93
M,Double weapon routines Shuangdao (Double Broadsword),D,UKR,Maksym ZHARUN,8.89
M,Double weapon routines Shuangdao (Double Broadsword),D,FRA,Clément VAUDAGNE,8.72
M,Double weapon routines Shuangdao (Double Broadsword),D,FRA,Noe BOURDET,8.71
M,Double weapon routines Shuangdao (Double Broadsword),D,BRA,Pedro CORREA LEMES,8.7
M,Double weapon routines Shuangdao (Double Broadsword),D,POL,Filip Michal PARAFIńSKI,8.62
M,Double weapon routines Shuangdao (Double Broadsword),D,USA,Micah JUMAN,8.59
M,Double weapon routines Shuangdao (Double Broadsword),D,TUR,Onur OZTURK,8.56
M,Double weapon routines Shuangdao (Double Broadsword),D,IND,Rajat Prakash GUPTA,8.47
M,Double weapon routines Shuangdao (Double Broadsword),D,AUS,David HONG,8.43
M,Double weapon routines Shuangdao (Double Broadsword),D,FRA,Alistair HAYOUN EGRETEAU,8.34
M,Double weapon routines Shuangdao (Double Broadsword),D,MEX,Fitzgerald PARAGUAY URETA,8.21
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,CHN,ZHENG Guoqing,9.12
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,GBR,Junayed Ilhan GUVEN,8.97
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,AIN,Tikhon NIKITIN,8.91
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,NZL,Ethan DE GUZMAN,8.75
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,SWE,Ted Fredrik ANDERSSON,8.66
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,AIN,Iaroslav SHELUDIAKOV,8.62
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,AUS,Blake Charles Richard BROWN,8.55
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,USA,Zihan DO,8.47
M,Flexible/Soft weapon routines Jiujiebian (Nine Section Whip Chain),D,BRA,Rodrigo DE LIMA DANTAS,8.45
M,Flexible/Soft weapon routines Other routines,D,SGP,TEO Chee Wei,8.8
M,Flexible/Soft weapon routines Other routines,D,UKR,Daniil FESHCHENKO,8.71
M,Flexible/Soft weapon routines Other routines,D,FRA,Alexandre CORDARO,8.67
M,Flexible/Soft weapon routines Other routines,D,AUS,Timothy James HONDROUDAKIS,8.67
M,Flexible/Soft weapon routines Other routines,D,USA,Kyle WONG,8.65
M,Flexible/Soft weapon routines Other routines,D,USA,Aaron KEYS,8.6
M,Flexible/Soft weapon routines Other routines,D,BRA,Guilherme Henrique SOUZA DE OLIVEIRA,8.55
M,Flexible/Soft weapon routines Other routines,D,FRA,Anthony PLAIS,8.54
M,Flexible/Soft weapon routines Other routines,D,IND,Kunal SHARMA,8.43
M,Single weapon routines Chen Style Taijijian,D,HKG,SAT Pak Long,9
M,Single weapon routines Chen Style Taijijian,D,HKG,LEE Tin Lok,8.99
M,Single weapon routines Chen Style Taijijian,D,MAC,LI Shaoyue,8.92
M,Single weapon routines Chen Style Taijijian,D,INA,Erick Citra LOEIS,8.91
M,Single weapon routines Chen Style Taijijian,D,AIN,Andrei SOROKIN,8.84
M,Single weapon routines Chen Style Taijijian,D,AIN,Vasilii KISLITSYN,8.76
M,Single weapon routines Chen Style Taijijian,D,SGP,LOW Julian,8.74
M,Single weapon routines Chen Style Taijijian,D,GEO,Mate KORTKHONJIA,8.71
M,Single weapon routines Chen Style Taijijian,D,ITA,Gianluigi BISONI,8.66
M,Single weapon routines Chen Style Taijijian,D,FRA,Virgile SICARD,8.59
M,Single weapon routines Chen Style Taijijian,D,MEX,Alan Agustin MARTINEZ GARCIA,8.55
M,Single weapon routines Chen Style Taijijian,D,JPN,KOJIMA Ryuhei,8.48
M,Single weapon routines Chen Style Taijijian,D,NZL,Jichuan LI,8.13
M,Single weapon routines Other Taijijian,D,MAC,ZHANG Pok Yui,8.95
M,Single weapon routines Other Taijijian,D,HKG,KWONG Long Yui,8.85
M,Single weapon routines Other Taijijian,D,HKG,LEUNG Yat Sing,8.84
M,Single weapon routines Other Taijijian,D,MAC,HAN Soi Wa,8.8
M,Single weapon routines Other Taijijian,D,AIN,Ivan KRASNOBAEV,8.73
M,Single weapon routines Other Taijijian,D,EGY,Basel ABDALLA,8.7
M,Single weapon routines Other Taijijian,D,HKG,WU Guanxi,8.64
M,Single weapon routines Other Taijijian,D,IND,Kamal Kumar BORO,8.61
M,Single weapon routines Other Taijijian,D,SGP,SNG Wei Liang Davion,8.61
M,Single weapon routines Other Taijijian,D,ESP,Mario SIMóN GARCíA,8.52
M,Single weapon routines Other Taiji weapon,D,POR,Salvador GUERREIRO,8.57
M,Single weapon routines Other Taiji weapon,D,EGY,Moustafa EMISH,8.34
M,Single weapon routines Other Taiji weapon,D,USA,Parke BOWMAN,8.31
W,Double weapon routines Shuangjian (Double Straight Sword),D,AIN,Aksiniia SHCHUKINA,8.94
W,Double weapon routines Shuangjian (Double Straight Sword),D,JPN,ODAGIRI Emi,8.86
W,Double weapon routines Shuangjian (Double Straight Sword),D,TUR,Elif AKYUZ,8.86
W,Double weapon routines Shuangjian (Double Straight Sword),D,UKR,Alina KRYSKO,8.77
W,Double weapon routines Shuangjian (Double Straight Sword),D,BRA,Brenda SILVA DOS SANTOS,8.65
W,Double weapon routines Shuangjian (Double Straight Sword),D,CAN,Susanna NG,8.61
W,Double weapon routines Shuangjian (Double Straight Sword),D,IND,Shreya KUMARI,8.6
W,Double weapon routines Shuangjian (Double Straight Sword),D,MEX,Karime Janet MORALES CASAS,8.58
W,Double weapon routines Shuangjian (Double Straight Sword),D,FRA,Laetitia TAN,8.57
W,Double weapon routines Shuangjian (Double Straight Sword),D,AUT,Julia LINERT,8.57
W,Double weapon routines Shuangjian (Double Straight Sword),D,MEX,Diana Lizeth MEDRANO MENDOZA,8.52
W,Double weapon routines Shuangjian (Double Straight Sword),D,AUS,Jian Yi KOO,8.21
W,Flexible/Soft weapon routines,D,HKG,LAU Po Yan,8.85
W,Flexible/Soft weapon routines,D,ITA,Elisabetta SIRTO,8.78
W,Flexible/Soft weapon routines,D,ROU,Denisa Ruxandra ANASTASIU,8.68
W,Flexible/Soft weapon routines,D,IND,Bala Harshini DINESH KUMAR,8.68
W,Flexible/Soft weapon routines,D,POL,Magda Krystyna SKIBA,8.62
W,Flexible/Soft weapon routines,D,GRE,Isidora PAPACHRISTOU,8.62
W,Flexible/Soft weapon routines,D,BEL,DOEHAERD Yuna,8.56
W,Single weapon routines Shanzi (Fan),D,EGY,Jana Emad Mohamed Mostafa,8.82
W,Single weapon routines Shanzi (Fan),D,TUR,Ecrin COKHAMUR,8.78
W,Single weapon routines Shanzi (Fan),D,MEX,Michelle MENA TORRES,8.69
W,Single weapon routines Shanzi (Fan),D,HUN,Eniko VIZI,8.68
W,Single weapon routines Shanzi (Fan),D,MEX,Grace Guadalupe DE LA ROSA LIRA,8.67
W,Single weapon routines Shanzi (Fan),D,HUN,Dóra Tímea HORVáTH,8.6
W,Single weapon routines Shanzi (Fan),D,POR,Beatriz PINHO,8.56
W,Single weapon routines Shanzi (Fan),D,GBR,Tyra Ruqaiyah EDWARDS-WALKER,8.46
W,Single weapon routines Shanzi (Fan),D,AUS,Veronica FUNG,8.26
W,Single weapon routines Shanzi (Fan),D,NED,Lyly Diep TRAN,8.23
W,Single weapon routines Shanzi (Fan),D,USA,Li Ying LU,8.17
W,Single weapon routines Taijishan,D,SGP,TAY Kai Xin Ranice,8.96
W,Single weapon routines Taijishan,D,AIN,Anastasiia DEEVA,8.87
W,Single weapon routines Taijishan,D,AIN,Alena KONEVA,8.73
W,Single weapon routines Taijishan,D,FRA,Flora POINT,8.61
W,Single weapon routines Taijishan,D,GEO,Niia CHKHAIDZE,8.59
W,Single weapon routines Taijishan,D,FRA,Nina NGUYEN,8.52
W,Single weapon routines Taijishan,D,RSA,Jessica Milissa JACOBS,8.44
W,Single weapon routines Chen Style Taijijian,E,GEO,Maka GABESKIRIA,8.83
W,Single weapon routines Chen Style Taijijian,E,SGP,NG Chiew Yen,8.74
W,Single weapon routines Chen Style Taijijian,E,USA,Michelle BENSI,8.66
W,Single weapon routines Chen Style Taijijian,E,MEX,Miriam Ocotlan MACEDA ROCHA,8.6
W,Single weapon routines Chen Style Taijijian,E,MEX,Elizabeth GARCIA MARTINEZ,8.57
W,Single weapon routines Chen Style Taijijian,E,USA,Annie Laurie CATES,8.49
W,Single weapon routines Chen Style Taijijian,E,KAZ,Tatyana BORTA,8.46
W,Single weapon routines Chen Style Taijijian,E,BUL,Antoniya STOYANOVA,8.38
W,Single weapon routines Chen Style Taijijian,E,BUL,Nataliya TRIFONOVA,8.36
W,Single weapon routines Yang Style Taijijian,E,KAZ,Tatyana ZHIGALKINA,8.62
W,Single weapon routines Yang Style Taijijian,E,CAN,Siaw Kin Agnes LEE,8.61
W,Single weapon routines Yang Style Taijijian,E,MAC,MA Wai Soi,8.6
W,Single weapon routines Yang Style Taijijian,E,HKG,NG Lai Ling Maggie,8.54
W,Single weapon routines Yang Style Taijijian,E,HKG,YU Li,8.5
W,Single weapon routines Yang Style Taijijian,E,HKG,WONG Tak Wing Teresa,8.47
W,Single weapon routines Yang Style Taijijian,E,HKG,YU Suk Fei,8.4
W,Single weapon routines Yang Style Taijijian,E,HKG,WONG Yin Ling Elaine,8.39
W,Single weapon routines Yang Style Taijijian,E,HKG,WAN Sin Pui,8.37
W,Single weapon routines Yang Style Taijijian,E,HKG,CHAN Hung Regina,8.33
W,Single weapon routines 42 posture Taijijian,E,HKG,WONG Wing Yan Josephine,8.78
W,Single weapon routines 42 posture Taijijian,E,USA,Jie GU,8.75
W,Single weapon routines 42 posture Taijijian,E,HKG,FUJITA Makiko,8.62
W,Single weapon routines 42 posture Taijijian,E,AUT,Maryse Suzanne VALIN-LINERT,8.6
W,Single weapon routines 42 posture Taijijian,E,JPN,KAMBARA Yumi,8.59
W,Single weapon routines 42 posture Taijijian,E,USA,Qiong LI,8.57
W,Single weapon routines 42 posture Taijijian,E,CAN,ZHANG Chunying,8.56
W,Single weapon routines Other Taiji weapon,E,SGP,CHEN Shanli,8.76
W,Single weapon routines Other Taiji weapon,E,MAC,LEI Sut Keng,8.71
W,Single weapon routines Other Taiji weapon,E,JPN,ONO Kimiyo,8.6
W,Single weapon routines Other Taiji weapon,E,LAT,Laura BURAKA,8.59
W,Single weapon routines Other Taiji weapon,E,USA,Jennifer WEITZ,8.56
W,Single weapon routines Other Taiji weapon,E,USA,Sally KIDWELL,8.51
W,Single weapon routines Other Taiji weapon,E,USA,Xia CHEN,8.47
W,Single weapon routines Other Taiji weapon,E,USA,Katerina PLSKOVA,8.45
W,Single weapon routines Other Taiji weapon,E,JPN,IWAMOTO Tamami,8.42
W,Single weapon routines Other Taiji weapon,E,MEX,Kitzia Mercedes ARIAS CAMPOS,8.34
W,Single weapon routines Other Taiji weapon,E,GRE,Sofia ZISI,8.21
W,Single weapon routines shanzi,E,BRA,Paula AMIDANI SOARES DE AZEVEDO,8.71
W,Single weapon routines shanzi,E,INA,Kris DAYANTI,8.68
W,Single weapon routines shanzi,E,INA,Ivonny BUDIONO,8.58
W,Single weapon routines shanzi,E,HUN,Mária ARUTYUNJAN,8.55
W,Single weapon routines shanzi,E,INA,Lina SANTOSO,8.4
W,Single weapon routines shanzi,E,BRA,Nina ROMANO CARDOSO SILVESTRE,8.36
W,Single weapon routines Taijishan,E,USA,Fong ZHANG,8.85
W,Single weapon routines Taijishan,E,USA,Peikai WANG,8.57
W,Single weapon routines Taijishan,E,USA,Shaoping WANG,8.55
W,Single weapon routines Taijishan,E,KGZ,Liubov SERIAKOVA,8.52
W,Single weapon routines Taijishan,E,POR,Mariana LOPES,8.49
W,Single weapon routines Taijishan,E,FRA,Yue DU QIAN,8.48
W,Single weapon routines Taijishan,E,FRA,Sophie FOUCHER,8.46
M,Single weapon routines Taiji weapon,A,CAN,Jinrong Jayden ZHANG,7.76
M,Single weapon routines Taiji weapon,A,BRU,Samuel Yong Jun ONG,7.6
M,Single weapon routines Taiji weapon,A,CAN,Yiyuan Jonathan ZHANG,7.58
M,Single weapon routines Taiji weapon,A,USA,Henry Mengxuan HE,7.36
M,Single weapon routines Taiji weapon,A,USA,Micah YU,7.35
M,Single weapon routines Taiji weapon,A,USA,Brendan HOANG,7.23
M,Single weapon routines Taiji weapon,B,CAN,Junchen YANG,8.68
M,Single weapon routines Taiji weapon,B,HKG,WONG Yu Chit,8.62
M,Single weapon routines Taiji weapon,B,USA,Albert LIU,8.6
M,Single weapon routines Taiji weapon,B,NZL,Oliver QIAO,8.5
M,Single weapon routines Taiji weapon,B,MAS,WONG Yew Shen,8.47
M,Single weapon routines Taiji weapon,B,NZL,HUANG Ziyi,8.41
M,Single weapon routines Taiji weapon,B,HKG,LEUNG Jonas Ka Fuk,8.36
M,Single weapon routines Taiji weapon,B,ROU,Alexandru UDISTEANU ASLAN,8.25
M,Single weapon routines Taiji weapon,B,HUN,Bence VIDA,8.21
M,Single weapon routines Taiji weapon,B,EGY,Mohamed SHALABI,8.21
M,Single weapon routines Other routines,F,SGP,KWAN Siew Hung,8.75
M,Single weapon routines Other routines,F,JPN,OTAKA Kazuhiko,8.69
M,Single weapon routines Other routines,F,POR,Alcino CUNHA,8.66
M,Single weapon routines Other routines,F,RSA,Allan Jonathan HACKNER,8.6
M,Single weapon routines Other routines,F,USA,Ebert KAN,8.56
M,Single weapon routines Other routines,F,USA,Jeffrey REXFORD,8.46
M,Single weapon routines Other routines,F,BRA,Roberto DOS SANTOS DE OLIVEIRA,8.45
M,Single weapon routines Other routines,F,USA,John JOSEPHSON,8.45
M,Single weapon routines Other routines,F,KGZ,Evgenii LOPATKIN,8.43
M,Single weapon routines Other routines,F,HUN,Mihály József KOSZOGOVITS,8.37
M,Single weapon routines Other routines,F,JPN,FUKUNISHI Tadashi,8.32
M,Single weapon routines Other routines,B,USA,Ethan CHAN,8.5
M,Single weapon routines Other routines,B,AUS,Ashton Tsz Pui CHAN,8.45
M,Single weapon routines Other routines,B,USA,Jared ARROYO,8.42
M,Single weapon routines Other routines,B,USA,Eric CHENG,8.4
M,Single weapon routines Other routines,B,CAN,Jixiang YU,8.35
M,Single weapon routines Other routines,B,USA,Theodore WONG,8.34
M,Single weapon routines Other routines,B,EGY,Taha SHARABIA,8.25
W,Single weapon routines Qiang (Spear),B,USA,Winifred Zhen Ping LI,8.7
W,Single weapon routines Qiang (Spear),B,HKG,NAGY Seleney Simone,8.66
W,Single weapon routines Qiang (Spear),B,AUS,Larissa Tiffany Yongyan CHOI,8.55
W,Single weapon routines Qiang (Spear),B,NZL,Yihang LI,8.5
W,Single weapon routines Qiang (Spear),B,CAN,LI Wanglan,8.35
W,Single weapon routines Qiang (Spear),B,ARG,Julieta Agustina ALABARCE MIRANDA,8.26
W,Single weapon routines Dao (Broadsword),B,HKG,TANG Ching Wan,8.58
W,Single weapon routines Dao (Broadsword),B,KAZ,Stanislava BELONOGOVA,8.56
W,Single weapon routines Dao (Broadsword),B,USA,Amy GUO,8.53
W,Single weapon routines Dao (Broadsword),B,BRU,Sarah Xue Mae TAN,8.46
W,Single weapon routines Dao (Broadsword),B,BRU,Mae Qi LIM,8.43
W,Single weapon routines Dao (Broadsword),B,MAS,CHOK Xin Hui,8.4
W,Single weapon routines Dao (Broadsword),B,MAC,LEONG I Tong,8.38
W,Single weapon routines Dao (Broadsword),B,POR,Maria NOGUEIRA,8.35
W,Flexible/Soft weapon routines Jiujiebian,C,AIN,Mariia KALUGINA,8.46
