,sex,Form,Group,Rank,Team,Athlete,Score,Remark
1626,W,Single-weapon routines_Gun (Cudgel/Staff),Group A,1,NZL,Ariella Leyao LIUCHEN,7.57,First Prize
1627,W,Single-weapon routines_Gun (Cudgel/Staff),Group A,2,USA,Summer ZHANG,7.46,First Prize
1628,W,Single-weapon routines_Gun (Cudgel/Staff),Group A,3,NZL,Jessica QIAO,7.45,Second Prize
1629,W,Single-weapon routines_Gun (Cudgel/Staff),Group A,4,USA,Ellie SUN,7.41,Second Prize
1630,W,Single-weapon routines_Gun (Cudgel/Staff),Group A,5,MAC,CHAN U Chek,7.35,Third Prize
1631,W,Single-weapon routines_Gun (Cudgel/Staff),Group A,6,USA,Kia FLORES TINDALL,7.29,Third Prize
1632,W,Single-weapon routines_Gun (Cudgel/Staff),Group A,7,USA,Amani FLORES TINDALL,7.26,Third Prize
1633,W,Single/Soft-weapon routines_Others ,Group A,1,SGP,SOH Camille Yu Rou,7.63,First Prize
1634,W,Single/Soft-weapon routines_Others ,Group A,2,USA,Joyce ZHANG,7.58,Second Prize
1635,W,Single/Soft-weapon routines_Others ,Group A,3,USA,Quinn Yiren LIU,7.51,Third Prize
1636,W,Single/Soft-weapon routines_Others ,Group A,4,INA,Raisya Aliya WIBOWO,7.48,Third Prize
1637,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,1,AIN,Kirill-zui BONDARENKO,9.09,Gold
1638,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,2,AIN,Maksim CHESKIDOV,8.93,Silver
1639,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,3,UKR,Maksym ZHARUN,8.89,Bronze
1640,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,4,FRA,Clément VAUDAGNE,8.72,Second Prize
1641,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,5,FRA,Noe BOURDET,8.71,Second Prize
1642,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,6,BRA,Pedro CORREA LEMES,8.7,Third Prize
1643,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,7,POL,Filip Michal PARAFIńSKI,8.62,Third Prize
1644,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,8,USA,Micah JUMAN,8.59,Third Prize
1645,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,9,TUR,Onur OZTURK,8.56,Third Prize
1646,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,10,IND,Rajat Prakash GUPTA,8.47,
1647,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,11,AUS,David HONG,8.43,
1648,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,12,FRA,Alistair HAYOUN EGRETEAU,8.34,
1649,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,13,MEX,Fitzgerald PARAGUAY URETA,8.21,
1650,M,Double-weapon routines_Shuangdao (Double Broadsword) ,Group D,Default,CHN,LIU Zhiyong,NA,
1651,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,1,CHN,ZHENG Guoqing,9.12,First Prize
1652,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,2,GBR,Junayed Ilhan GUVEN,8.97,Second Prize
1653,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,3,AIN,Tikhon NIKITIN,8.91,Second Prize
1654,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,4,NZL,Ethan DE GUZMAN,8.75,Third Prize
1655,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,5,SWE,Ted Fredrik ANDERSSON,8.66,Third Prize
1656,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,6,AIN,Iaroslav SHELUDIAKOV,8.62,Third Prize
1657,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,7,AUS,Blake Charles Richard BROWN,8.55,
1658,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,8,USA,Zihan DO,8.47,
1659,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,9,BRA,Rodrigo DE LIMA DANTAS,8.45,
1660,M,Flexible/Soft-weapon routines_Jiujiebian (Nine Section Whip Chain) ,Group D,Default,USA,Preston LAND,NA,
1661,M,Flexible/Soft-weapon routines_Other routines ,Group D,1,SGP,TEO Chee Wei,8.8,First Prize
1662,M,Flexible/Soft-weapon routines_Other routines ,Group D,2,UKR,Daniil FESHCHENKO,8.71,Second Prize
1663,M,Flexible/Soft-weapon routines_Other routines ,Group D,3,FRA,Alexandre CORDARO,8.67,Second Prize
1664,M,Flexible/Soft-weapon routines_Other routines ,Group D,4,AUS,Timothy James HONDROUDAKIS,8.67,Second Prize
1665,M,Flexible/Soft-weapon routines_Other routines ,Group D,5,USA,Kyle WONG,8.65,Third Prize
1666,M,Flexible/Soft-weapon routines_Other routines ,Group D,6,USA,Aaron KEYS,8.6,Third Prize
1667,M,Flexible/Soft-weapon routines_Other routines ,Group D,7,BRA,Guilherme Henrique SOUZA DE OLIVEIRA,8.55,
1668,M,Flexible/Soft-weapon routines_Other routines ,Group D,8,FRA,Anthony PLAIS,8.54,
1669,M,Flexible/Soft-weapon routines_Other routines ,Group D,9,IND,Kunal SHARMA,8.43,
1670,M,Flexible/Soft-weapon routines_Other routines ,Group D,Default,CHN,WANG Shengrong,NA,
1671,M,Flexible/Soft-weapon routines_Other routines ,Group D,Default,CHN,WANG Chongkai,NA,
1672,M,Flexible/Soft-weapon routines_Other routines ,Group D,Default,CHN,QUMU Yiguo,NA,
1673,M,Single-weapon routines_ Chen Style Taijijian ,Group D,1,HKG,SAT Pak Long,9,Gold
1674,M,Single-weapon routines_ Chen Style Taijijian ,Group D,2,HKG,LEE Tin Lok,8.99,Silver
1675,M,Single-weapon routines_ Chen Style Taijijian ,Group D,3,MAC,LI Shaoyue,8.92,Bronze
1676,M,Single-weapon routines_ Chen Style Taijijian ,Group D,4,INA,Erick Citra LOEIS,8.91,Second Prize
1677,M,Single-weapon routines_ Chen Style Taijijian ,Group D,5,AIN,Andrei SOROKIN,8.84,Second Prize
1678,M,Single-weapon routines_ Chen Style Taijijian ,Group D,6,AIN,Vasilii KISLITSYN,8.76,Third Prize
1679,M,Single-weapon routines_ Chen Style Taijijian ,Group D,7,SGP,LOW Julian,8.74,Third Prize
1680,M,Single-weapon routines_ Chen Style Taijijian ,Group D,8,GEO,Mate KORTKHONJIA,8.71,Third Prize
1681,M,Single-weapon routines_ Chen Style Taijijian ,Group D,9,ITA,Gianluigi BISONI,8.66,Third Prize
1682,M,Single-weapon routines_ Chen Style Taijijian ,Group D,10,FRA,Virgile SICARD,8.59,
1683,M,Single-weapon routines_ Chen Style Taijijian ,Group D,11,MEX,Alan Agustin MARTINEZ GARCIA,8.55,
1684,M,Single-weapon routines_ Chen Style Taijijian ,Group D,12,JPN,KOJIMA Ryuhei,8.48,
1685,M,Single-weapon routines_ Chen Style Taijijian ,Group D,13,NZL,Jichuan LI,8.13,
1686,M,Single-weapon routines_Other Taijijian ,Group D,1,MAC,ZHANG Pok Yui,8.95,First Prize
1687,M,Single-weapon routines_Other Taijijian ,Group D,2,HKG,KWONG Long Yui,8.85,Second Prize
1688,M,Single-weapon routines_Other Taijijian ,Group D,3,HKG,LEUNG Yat Sing,8.84,Second Prize
1689,M,Single-weapon routines_Other Taijijian ,Group D,4,MAC,HAN Soi Wa,8.8,Third Prize
1690,M,Single-weapon routines_Other Taijijian ,Group D,5,AIN,Ivan KRASNOBAEV,8.73,Third Prize
1691,M,Single-weapon routines_Other Taijijian ,Group D,6,EGY,Basel ABDALLA,8.7,Third Prize
1692,M,Single-weapon routines_Other Taijijian ,Group D,7,HKG,WU Guanxi,8.64,
1693,M,Single-weapon routines_Other Taijijian ,Group D,8,IND,Kamal Kumar BORO,8.61,
1694,M,Single-weapon routines_Other Taijijian ,Group D,9,SGP,SNG Wei Liang Davion,8.61,
1695,M,Single-weapon routines_Other Taijijian ,Group D,10,ESP,Mario SIMóN GARCíA,8.52,
1696,M,Single-weapon routines_Other Taijijian ,Group D,Default,AFG,Niknam FAZLURRAHMAN,NA,
1697,M,Single-weapon routines_ Other Taiji weapon ,Group D,1,POR,Salvador GUERREIRO,8.57,First Prize
1698,M,Single-weapon routines_ Other Taiji weapon ,Group D,2,EGY,Moustafa EMISH,8.34,Second Prize
1699,M,Single-weapon routines_ Other Taiji weapon ,Group D,3,USA,Parke BOWMAN,8.31,Third Prize
1700,M,Single-weapon routines_ Other Taiji weapon ,Group D,Default,BRA,Lucas MACHADO FRADE GALATI,NA,
1701,M,Single-weapon routines_ Other Taiji weapon ,Group D,Default,SRI,Anuhas Chandupa Ranaweera IMI ARACHCHILLAGE,NA,
1702,M,Single-weapon routines_ Other Taiji weapon ,Group D,Default,IND,Arkeshwar MEDATWAL,NA,
1703,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,1,AIN,Aksiniia SHCHUKINA,8.94,Gold
1704,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,2,JPN,ODAGIRI Emi,8.86,Silver
1705,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,3,TUR,Elif AKYUZ,8.86,Bronze
1706,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,4,UKR,Alina KRYSKO,8.77,Second Prize
1707,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,5,BRA,Brenda SILVA DOS SANTOS,8.65,Second Prize
1708,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,6,CAN,Susanna NG,8.61,Third Prize
1709,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,7,IND,Shreya KUMARI,8.6,Third Prize
1710,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,8,MEX,Karime Janet MORALES CASAS,8.58,Third Prize
1711,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,9,FRA,Laetitia TAN,8.57,Third Prize
1712,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,10,AUT,Julia LINERT,8.57,
1713,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,11,MEX,Diana Lizeth MEDRANO MENDOZA,8.52,
1714,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,12,AUS,Jian Yi KOO,8.21,
1715,W,Double-weapon routines_Shuangjian (Double Straight Sword) ,Group D,Default,USA,Ailani CASTILLA,NA,
1716,W,Flexible/Soft-weapon routines ,Group D,1,HKG,LAU Po Yan,8.85,First Prize
1717,W,Flexible/Soft-weapon routines ,Group D,2,ITA,Elisabetta SIRTO,8.78,Second Prize
1718,W,Flexible/Soft-weapon routines ,Group D,3,ROU,Denisa Ruxandra ANASTASIU,8.68,Second Prize
1719,W,Flexible/Soft-weapon routines ,Group D,4,IND,Bala Harshini DINESH KUMAR,8.68,Third Prize
1720,W,Flexible/Soft-weapon routines ,Group D,5,POL,Magda Krystyna SKIBA,8.62,Third Prize
1721,W,Flexible/Soft-weapon routines ,Group D,6,GRE,Isidora PAPACHRISTOU,8.62,Third Prize
1722,W,Flexible/Soft-weapon routines ,Group D,7,BEL,DOEHAERD Yuna,8.56,
1723,W,Single-weapon routines_Shanzi (Fan) ,Group D,1,EGY,Jana Emad Mohamed Mostafa,8.82,First Prize
1724,W,Single-weapon routines_Shanzi (Fan) ,Group D,2,TUR,Ecrin COKHAMUR,8.78,First Prize
1725,W,Single-weapon routines_Shanzi (Fan) ,Group D,3,MEX,Michelle MENA TORRES,8.69,Second Prize
1726,W,Single-weapon routines_Shanzi (Fan) ,Group D,4,HUN,Eniko VIZI,8.68,Second Prize
1727,W,Single-weapon routines_Shanzi (Fan) ,Group D,5,MEX,Grace Guadalupe DE LA ROSA LIRA,8.67,Second Prize
1728,W,Single-weapon routines_Shanzi (Fan) ,Group D,6,HUN,Dóra Tímea HORVáTH,8.6,Third Prize
1729,W,Single-weapon routines_Shanzi (Fan) ,Group D,7,POR,Beatriz PINHO,8.56,Third Prize
1730,W,Single-weapon routines_Shanzi (Fan) ,Group D,8,GBR,Tyra Ruqaiyah EDWARDS-WALKER,8.46,Third Prize
1731,W,Single-weapon routines_Shanzi (Fan) ,Group D,9,AUS,Veronica FUNG,8.26,Third Prize
1732,W,Single-weapon routines_Shanzi (Fan) ,Group D,10,NED,Lyly Diep TRAN,8.23,
1733,W,Single-weapon routines_Shanzi (Fan) ,Group D,11,USA,Li Ying LU,8.17,
1734,W,Single-weapon routines_Shanzi (Fan) ,Group D,Default,ESP,Alba NInO GONZALEZ,NA,
1735,W,Single-weapon routines_Taijishan ,Group D,1,SGP,TAY Kai Xin Ranice,8.96,First Prize
1736,W,Single-weapon routines_Taijishan ,Group D,2,AIN,Anastasiia DEEVA,8.87,Second Prize
1737,W,Single-weapon routines_Taijishan ,Group D,3,AIN,Alena KONEVA,8.73,Second Prize
1738,W,Single-weapon routines_Taijishan ,Group D,4,FRA,Flora POINT,8.61,Third Prize
1739,W,Single-weapon routines_Taijishan ,Group D,5,GEO,Niia CHKHAIDZE,8.59,Third Prize
1740,W,Single-weapon routines_Taijishan ,Group D,6,FRA,Nina NGUYEN,8.52,Third Prize
1741,W,Single-weapon routines_Taijishan ,Group D,7,RSA,Jessica Milissa JACOBS,8.44,
1742,W,Single-weapon routines_ Chen Style Taijijian ,Group E,1,GEO,Maka GABESKIRIA,8.83,First Prize
1743,W,Single-weapon routines_ Chen Style Taijijian ,Group E,2,SGP,NG Chiew Yen,8.74,Second Prize
1744,W,Single-weapon routines_ Chen Style Taijijian ,Group E,3,USA,Michelle BENSI,8.66,Second Prize
1745,W,Single-weapon routines_ Chen Style Taijijian ,Group E,4,MEX,Miriam Ocotlan MACEDA ROCHA,8.6,Third Prize
1746,W,Single-weapon routines_ Chen Style Taijijian ,Group E,5,MEX,Elizabeth GARCIA MARTINEZ,8.57,Third Prize
1747,W,Single-weapon routines_ Chen Style Taijijian ,Group E,6,USA,Annie Laurie CATES,8.49,Third Prize
1748,W,Single-weapon routines_ Chen Style Taijijian ,Group E,7,KAZ,Tatyana BORTA,8.46,
1749,W,Single-weapon routines_ Chen Style Taijijian ,Group E,8,BUL,Antoniya STOYANOVA,8.38,
1750,W,Single-weapon routines_ Chen Style Taijijian ,Group E,9,BUL,Nataliya TRIFONOVA,8.36,
1751,W,Single-weapon routines_ Chen Style Taijijian ,Group E,Default,CHN,ZHENG Caixia,NA,
1752,W,Single-weapon routines_Yang Style Taijijian ,Group E,1,KAZ,Tatyana ZHIGALKINA,8.62,First Prize
1753,W,Single-weapon routines_Yang Style Taijijian ,Group E,2,CAN,Siaw Kin Agnes LEE,8.61,Second Prize
1754,W,Single-weapon routines_Yang Style Taijijian ,Group E,3,MAC,MA Wai Soi,8.6,Second Prize
1755,W,Single-weapon routines_Yang Style Taijijian ,Group E,4,HKG,NG Lai Ling Maggie,8.54,Third Prize
1756,W,Single-weapon routines_Yang Style Taijijian ,Group E,5,HKG,YU Li,8.5,Third Prize
1757,W,Single-weapon routines_Yang Style Taijijian ,Group E,6,HKG,WONG Tak Wing Teresa,8.47,Third Prize
1758,W,Single-weapon routines_Yang Style Taijijian ,Group E,7,HKG,YU Suk Fei,8.4,
1759,W,Single-weapon routines_Yang Style Taijijian ,Group E,8,HKG,WONG Yin Ling Elaine,8.39,
1760,W,Single-weapon routines_Yang Style Taijijian ,Group E,9,HKG,WAN Sin Pui,8.37,
1761,W,Single-weapon routines_Yang Style Taijijian ,Group E,10,HKG,CHAN Hung Regina,8.33,
1762,W,Single-weapon routines_Yang Style Taijijian ,Group E,Default,AUS,Ling Meng KOO,NA,
1763,W,Single-weapon routines_42-posture Taijijian ,Group E,1,HKG,WONG Wing Yan Josephine,8.78,First Prize
1764,W,Single-weapon routines_42-posture Taijijian ,Group E,2,USA,Jie GU,8.75,Second Prize
1765,W,Single-weapon routines_42-posture Taijijian ,Group E,3,HKG,FUJITA Makiko,8.62,Second Prize
1766,W,Single-weapon routines_42-posture Taijijian ,Group E,4,AUT,Maryse Suzanne VALIN-LINERT,8.6,Third Prize
1767,W,Single-weapon routines_42-posture Taijijian ,Group E,5,JPN,KAMBARA Yumi,8.59,Third Prize
1768,W,Single-weapon routines_42-posture Taijijian ,Group E,6,USA,Qiong LI,8.57,Third Prize
1769,W,Single-weapon routines_42-posture Taijijian ,Group E,7,CAN,ZHANG Chunying,8.56,
1770,W,Single-weapon routines_ Other Taiji weapon ,Group E,1,SGP,CHEN Shanli,8.76,First Prize
1771,W,Single-weapon routines_ Other Taiji weapon ,Group E,2,MAC,LEI Sut Keng,8.71,First Prize
1772,W,Single-weapon routines_ Other Taiji weapon ,Group E,3,JPN,ONO Kimiyo,8.6,Second Prize
1773,W,Single-weapon routines_ Other Taiji weapon ,Group E,4,LAT,Laura BURAKA,8.59,Second Prize
1774,W,Single-weapon routines_ Other Taiji weapon ,Group E,5,USA,Jennifer WEITZ,8.56,Second Prize
1775,W,Single-weapon routines_ Other Taiji weapon ,Group E,6,USA,Sally KIDWELL,8.51,Third Prize
1776,W,Single-weapon routines_ Other Taiji weapon ,Group E,7,USA,Xia CHEN,8.47,Third Prize
1777,W,Single-weapon routines_ Other Taiji weapon ,Group E,8,USA,Katerina PLSKOVA,8.45,Third Prize
1778,W,Single-weapon routines_ Other Taiji weapon ,Group E,9,JPN,IWAMOTO Tamami,8.42,Third Prize
1779,W,Single-weapon routines_ Other Taiji weapon ,Group E,10,MEX,Kitzia Mercedes ARIAS CAMPOS,8.34,
1780,W,Single-weapon routines_ Other Taiji weapon ,Group E,11,GRE,Sofia ZISI,8.21,
1781,W,Single-weapon routines_ Other Taiji weapon ,Group E,Default,CAN,Siaw Kin Agnes LEE,NA,
1782,W,Single-weapon routines_shanzi ,Group E,1,BRA,Paula AMIDANI SOARES DE AZEVEDO,8.71,First Prize
1783,W,Single-weapon routines_shanzi ,Group E,2,INA,Kris DAYANTI,8.68,Second Prize
1784,W,Single-weapon routines_shanzi ,Group E,3,INA,Ivonny BUDIONO,8.58,Second Prize
1785,W,Single-weapon routines_shanzi ,Group E,4,HUN,Mária ARUTYUNJAN,8.55,Third Prize
1786,W,Single-weapon routines_shanzi ,Group E,5,INA,Lina SANTOSO,8.4,Third Prize
1787,W,Single-weapon routines_shanzi ,Group E,6,BRA,Nina ROMANO CARDOSO SILVESTRE,8.36,
1788,W,Single-weapon routines_Taijishan ,Group E,1,USA,Fong ZHANG,8.85,First Prize
1789,W,Single-weapon routines_Taijishan ,Group E,2,USA,Peikai WANG,8.57,Second Prize
1790,W,Single-weapon routines_Taijishan ,Group E,3,USA,Shaoping WANG,8.55,Second Prize
1791,W,Single-weapon routines_Taijishan ,Group E,4,KGZ,Liubov SERIAKOVA,8.52,Third Prize
1792,W,Single-weapon routines_Taijishan ,Group E,5,POR,Mariana LOPES,8.49,Third Prize
1793,W,Single-weapon routines_Taijishan ,Group E,6,FRA,Yue DU QIAN,8.48,Third Prize
1794,W,Single-weapon routines_Taijishan ,Group E,7,FRA,Sophie FOUCHER,8.46,
1795,M,Single-weapon routines_ Taiji weapon ,Group A,1,CAN,Jinrong Jayden ZHANG,7.76,First Prize
1796,M,Single-weapon routines_ Taiji weapon ,Group A,2,BRU,Samuel Yong Jun ONG,7.6,First Prize
1797,M,Single-weapon routines_ Taiji weapon ,Group A,3,CAN,Yiyuan Jonathan ZHANG,7.58,Second Prize
1798,M,Single-weapon routines_ Taiji weapon ,Group A,4,USA,Henry Mengxuan HE,7.36,Second Prize
1799,M,Single-weapon routines_ Taiji weapon ,Group A,5,USA,Micah YU,7.35,Third Prize
1800,M,Single-weapon routines_ Taiji weapon ,Group A,6,USA,Brendan HOANG,7.23,Third Prize
1801,M,Single-weapon routines_ Taiji weapon ,Group A,Default,AFG,Eshaqi HAMMAD TAHA,NA,
1802,M,Single-weapon routines_Taiji weapon ,Group B,1,CAN,Junchen YANG,8.68,First Prize
1803,M,Single-weapon routines_Taiji weapon ,Group B,2,HKG,WONG Yu Chit,8.62,Second Prize
1804,M,Single-weapon routines_Taiji weapon ,Group B,3,USA,Albert LIU,8.6,Second Prize
1805,M,Single-weapon routines_Taiji weapon ,Group B,4,NZL,Oliver QIAO,8.5,Third Prize
1806,M,Single-weapon routines_Taiji weapon ,Group B,5,MAS,WONG Yew Shen,8.47,Third Prize
1807,M,Single-weapon routines_Taiji weapon ,Group B,6,NZL,HUANG Ziyi,8.41,Third Prize
1808,M,Single-weapon routines_Taiji weapon ,Group B,7,HKG,LEUNG Jonas Ka Fuk,8.36,
1809,M,Single-weapon routines_Taiji weapon ,Group B,8,ROU,Alexandru UDISTEANU ASLAN,8.25,
1810,M,Single-weapon routines_Taiji weapon ,Group B,9,HUN,Bence VIDA,8.21,
1811,M,Single-weapon routines_Taiji weapon ,Group B,10,EGY,Mohamed SHALABI,8.21,
1812,M,Single-weapon routines_Other routines ,Group F,1,SGP,KWAN Siew Hung,8.75,First Prize
1813,M,Single-weapon routines_Other routines ,Group F,2,JPN,OTAKA Kazuhiko,8.69,First Prize
1814,M,Single-weapon routines_Other routines ,Group F,3,POR,Alcino CUNHA,8.66,First Prize
1815,M,Single-weapon routines_Other routines ,Group F,4,RSA,Allan Jonathan HACKNER,8.6,Second Prize
1816,M,Single-weapon routines_Other routines ,Group F,5,USA,Ebert KAN,8.56,Second Prize
1817,M,Single-weapon routines_Other routines ,Group F,6,USA,Jeffrey REXFORD,8.46,Second Prize
1818,M,Single-weapon routines_Other routines ,Group F,7,BRA,Roberto DOS SANTOS DE OLIVEIRA,8.45,Third Prize
1819,M,Single-weapon routines_Other routines ,Group F,8,USA,John JOSEPHSON,8.45,Third Prize
1820,M,Single-weapon routines_Other routines ,Group F,9,KGZ,Evgenii LOPATKIN,8.43,Third Prize
1821,M,Single-weapon routines_Other routines ,Group F,10,HUN,Mihály József KOSZOGOVITS,8.37,Third Prize
1822,M,Single-weapon routines_Other routines ,Group F,11,JPN,FUKUNISHI Tadashi,8.32,
1823,M,Single-weapon routines_Other routines ,Group F,Default,ARG,Claudio Walter SCHUMPERLI,NA,
1824,M,Single-weapon routines_Other routines ,Group F,Default,CHN,XU Yuhuan,NA,
1825,M,Single-weapon routines -Other routines ,Group B,1,USA,Ethan CHAN,8.5,First Prize
1826,M,Single-weapon routines -Other routines ,Group B,2,AUS,Ashton Tsz Pui CHAN,8.45,Second Prize
1827,M,Single-weapon routines -Other routines ,Group B,3,USA,Jared ARROYO,8.42,Second Prize
1828,M,Single-weapon routines -Other routines ,Group B,4,USA,Eric CHENG,8.4,Third Prize
1829,M,Single-weapon routines -Other routines ,Group B,5,CAN,Jixiang YU,8.35,Third Prize
1830,M,Single-weapon routines -Other routines ,Group B,6,USA,Theodore WONG,8.34,Third Prize
1831,M,Single-weapon routines -Other routines ,Group B,7,EGY,Taha SHARABIA,8.25,
1832,W,Single-weapon routines_Qiang (Spear) ,Group B,1,USA,Winifred Zhen Ping LI,8.7,First Prize
1833,W,Single-weapon routines_Qiang (Spear) ,Group B,2,HKG,NAGY Seleney Simone,8.66,Second Prize
1834,W,Single-weapon routines_Qiang (Spear) ,Group B,3,AUS,Larissa Tiffany Yongyan CHOI,8.55,Second Prize
1835,W,Single-weapon routines_Qiang (Spear) ,Group B,4,NZL,Yihang LI,8.5,Third Prize
1836,W,Single-weapon routines_Qiang (Spear) ,Group B,5,CAN,LI Wanglan,8.35,Third Prize
1837,W,Single-weapon routines_Qiang (Spear) ,Group B,6,ARG,Julieta Agustina ALABARCE MIRANDA,8.26,
1838,W,Single-weapon routines_Dao (Broadsword) ,Group B,1,HKG,TANG Ching Wan,8.58,First Prize
1839,W,Single-weapon routines_Dao (Broadsword) ,Group B,2,KAZ,Stanislava BELONOGOVA,8.56,Second Prize
1840,W,Single-weapon routines_Dao (Broadsword) ,Group B,3,USA,Amy GUO,8.53,Second Prize
1841,W,Single-weapon routines_Dao (Broadsword) ,Group B,4,BRU,Sarah Xue Mae TAN,8.46,Third Prize
1842,W,Single-weapon routines_Dao (Broadsword) ,Group B,5,BRU,Mae Qi LIM,8.43,Third Prize
1843,W,Single-weapon routines_Dao (Broadsword) ,Group B,6,MAS,CHOK Xin Hui,8.4,Third Prize
1844,W,Single-weapon routines_Dao (Broadsword) ,Group B,7,MAC,LEONG I Tong,8.38,
1845,W,Single-weapon routines_Dao (Broadsword) ,Group B,8,POR,Maria NOGUEIRA,8.35,
1846,W,Flexible/Soft-weapon routines_Jiujiebian ,Group C,1,AIN,Mariia KALUGINA,8.46,First Prize
1847,W,Flexible/Soft-weapon routines_Jiujiebian ,Group C,2,USA,Sofia CHERKASOVA,8.45,Second Prize
1848,W,Single-weapon routines_Other routines ,Group F,1,USA,Xiaoan WANG,8.48,First Prize
1849,W,Single-weapon routines_Other routines ,Group F,2,FRA,Consiglia CIABURRI,8.4,Second Prize
1850,W,Single-weapon routines_Other routines ,Group F,Default,AUS,Cheng Choo Khoo,NA,
1851,M,Double-weapon routines ,Group B,1,AIN,Victor KHREMUCHKOV,8.62,First Prize
1852,M,Double-weapon routines ,Group B,2,HKG,HE Dragon,8.57,First Prize
1853,M,Double-weapon routines ,Group B,3,SGP,WENG Linxu,8.5,Second Prize
1854,M,Double-weapon routines ,Group B,4,USA,Timothy TAFF,8.5,Second Prize
1855,M,Double-weapon routines ,Group B,5,USA,Jayden CANDRA,8.46,Second Prize
1856,M,Double-weapon routines ,Group B,6,FRA,Aaron COHEN,8.45,Third Prize
1857,M,Double-weapon routines ,Group B,7,USA,Nathan CHAN,8.41,Third Prize
1858,M,Double-weapon routines ,Group B,8,MAC,CHEOK Wa Weng,8.39,Third Prize
1859,M,Double-weapon routines ,Group B,9,USA,Aaron PINEDO,8.37,Third Prize
1860,M,Double-weapon routines ,Group B,10,USA,Brayden ROLDAN,8.36,
1861,M,Double-weapon routines ,Group B,11,FRA,Andrej DENIC,8.26,
1862,M,Single-weapon routines_Pudao/Dadao ,Group B,1,LAT,Mihails FISKISS,8.45,First Prize
1863,M,Single-weapon routines_Pudao/Dadao ,Group B,2,MEX,Bruno Armando DELGADO HOLGUIN,8.42,Second Prize
1864,M,Single-weapon routines_Pudao/Dadao ,Group B,3,USA,Adam CHAI,8.41,Second Prize
1865,M,Single-weapon routines_Pudao/Dadao ,Group B,4,USA,Ethan YUE,8.38,Third Prize
1866,M,Single-weapon routines_Pudao/Dadao ,Group B,5,EGY,Sif SALAMA,8.32,Third Prize
1867,M,Single-weapon routines_Pudao/Dadao ,Group B,6,USA,Alphard SHI,8.3,Third Prize
1868,M,Single-weapon routines_Pudao/Dadao ,Group B,7,CAN,Michael Yujia HAO,8.28,
1869,M,Single-weapon routines_Pudao/Dadao ,Group B,8,EGY,Karim GEBRIL,8.2,
1870,M,Single-weapon routines_Pudao/Dadao ,Group B,Default,HKG,HO Yau Tong Princeton,NA,
1871,W,weapon -Other routines ,Group A,1,USA,Anya AN,7.61,First Prize
1872,W,weapon -Other routines ,Group A,2,USA,Emina JIAN,7.55,First Prize
1873,W,weapon -Other routines ,Group A,3,USA,Florence Linh Lan KYI,7.53,Second Prize
1874,W,weapon -Other routines ,Group A,4,USA,Angelina YU,7.5,Second Prize
1875,W,weapon -Other routines ,Group A,5,HKG,FENG Yik Man,7.44,Third Prize
1876,W,weapon -Other routines ,Group A,6,HKG,XIA Wan Zhi Grace,7.43,Third Prize
1877,W,weapon -Other routines ,Group A,7,USA,Angela WONG,7.41,Third Prize
1878,W,weapon -Other routines ,Group A,8,USA,Madelyn WANG,7.36,
1879,W,weapon -Other routines ,Group A,Default,USA,Mochen Jasmine LI,NA,
