fighter_name,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birthyear,height_inches
Teruto Ishihara,135,69,Southpaw,3.26,44,3.63,53,0.5,16,30,0,1991,67
Damir Ismagulov,155,70,Orthodox,3.76,43,1.87,69,1.67,31,100,0,1991,69
Leandro Issa,135,69,Orthodox,2.08,37,3.17,58,2.38,22,50,1.2,1983,67
Anthony Ivy,185,74,Orthodox,2.5,42,4.57,51,4.69,20,100,0,1990,74
Blagoy Ivanov,250,73,Southpaw,3.32,40,4.15,54,1.06,54,75,0.2,1986,71
Yves Jabouin,135,68,Orthodox,3.06,41,2.93,62,1.94,60,82,0.1,1979,67
Quinton Jackson,205,73,Orthodox,3.25,54,2.51,55,1.52,56,73,0.1,1978,73
Jason Jackson,170,78,Orthodox,2.24,48,1.31,56,0,0,0,0,1990,73
Damon Jackson,145,71,Switch,2.46,35,3.63,45,1.14,20,35,2.7,1988,71
Montel Jackson,135,75,Southpaw,3.77,55,1.5,56,4.15,77,66,0.2,1992,70
Dustin Jacoby,205,76,Orthodox,3.68,46,2.94,61,0.22,100,70,0,1988,75
Ryan Janes,185,76,Orthodox,7.69,48,5.53,59,0.35,100,58,0,1981,75
Virna Jandiroba,115,64,Orthodox,2.39,46,3.08,54,3.16,53,73,2,1988,63
Dave Jansen,155,73,Orthodox,2.94,33,3.67,58,2.79,28,38,0.9,1979,69
Keith Jardine,185,76,Orthodox,3.25,36,2.98,59,1.18,45,62,0.7,1975,74
Justin Jaynes,155,68,Orthodox,3.58,42,6.49,58,0,0,33,0.6,1989,67
Rony Jason,145,73,Orthodox,2.04,44,3.14,53,0.59,30,36,0.8,1984,67
Joanna Jedrzejczyk,115,65,Orthodox,6.3,48,3.08,64,0.28,62,81,0.1,1987,66
Aaron Jeffery,185,74,Orthodox,6.21,84,4.14,39,0,0,75,0,1992,74
Ryan Jensen,185,76,Orthodox,2.84,39,2.99,59,1.55,50,31,1.9,1977,73
Carls John De Tomas,125,71,Southpaw,1.74,37,3.93,44,1.37,33,66,0,1996,65
Sung Bin Jo,145,72,Orthodox,1.4,33,2.67,51,1,33,83,1,1992,72
Brett Johns,135,71,Orthodox,2.86,49,3.84,53,4.92,49,58,1,1992,67
Miles Johns,135,66,Orthodox,3.33,48,2.42,68,1.21,30,87,0,1994,67
DaMarques Johnson,170,75,Orthodox,2.11,37,3.75,51,1.18,55,19,0.7,1982,73
Lavar Johnson,240,82,Orthodox,5.39,55,2.54,55,0.61,66,54,0.6,1977,76
Ryan Jimmo,205,73,Orthodox,3.12,66,2.77,46,0.45,28,87,0,1981,73
Kajan Johnson,155,75,Orthodox,2.47,42,1.59,64,1.54,37,62,0.2,1984,71
Demetrious Johnson,125,66,Orthodox,3.43,54,1.66,67,3.35,56,65,0.5,1986,63
Michael Johnson,155,73,Southpaw,4.21,38,3.82,58,0.49,45,77,0.1,1986,70
Timothy Johnson,265,77,Southpaw,3.43,45,3.08,44,1.09,24,69,0,1985,75
Jordan Johnson,205,79,Orthodox,3.45,47,2.64,53,3.25,42,100,1.2,1988,74
Taylor Johnson,185,74,Switch,5.09,60,1.13,33,8.49,100,100,0,1990,72
Anthony Johnson,205,78,Orthodox,3.25,47,1.83,60,2.43,57,77,0.6,1984,74
Jose Johnson,135,72,Orthodox,1,46,1.87,51,0,0,29,0,1995,72
Chad Johnson,230,80,Orthodox,5.92,68,7.8,40,0,0,0,0,1986,74
Daniel Jolly,205,75,Orthodox,1.32,46,3.39,44,2.83,33,50,0,1984,73
Liana Jojua,125,62,Orthodox,2.53,39,4.86,48,1.49,66,50,2.2,1995,64
Jon Jones,205,84,Orthodox,4.3,57,2.22,64,1.85,44,95,0.4,1987,76
Jamelle Jones,205,75,Orthodox,1.78,80,3.11,65,0,0,0,0,1988,72
Trevin Jones,140,70,Southpaw,3.84,61,6.81,35,1.17,20,0,0,1990,67
Jocelyn Jones-Lybarger,115,64,Orthodox,2.96,31,4.83,56,0.34,25,81,0,1985,67
Shawn Jordan,260,75,Southpaw,2.87,50,3.3,47,1.97,38,76,0.1,1984,72
Ivan Jorge,155,73,Orthodox,3.41,49,2.91,59,1.56,16,75,0.6,1980,69
Scott Jorgensen,135,66,Orthodox,3.37,40,3.41,65,2.61,45,59,0.7,1982,65
Krzysztof Jotko,185,77,Southpaw,2.98,45,1.9,58,1.27,35,87,0.1,1989,73
Alan Jouban,170,73,Southpaw,5.67,50,3.77,60,0.51,44,58,0.3,1981,72
Charles Jourdain,145,69,Switch,4.79,45,4.11,61,0,0,47,0.7,1995,69
Dustin Joynson,244,78,Orthodox,3.28,53,5.63,47,0,0,0,0,1985,78
Luke Jumeau,170,72,Orthodox,2.93,43,3.17,58,0.25,100,86,0,1988,71
Chan Sung Jung,145,72,Orthodox,4.15,41,4.01,56,0.62,41,75,0.5,1987,67
Da-Un Jung,205,78,Orthodox,5.06,43,5.38,55,0,0,83,0.5,1993,76
Myles Jury,145,73,Orthodox,2.94,42,2.16,66,2.16,55,50,0.3,1988,70
Cristiane Justino,145,68,Orthodox,7.28,52,2.25,64,0.66,55,94,0.4,1985,68
Kai Kamaka,145,69,Orthodox,6.58,60,6.74,49,3.68,75,37,0.6,1995,67
Martin Kampmann,170,72,Orthodox,3.22,42,3.28,62,1.86,41,78,2,1982,72
Masanori Kanehara,135,67,Orthodox,1.88,49,1.63,62,1.44,50,63,0.9,1982,67
Kyung Ho Kang,135,73,Orthodox,2.52,44,2.43,58,2.53,59,71,1.1,1987,69
Bharat Kandare,135,72,Orthodox,0.7,10,1.88,72,0,0,0,0,1987,67
Denis Kang,185,77,Orthodox,2.27,35,1.65,67,2.51,65,38,1.2,1977,71
Manel Kape,125,68,Southpaw,3.67,45,4.3,48,1,28,80,0,1993,65
Impa Kasanganay,185,75,Orthodox,5.36,49,3.52,60,1.44,83,63,0,1994,71
Kai Kara-France,125,69,Orthodox,5.02,39,3.84,66,0.53,23,86,0,1993,64
Alex Karalexis,155,66,Orthodox,2.57,42,2.39,54,2.7,45,86,0.9,1977,68
Nadia Kassem,125,66,Southpaw,3.13,41,4.48,48,0.46,33,40,2.8,1995,65
Brad Katona,135,64,Orthodox,3.33,51,2.98,57,1.25,22,47,0,1991,66
Calvin Kattar,145,72,Orthodox,5.07,42,8.16,50,0.37,30,89,0,1988,71
Sarah Kaufman,135,66,Orthodox,6.65,46,4,62,0.38,57,81,0,1985,65
Tatsuya Kawajiri,145,69,Orthodox,2.04,44,2.01,50,3.63,48,63,1.1,1978,67
Brian Kelleher,145,66,Switch,3.92,39,5.47,53,1,25,59,0.7,1986,66
Chris Kelades,125,68,Orthodox,2.4,43,2.64,48,1.04,18,53,0.3,1981,67
Jeremy Kennedy,145,71,Orthodox,2.22,46,2.58,47,5.73,52,66,0,1992,71
Tony Kelley,135,70,Switch,4.57,47,4.77,43,0,0,50,2,1987,69
Daniel Kelly,185,70,Southpaw,3.62,38,4.64,61,1.86,34,78,0.3,1977,72
Paul Kelly,155,70,Orthodox,3.22,37,2.61,59,1.34,60,30,1.5,1984,69
Tim Kennedy,185,74,Orthodox,2.78,47,1.84,62,2.58,35,70,0.7,1979,71
Casey Kenney,140,68,Southpaw,4.81,42,4.3,59,1.1,39,59,0.5,1991,67
Will Kerr,155,69,Orthodox,1.91,42,6.22,33,0,0,0,14.3,1982,70
Sergey Khandozhko,170,74,Orthodox,2.83,42,1.7,60,0.5,16,64,0,1992,73
Rustam Khabilov,155,73,Orthodox,1.98,34,2.16,65,3.95,41,61,0.1,1986,68
Alfred Khashakyan,135,70,Orthodox,6.14,42,6.38,40,3.54,25,0,0,1988,68
Aliaskhab Khizriev,185,74,Southpaw,6,83,3.6,66,18,50,0,18,1990,69
Katsunori Kikuno,145,66,Orthodox,2.64,40,2.47,61,1.88,75,76,0.8,1981,68
Jacob Kilburn,145,72,Orthodox,2.56,33,6.78,35,0.51,5,20,0.5,1995,69
Pannie Kianzad,135,66,Orthodox,5.14,49,3.62,57,0.22,14,83,0.2,1991,67
Dong Hyun Kim,170,76,Southpaw,2.12,49,1.89,58,2.93,43,71,0.6,1981,74
Ji Yeon Kim,125,72,Orthodox,4.5,34,4.94,57,0,0,42,0,1989,67
Jeremy Kimball,205,72,Switch,2.81,46,3.84,49,1.41,20,50,0,1991,72
Dustin Kimura,135,71,Orthodox,1.33,21,3.82,51,0.93,37,50,2.2,1989,67
Rob Kimmons,185,73,Orthodox,1.86,48,4.79,38,2.08,46,25,2.4,1981,70
Kamuela Kirk,145,75,Switch,5.31,57,12.25,21,2.89,40,100,0,1994,70
Kyle Kingsbury,205,79,Orthodox,2.97,40,3.81,51,2.64,41,52,0,1982,76
Justine Kish,125,64,Orthodox,4.65,48,4.62,59,1.01,35,55,0.2,1988,65
Ludovit Klein,155,72,Southpaw,7.11,69,3.16,42,0,0,0,0,1995,67
Drakkar Klose,155,70,Orthodox,3.89,53,3.64,53,1.56,30,68,0,1988,69
William Knight,205,73,Orthodox,4.69,76,2.88,33,3.76,66,63,0.5,1988,70
Jason Knight,145,71,Orthodox,2.95,33,3.02,51,1.31,31,47,1.7,1992,70
Erik Koch,170,71,Southpaw,2.33,42,2.82,47,1.02,42,81,1,1988,70
Syuri Kondo,115,66,Orthodox,5.4,44,7.22,58,0,0,83,0.3,1989,64
Cheick Kongo,240,82,Orthodox,3.33,56,1.28,54,2.3,56,52,0.2,1975,76
Roman Kopylov,185,75,Southpaw,2.64,38,3.07,63,0,0,66,0,1991,72
Naoyuki Kotani,155,66,Southpaw,1.02,31,2.89,50,0.83,16,46,0.8,1981,68
Josh Koscheck,170,73,Orthodox,1.79,36,2.27,63,2.46,48,64,0.4,1977,70
Karolina Kowalkiewicz,115,64,Orthodox,5.27,39,5.65,56,0.1,12,75,0.1,1985,63
Derrick Krantz,170,72,Orthodox,2.07,37,4.03,50,3.18,50,0,0.8,1988,70
James Krause,170,73,Orthodox,4.79,49,4.11,61,0.96,18,59,0.9,1986,74
Nikita Krylov,205,77,Orthodox,4.33,56,2.52,43,1.34,33,55,1.3,1992,75
Mariusz Ksiazkiewicz,185,75,Southpaw,0.93,45,3.4,39,4,100,0,2,1989,75
Anton Kuivanen,155,72,Orthodox,2.27,38,1.63,67,1.2,100,71,0.4,1984,68
Aleksei Kunchenko,170,70,Orthodox,3.67,44,2.83,63,0.25,33,80,0,1984,68
Michael Kuiper,185,73,Orthodox,3.28,54,3.62,54,2.3,55,79,0,1989,72
Kiichi Kunimoto,170,71,Orthodox,1.87,44,3.92,41,1.59,20,28,0.3,1981,70
Yana Kunitskaya,135,68,Orthodox,4.22,57,2.62,51,1.62,53,50,0.2,1989,66
Korey Kuppe,170,77,Switch,0.73,73,1.33,31,0,0,69,1,1989,77
Ramazan Kuramagomedov,170,73,Orthodox,11.67,67,9.13,54,1,14,0,0,1996,73
Guram Kutateladze,155,72,Orthodox,2.47,43,3.47,58,0,0,68,0,1992,71
Mike Kyle,205,77,Orthodox,3.93,51,3.35,49,1.33,62,50,0.8,1980,76
Ryan LaFlare,170,74,Southpaw,2.89,40,1.86,63,2.13,44,58,0.2,1983,73
Aspen Ladd,135,66,Orthodox,5.22,55,4.84,46,2.45,75,66,1.2,1995,66
Noad Lahat,145,69,Orthodox,2.79,46,1.47,63,2.37,26,16,2.4,1984,69
Jason Lambert,185,75,Orthodox,3.21,58,1.84,50,1.35,36,28,2.4,1975,75
Ricardo Lamas,145,71,Orthodox,3.13,47,2.87,57,1.84,33,46,0.9,1982,68
Nate Landwehr,145,72,Orthodox,7.02,50,7.67,51,0,0,85,0,1988,69
Chad Laprise,170,71,Orthodox,4.78,42,3.59,65,1.05,54,78,0,1986,70
Taylor Lapilus,135,73,Southpaw,3.77,45,2,61,0.58,40,81,0.6,1992,66
TJ Laramie,145,66,Orthodox,2.73,51,3.24,26,2.56,50,0,0,1997,66
Lina Lansberg,135,65,Orthodox,2.76,57,3.7,44,0.71,33,50,0.1,1982,67
Jeremy Larsen,145,70,Orthodox,4.87,48,5.75,57,2.49,33,0,0,1984,70
Bobby Lashley,255,78,Orthodox,3.1,63,0.76,63,11.47,70,0,0,1976,75
Brock Larson,170,71,Southpaw,1.39,46,1.5,55,2.67,34,43,2,1977,71
Ilir Latifi,205,73,Orthodox,2.01,40,2.84,56,2.02,32,100,0.4,1983,70
Jenel Lausa,125,68,Orthodox,1.44,42,3.53,53,0.55,66,51,0.8,1988,65
Joe Lauzon,155,71,Orthodox,2.84,39,5.39,54,2.39,45,54,2,1984,70
Muhammed Lawal,205,78,Southpaw,3.79,52,1.61,66,5.96,75,87,0,1981,72
Tom Lawlor,205,74,Southpaw,2.5,42,2.41,60,2.46,32,57,1.4,1983,72
Justin Lawrence,145,67,Orthodox,3.84,35,2.83,67,0.72,28,73,0,1990,68
Lance Lawrence,145,74,Orthodox,5.87,50,9.8,24,1,100,50,0,1993,73
Robbie Lawler,170,74,Southpaw,3.5,45,4.16,60,0.68,64,64,0,1982,71
Lorenz Larkin,170,72,Orthodox,3.53,46,2.74,63,0.27,42,79,0.1,1986,71
Ronnie Lawrence,135,68,Switch,3.8,58,1.09,61,10.86,76,100,0.5,1992,68
Valmir Lazaro,155,73,Orthodox,4.87,37,4.09,61,1.33,40,96,0,1985,72
Mounir Lazzez,170,76,Orthodox,5.69,55,4.78,45,3.41,100,60,0,1987,73
Cung Le,185,70,Southpaw,4.36,48,2.98,66,1.37,71,88,0.3,1972,69
Thanh Le,145,74,Orthodox,1.97,40,1.82,70,0,0,100,0,1985,69
Jordan Leavitt,155,71,Southpaw,1.08,55,0.43,75,6.5,66,0,3.2,1995,69
Mickael Lebout,155,73,Orthodox,2.6,34,2.98,54,0,0,60,0,1987,71
Chris Leben,185,73,Southpaw,2.87,42,2.87,52,1.14,41,53,0.8,1980,71
Justin Ledet,205,80,Orthodox,3.35,39,4.82,49,0.23,50,42,0.2,1988,76
Vaughan Lee,125,66,Orthodox,3.47,47,2.07,70,0.81,33,72,1,1982,66
Andrea Lee,125,69,Orthodox,5.58,49,3.83,65,1.67,45,57,0.5,1989,66
Kevin Lee,170,77,Orthodox,3.9,42,3.23,51,3.21,43,75,0.8,1992,69
Cheyden Leialoha,135,73,Orthodox,1.87,28,3.2,53,2,33,71,0,1994,68
Thales Leites,185,78,Orthodox,2.13,40,2.99,52,2.1,27,30,1.1,1981,73
Amanda Lemos,115,65,Southpaw,6.21,64,5.39,45,1.98,100,100,0.5,1987,64
Jesse Lennox,170,72,Orthodox,2.69,32,3.2,64,1.22,66,63,0.3,1982,69
Nik Lentz,145,68,Orthodox,3.44,47,3.25,50,3.3,32,43,1.2,1984,68
Victoria Leonardo,125,64,Orthodox,3.4,37,4.15,47,2.39,37,0,0,1990,65
Brock Lesnar,265,81,Orthodox,3.53,72,2.11,50,3.9,55,60,0.5,1977,75
Valerie Letourneau,115,68,Orthodox,4.51,37,5.4,58,0.77,45,66,0.3,1983,67
Leah Letson,145,71,,4.87,40,3.8,63,0,0,100,0,1992,67
Marcus LeVesseur,155,70,Southpaw,2.55,64,3.7,37,3.89,36,83,0.6,1982,69
Natan Levy,155,71,Southpaw,1.65,60,0.82,57,2.75,100,100,2.8,1991,69
Derrick Lewis,260,79,Orthodox,2.59,50,2.16,44,0.52,26,54,0,1985,75
Bevon Lewis,185,79,Orthodox,3.73,43,2.67,54,0,0,66,0,1991,75
Li Jingliang,170,71,Orthodox,4.52,42,3.65,59,1.28,39,59,0,1988,72
Chuck Liddell,205,76,Orthodox,2.97,35,2.71,56,0.44,75,81,0,1969,74
Hyun Gyu Lim,170,77,Orthodox,4.45,41,5.07,51,0.23,100,73,0.2,1985,75
Juliana Lima,115,65,Orthodox,1.94,44,2.11,55,1.72,31,70,0,1982,65
Dhiego Lima,170,75,Orthodox,3.14,38,3.93,59,1.38,42,73,0.7,1989,74
Jess Liaudin,170,72,Orthodox,2.46,51,2.76,41,3.28,53,30,1.6,NA,69
Matt Lindland,185,74,Southpaw,2.62,50,1.56,52,3.01,48,60,1.3,1970,72
John Lineker,135,67,Orthodox,5.36,40,4.27,56,0.56,58,67,0.6,1990,63
Philipe Lins,240,78,Orthodox,2.66,40,3.68,49,0,0,0,0,1985,74
Ariane Lipski,125,67,Orthodox,3.03,32,4.45,48,0.27,25,45,0.5,1994,66
Dean Lister,185,75,Orthodox,1.26,35,1.89,61,1.58,15,50,1.1,1976,73
Artem Lobov,145,65,Southpaw,3.52,41,4.82,50,0.39,25,52,0,1986,69
Dylan Lockard,145,72,Orthodox,1.31,53,3.31,52,2.31,40,28,1.2,1992,69
Michael Lombardo,170,72,Orthodox,1.47,62,2.63,31,2.5,21,60,0,1990,72
David Loiseau,185,76,Orthodox,1.59,44,3.64,43,0.43,42,36,0.1,1979,72
Christian Lohsen,155,77,Southpaw,5.27,49,6.93,44,0,0,0,2,1995,74
Hector Lombard,185,71,Southpaw,3.02,46,3.35,53,1.69,48,77,0.5,1978,69
Austin Lingo,145,70,Orthodox,3.57,44,3.17,62,1,66,76,0,1994,70
Loma Lookboonmee,115,61,Orthodox,5.16,55,3.09,59,0.67,25,72,0,1996,61
Gustavo Lopez,135,67,Orthodox,2.24,41,4.65,51,1.07,50,27,0.5,1989,65
Matthew Lopez,135,69,Southpaw,3.13,50,3.73,55,3.32,60,71,1.3,1987,67
Brendan Loughnane,145,70,Switch,6.23,63,6.7,53,1.5,30,92,0,1989,70
Benito Lopez,135,73,Switch,4.49,44,4.8,58,0,0,78,0.3,1994,70
Joe Lowry,155,73,Orthodox,3.97,34,4.25,63,0,0,0,0,1989,71
Duane Ludwig,170,70,Orthodox,4.62,44,3.05,57,0.43,25,59,0.1,1978,70
Dalcha Lungiambula,185,76,Orthodox,1.85,50,2.27,43,2.07,50,75,0,1987,68
Travis Lutter,185,75,Orthodox,0.41,32,2.42,42,1.95,24,30,0.7,1973,71
Tucker Lutz,155,72,Orthodox,4.33,49,2.8,47,2,57,81,0.5,1994,68
Vicente Luque,170,75,Orthodox,5.72,53,5.82,52,0.68,50,64,0.8,1991,71
Chris Lytle,170,68,Orthodox,3.76,45,3.03,58,0.7,55,55,2.4,1974,71
Dong Hyun Ma,155,70,Orthodox,2.84,41,4.1,54,1.27,53,33,0,1988,71
William Macario,170,75,Orthodox,4.92,54,3.96,65,1.85,45,78,0,1991,71
Jason MacDonald,185,80,Orthodox,1.55,52,2.7,46,1.43,16,35,2,1975,75
Rob MacDonald,205,78,Orthodox,1.8,50,2.04,46,7.19,80,80,5.4,1978,75
Rory MacDonald,170,76,Orthodox,3.75,42,2.8,62,1.77,47,88,0.4,1989,72
Ryan MacDonald,135,71,Switch,2.28,29,6.49,45,0,0,0,0,1993,71
Veronica Macedo,125,64,Southpaw,3.13,39,5.06,43,0.57,18,46,0.6,1995,64
Lyoto Machida,185,74,Southpaw,2.59,53,1.57,61,1.21,65,75,0.4,1978,73
Pauline Macias,115,64,Southpaw,0.8,29,4.6,42,2,18,0,0,1988,64
Don Madge,155,72,Southpaw,2.08,52,0.74,67,2.22,25,80,0.7,1990,72
Mark Madsen,155,72,Orthodox,2.28,42,2.53,46,8.33,64,0,0,1984,68
Jon Madsen,240,72,Orthodox,2.46,41,1.18,81,1.32,71,70,0,1980,72
Yoshiro Maeda,139,68,Southpaw,2.36,33,2.55,63,2.93,51,50,0.7,1981,67
Vinny Magalhaes,205,75,Orthodox,2.14,24,3.97,68,1.55,44,66,0.8,1984,75
Caio Magalhaes,185,73,Orthodox,2.27,40,2.78,56,1.05,15,58,1.6,1987,73
Reza Madadi,155,73,Orthodox,2.51,46,3.31,66,3.17,33,89,0.5,1978,71
Angela Magana,115,65,Orthodox,1.53,28,4.92,42,0.4,25,28,0.4,1983,61
Neil Magny,170,80,Orthodox,3.67,47,2.05,56,2.46,45,57,0.3,1987,75
Rashid Magomedov,155,70,Orthodox,4.4,49,3.05,54,0.67,57,89,0.2,1984,69
Ruslan Magomedov,242,78,Orthodox,4.02,47,1.47,66,0.33,100,88,0,1986,75
John Maguire,155,69,Southpaw,1.41,41,2.44,65,2.8,46,77,1.1,1983,69
Zabit Magomedsharipov,145,73,Orthodox,4.89,48,3,64,5.22,56,77,0.8,1991,73
Leonardo Mafra,155,70,Orthodox,4.55,48,4.38,43,2.12,83,69,0.4,1989,70
Levan Makashvili,145,68,Orthodox,2.87,54,2.07,61,3.67,42,85,0,1989,68
Jennifer Maia,125,64,Orthodox,3.34,39,3.52,52,0.34,50,56,0.2,1988,64
John Makdessi,155,68,Orthodox,5.36,51,3.76,70,0,0,88,0,1985,68
Demian Maia,170,72,Southpaw,1.82,43,2.03,63,2.55,26,61,1,1977,73
Islam Makhachev,155,70,Southpaw,2,56,0.77,70,3.46,68,93,1,1991,70
Zach Makovsky,125,64,Southpaw,1.94,43,2.24,62,3.71,30,56,0.3,1983,64
Fabio Maldonado,205,75,Orthodox,5.29,58,4.31,53,0.44,57,61,0.6,1980,73
Bea Malecki,135,74,Orthodox,6.78,46,6.14,62,0,0,78,1.4,1991,69
Nate Maness,135,72,Orthodox,2.4,45,4.63,45,1.33,66,88,0.7,1991,70
Cristiano Marcello,155,72,Orthodox,2.56,33,3.61,58,0.44,11,20,0.9,1977,69
Jimi Manuwa,205,79,Orthodox,3.43,54,3.97,49,0.53,18,70,0.4,1980,73
Marcos Mariano,155,76,Switch,0.25,27,2.11,43,0,0,28,0,1986,73
Ronny Markes,185,75,Orthodox,2.17,53,2.43,45,3.13,40,100,0.5,1988,73
Rory Markham,170,71,Orthodox,1.98,21,10.27,45,0,0,0,0,1982,72
Christina Marks,125,69,Orthodox,5,58,3,64,7.5,100,0,0,1985,67
Randa Markos,115,63,Orthodox,2.85,41,3.2,59,1.23,28,57,0.2,1985,64
Nate Marquardt,185,74,Orthodox,2.71,49,2.32,55,1.87,51,70,0.8,1979,72
Danilo Marques,205,77,Orthodox,1.81,88,1.41,50,4.83,34,0,1.2,1985,78
Carmelo Marrero,205,73,Orthodox,0.84,34,2.04,54,3.21,36,36,0.9,1981,72
Julian Marquez,185,72,Orthodox,3.5,40,2.98,52,0,0,53,3.4,1990,74
Eliot Marshall,205,77,Orthodox,1.93,27,2.39,67,0.47,33,79,0.9,1980,74
Jack Marshman,185,73,Orthodox,2.74,25,4.19,56,0,0,20,0,1989,72
Terry Martin,185,71,Orthodox,2.82,43,3.13,54,3.1,42,92,0,1980,68
Mallory Martin,115,63,Orthodox,3.99,59,5.53,58,3.37,63,25,0.5,1994,64
Anthony Rocco Martin,170,73,Orthodox,2.68,37,2.59,58,0.71,27,68,1,1989,72
Danny Martinez,125,67,Orthodox,2.73,28,3.77,63,3,45,36,0,1985,66
Henry Martinez,155,69,Southpaw,2.79,25,4.01,60,0,0,80,0,1983,67
Jonathan Martinez,135,70,Southpaw,4.27,46,3.81,58,0.48,37,63,0,1994,68
Roque Martinez,250,72,Orthodox,2.67,51,4.68,59,0.62,50,16,0,1986,70
Mana Martinez,135,70,Orthodox,2.11,62,1.27,50,0,0,0,6.3,1996,70
Adriano Martins,155,72,Southpaw,1.8,38,2.14,65,0.83,80,81,0.4,1982,70
Lucas Martins,145,72,Southpaw,2.87,35,4.14,60,0,0,76,0.5,1988,72
Jameel Massouh,145,72,Orthodox,1.91,54,2.62,55,0.67,15,50,0.7,1984,70
Mike Massenzio,185,73,Southpaw,2.08,45,3.59,54,2.74,24,50,1.4,1982,74
Bristol Marunde,170,75,Orthodox,1.42,21,4.4,47,1.6,33,14,0,1982,73
Jorge Masvidal,170,74,Orthodox,4.2,47,3,65,1.57,59,77,0.4,1984,71
Tiffany Masters,115,65,Orthodox,3.53,62,2.58,50,3.06,60,0,0,1994,63
Jake Matthews,170,73,Orthodox,3.03,44,2.16,61,1.93,41,66,0.6,1994,71
Miranda Maverick,125,65,Southpaw,9.8,51,6,62,0,0,0,0,1997,63
Nick Maximov,220,76,Southpaw,2.47,58,0.33,58,2,40,0,0,1997,72
Vladimir Matyushenko,205,74,Orthodox,1.9,44,1.62,59,3.25,46,70,0.1,1971,72
Al Matavao,205,67,Orthodox,7.84,46,6.7,58,0,0,0,0,1994,68
Don'Tale Mayes,260,81,Orthodox,4.13,45,4.46,43,0.23,20,59,0,1992,78
Gina Mazany,125,68,Southpaw,3.45,47,3.07,51,4.41,63,33,0.3,1988,66
Gray Maynard,155,70,Orthodox,1.92,32,2.64,66,2.91,47,81,0.7,1979,69
Sabina Mazo,135,70,Orthodox,6.56,44,3.91,60,0.81,80,66,0.2,1997,67
Ian McCall,125,64,Orthodox,3.59,39,3.25,67,2.08,30,88,0,1984,65
Molly McCann,125,62,Orthodox,5.15,50,4.28,65,1.64,29,28,0.7,1990,64
Charles McCarthy,185,71,Orthodox,0.18,12,4.03,56,2.67,60,0,2.7,1980,70
Sean McCorkle,265,81,Orthodox,0.85,44,2.48,52,2.12,40,33,4.2,1976,79
Kris McCray,170,76,Orthodox,2.69,45,2.57,54,2.88,55,38,0,1981,72
Tamdan McCrory,185,76,Switch,2.07,49,1.6,46,2.28,50,33,2.5,1986,76
Justin McCully,225,73,Orthodox,1.58,37,2.02,46,1.28,44,43,0,1976,73
Michael McDonald,135,70,Orthodox,2.69,42,2.76,57,1.09,66,52,1.4,1991,69
Rob McCullough,155,69,Orthodox,2.47,36,2.84,59,0.46,100,68,0,1977,69
Robert McDaniel,185,75,Southpaw,1.64,44,1.98,56,0.93,50,50,1.4,1983,75
Drew McFedries,185,72,Southpaw,5.13,51,4.56,52,1.42,100,56,0.7,1978,72
Court McGee,170,75,Orthodox,4.9,36,3.94,61,1.6,21,63,0.4,1984,71
Conor McGregor,155,74,Southpaw,5.32,49,4.54,54,0.7,55,67,0,1988,69
Rhys McKee,170,78,Orthodox,6.83,53,11.9,43,0,0,20,0,1995,74
Tim McKenzie,185,74,Orthodox,1.37,54,2.96,44,0,0,28,2.1,1982,72
Terrance McKinney,145,74,Switch,1.17,50,0.59,66,4.4,33,0,0,1994,71
Cory McKenna,115,58,Orthodox,3.47,44,3.03,45,0.5,50,71,0,1999,63
Cody McKenzie,155,72,Switch,1.74,34,2.5,67,2.5,25,14,2.5,1987,72
Garreth McLellan,185,72,Southpaw,3.56,54,2.94,45,1.15,22,34,0.9,1982,73
Sara McMann,135,66,Orthodox,2.32,45,1.94,48,4.41,65,50,0.5,1980,66
James McSweeney,230,77,Switch,3.94,55,4.33,42,0.52,33,100,1.1,1980,76
Tim Means,170,75,Orthodox,5.16,48,3.58,61,0.92,41,64,0.2,1984,74
Yancy Medeiros,155,75,Orthodox,4.05,35,5.38,46,0.12,25,76,0.5,1987,70
Uros Medic,155,71,Southpaw,19.91,77,0.52,86,0,0,100,0,1993,73
Emil Meek,170,74,Switch,2.52,39,2.53,38,0.25,33,47,1,1988,71
Sanford Alton Meeks,265,75,Orthodox,0.71,42,4.47,38,7.06,25,0,0,1994,77
Gerald Meerschaert,185,77,Southpaw,3.3,42,3.61,51,2.33,43,46,1.7,1987,73
Jordan Mein,170,73,Orthodox,3.35,44,2.55,69,1.56,58,66,0.2,1989,72
Gilbert Melendez,145,73,Orthodox,3.44,33,2.53,63,1.64,41,71,0.2,1982,69
Vanessa Melo,135,65,Orthodox,3.48,30,6.13,59,0,0,71,0,1988,65
Antonio Mendes,205,77,Southpaw,1.34,47,6.85,22,2.51,50,100,0,1981,75
Augusto Mendes,135,65,Orthodox,2.42,34,3.91,56,1.75,33,80,0,1983,66
Chad Mendes,145,66,Orthodox,2.78,49,2.35,67,4.13,55,100,0.3,1985,66
Alonzo Menifield,205,76,Orthodox,3.34,47,3.72,45,0,0,85,0,1987,72
Ivan Menjivar,145,64,Orthodox,2.78,37,2.76,65,0.56,28,38,1,1982,66
Yaotzin Meza,145,71,Orthodox,1.43,41,1.62,64,1.06,20,18,1.4,1981,69
