pick_overall,team,player_name,college,years_played,games_played,total_mins_played,total_pts,total_rebounds,total_assists,fg_percent,three_pt_percent,ft_percent,win_shares,win_shares_per_48,draft_year,mins_per_game,pts_per_game,rebounds_per_game,assists_per_game,round_picked,pick_in_round,draft_pick_group
1,BRK,Derrick Coleman,Syracuse,15,781,25903,12884,7232,1985,0.447,0.295,0.769,64.3,0.119,1990,33.2,16.5,9.3,2.5,1,1,Picks 1-10
2,OKC,Gary Payton,Oregon State,17,1335,47117,21813,5269,8966,0.466,0.317,0.729,145.5,0.148,1990,35.3,16.3,3.9,6.7,1,2,Picks 1-10
3,DEN,Mahmoud Abdul-Rauf,LSU,9,586,15628,8553,1087,2079,0.442,0.354,0.905,25.2,0.077,1990,26.7,14.6,1.9,3.5,1,3,Picks 1-10
4,ORL,Dennis Scott,Georgia Tech,10,629,17983,8094,1774,1296,0.417,0.397,0.793,33.4,0.089,1990,28.6,12.9,2.8,2.1,1,4,Picks 1-10
5,CHA,Kendall Gill,Illinois,15,966,29481,12914,4002,2945,0.434,0.3,0.754,47.8,0.078,1990,30.5,13.4,4.1,3,1,5,Picks 1-10
6,MIN,Felton Spencer,Louisville,12,640,12298,3354,3436,213,0.484,0,0.658,20.9,0.081,1990,19.2,5.2,5.4,0.3,1,6,Picks 1-10
7,SAC,Lionel Simmons,La Salle,7,454,13472,5833,2833,1498,0.433,0.305,0.771,16.9,0.06,1990,29.7,12.8,6.2,3.3,1,7,Picks 1-10
8,LAC,Bo Kimble,Loyola Marymount,3,105,1336,574,162,98,0.386,0.291,0.728,0.1,0.004,1990,12.7,5.5,1.5,0.9,1,8,Picks 1-10
9,MIA,Willie Burton,Minnesota,8,316,6666,3243,932,393,0.424,0.345,0.786,9.1,0.065,1990,21.1,10.3,2.9,1.2,1,9,Picks 1-10
10,ATL,Rumeal Robinson,Michigan,6,336,6098,2546,606,1179,0.432,0.344,0.611,5.2,0.041,1990,18.1,7.6,1.8,3.5,1,10,Picks 1-10
11,GSW,Tyrone Hill,Xavier,14,801,22388,7532,6854,647,0.502,0,0.643,56.2,0.12,1990,28,9.4,8.6,0.8,1,11,Picks 11-20
12,HOU,Alec Kessler,Georgia,4,210,2937,1084,751,81,0.426,0.417,0.744,2,0.033,1990,14,5.2,3.6,0.4,1,12,Picks 11-20
13,LAC,Loy Vaught,Michigan,11,689,16993,6984,4881,652,0.504,0.244,0.718,35.8,0.101,1990,24.7,10.1,7.1,0.9,1,13,Picks 11-20
14,SAC,Travis Mays,Texas,3,115,2964,1273,233,326,0.41,0.362,0.749,2.4,0.039,1990,25.8,11.1,2,2.8,1,14,Picks 11-20
15,MIA,Dave Jamerson,Ohio University,3,90,594,306,77,61,0.392,0.277,0.86,0.2,0.018,1990,6.6,3.4,0.9,0.7,1,15,Picks 11-20
16,MIL,Terry Mills,Michigan,11,678,16422,7175,3680,891,0.457,0.384,0.781,33.3,0.097,1990,24.2,10.6,5.4,1.3,1,16,Picks 11-20
17,NYK,Jerrod Mustaf,Maryland,4,179,1902,721,452,99,0.449,0,0.648,1.7,0.043,1990,10.6,4,2.5,0.6,1,17,Picks 11-20
18,SAC,Duane Causwell,Temple,11,541,9409,2648,2273,243,0.507,0.286,0.618,15.8,0.081,1990,17.4,4.9,4.2,0.4,1,18,Picks 11-20
19,BOS,Dee Brown,Jacksonville University,12,608,16843,6758,1569,2227,0.436,0.357,0.825,33.4,0.095,1990,27.7,11.1,2.6,3.7,1,19,Picks 11-20
20,MIN,Gerald Glass,Ole Miss,4,201,3347,1553,512,298,0.433,0.236,0.643,1.8,0.025,1990,16.7,7.7,2.5,1.5,1,20,Picks 11-20
21,PHO,Jayson Williams,St. John's,9,475,9805,3472,3584,287,0.44,0.125,0.606,20,0.098,1990,20.6,7.3,7.5,0.6,1,21,Picks 21-30
22,BRK,Tate George,UConn,4,177,2019,736,180,325,0.414,0.071,0.82,1.3,0.032,1990,11.4,4.2,1,1.8,1,22,Picks 21-30
23,SAC,Anthony Bonner,Saint Louis,6,318,7372,2199,1726,442,0.468,0.125,0.59,10.8,0.07,1990,23.2,6.9,5.4,1.4,1,23,Picks 21-30
24,SAS,Dwayne Schintzius,Florida,8,217,1950,587,536,93,0.404,0.125,0.638,1,0.024,1990,9,2.7,2.5,0.4,1,24,Picks 21-30
25,POR,Alaa Abdelnaby,Duke,5,256,3200,1465,846,85,0.502,0,0.701,4.8,0.072,1990,12.5,5.7,3.3,0.3,1,25,Picks 21-30
26,DET,Lance Blanks,Texas,3,142,1045,289,110,117,0.436,0.253,0.667,0.7,0.031,1990,7.4,2,0.8,0.8,1,26,Picks 21-30
27,LAL,Elden Campbell,Clemson,15,1044,25776,10805,6116,1199,0.46,0.054,0.699,62.8,0.117,1990,24.7,10.3,5.9,1.1,1,27,Picks 21-30
1,CHA,Larry Johnson,UNLV,10,707,25685,11450,5300,2298,0.484,0.332,0.766,69.7,0.13,1991,36.3,16.2,7.5,3.3,1,1,Picks 1-10
2,BRK,Kenny Anderson,Georgia Tech,14,858,25868,10789,2641,5196,0.421,0.346,0.79,62.5,0.116,1991,30.1,12.6,3.1,6.1,1,2,Picks 1-10
3,SAC,Billy Owens,Syracuse,10,600,17619,7026,4016,1704,0.481,0.291,0.629,28.6,0.078,1991,29.4,11.7,6.7,2.8,1,3,Picks 1-10
4,DEN,Dikembe Mutombo,Georgetown,18,1196,36791,11729,12359,1240,0.518,0,0.684,117,0.153,1991,30.8,9.8,10.3,1,1,4,Picks 1-10
5,MIA,Steve Smith,Michigan State,14,942,28855,13430,3060,2922,0.44,0.358,0.845,83.7,0.139,1991,30.6,14.3,3.2,3.1,1,5,Picks 1-10
6,DAL,Doug Smith,Missouri,5,296,5833,2356,1234,400,0.425,0.083,0.773,3,0.024,1991,19.7,8,4.2,1.4,1,6,Picks 1-10
7,MIN,Luc Longley,New Mexico,10,567,12006,4090,2794,836,0.462,0,0.76,17.5,0.07,1991,21.2,7.2,4.9,1.5,1,7,Picks 1-10
8,DEN,Mark Macon,Temple,6,251,5018,1685,467,428,0.384,0.27,0.735,0.1,0.001,1991,20,6.7,1.9,1.7,1,8,Picks 1-10
9,ATL,Stacey Augmon,UNLV,15,1001,21658,7990,3216,1561,0.469,0.152,0.728,43.8,0.097,1991,21.6,8,3.2,1.6,1,9,Picks 1-10
10,ORL,Bison Dele,Arizona,8,413,10004,4536,2564,440,0.528,0.143,0.691,22.8,0.109,1991,24.2,11,6.2,1.1,1,10,Picks 1-10
11,CLE,Terrell Brandon,Oregon,11,724,21545,9994,2174,4407,0.448,0.355,0.873,65.9,0.147,1991,29.8,13.8,3,6.1,1,11,Picks 11-20
12,NYK,Greg Anthony,UNLV,11,757,15850,5497,1417,2997,0.403,0.349,0.733,35.9,0.109,1991,20.9,7.3,1.9,4,1,12,Picks 11-20
13,IND,Dale Davis,Clemson,16,1094,29606,8706,8605,978,0.53,0,0.562,86.9,0.141,1991,27.1,8,7.9,0.9,1,13,Picks 11-20
14,OKC,Rich King,Nebraska,4,72,309,135,74,21,0.393,0,0.662,0.2,0.036,1991,4.3,1.9,1,0.3,1,14,Picks 11-20
15,ATL,Anthony Avent,Seton Hall,6,352,6729,1958,1584,278,0.403,0,0.686,0.3,0.002,1991,19.1,5.6,4.5,0.8,1,15,Picks 11-20
16,GSW,Chris Gatling,Old Dominion,11,700,13760,7232,3741,461,0.513,0.249,0.66,32.1,0.112,1991,19.7,10.3,5.3,0.7,1,16,Picks 11-20
17,GSW,Victor Alexander,Iowa State,5,286,5755,2542,1384,257,0.518,0.286,0.634,8.8,0.073,1991,20.1,8.9,4.8,0.9,1,17,Picks 11-20
18,MIL,Kevin Brooks,Louisiana,3,126,1031,417,141,48,0.401,0.2,0.859,-0.1,-0.004,1991,8.2,3.3,1.1,0.4,1,18,Picks 11-20
19,WAS,LaBradford Smith,Louisville,3,183,3131,1218,271,394,0.432,0.298,0.813,1.5,0.024,1991,17.1,6.7,1.5,2.2,1,19,Picks 11-20
20,HOU,John Turner,Phillips University,1,42,345,117,78,12,0.439,0,0.525,-0.1,-0.021,1991,8.2,2.8,1.9,0.3,1,20,Picks 11-20
21,UTA,Eric Murdock,Providence,9,508,11882,5118,1261,2467,0.438,0.343,0.786,25.6,0.103,1991,23.4,10.1,2.5,4.9,1,21,Picks 21-30
22,LAC,LeRon Ellis,Syracuse,3,91,857,277,220,29,0.433,0,0.613,1.2,0.069,1991,9.4,3,2.4,0.3,1,22,Picks 21-30
23,ORL,Stanley Roberts,LSU,8,300,5869,2555,1549,189,0.499,0,0.514,8.1,0.066,1991,19.6,8.5,5.2,0.6,1,23,Picks 21-30
24,BOS,Rick Fox,UNC,13,930,23723,8966,3517,2649,0.45,0.349,0.77,44.7,0.09,1991,25.5,9.6,3.8,2.8,1,24,Picks 21-30
26,CHI,Mark Randall,Kansas,4,127,883,332,160,56,0.443,0.154,0.722,1,0.054,1991,7,2.6,1.3,0.4,1,26,Picks 21-30
27,SAC,Pete Chilcutt,UNC,9,584,8394,2494,1935,488,0.441,0.381,0.696,10.6,0.06,1991,14.4,4.3,3.3,0.8,1,27,Picks 21-30
1,ORL,Shaquille O'Neal,LSU,19,1207,41918,28596,13099,3026,0.582,0.045,0.527,181.7,0.208,1992,34.7,23.7,10.9,2.5,1,1,Picks 1-10
2,CHA,Alonzo Mourning,Georgetown,15,838,25975,14311,7137,946,0.527,0.247,0.692,89.7,0.166,1992,31,17.1,8.5,1.1,1,2,Picks 1-10
3,MIN,Christian Laettner,Duke,13,868,25760,11121,5806,2224,0.48,0.261,0.82,64.9,0.121,1992,29.7,12.8,6.7,2.6,1,3,Picks 1-10
4,DAL,Jim Jackson,Ohio State,14,885,29067,12690,4152,2851,0.428,0.365,0.825,35.8,0.059,1992,32.8,14.3,4.7,3.2,1,4,Picks 1-10
5,DEN,LaPhonso Ellis,Notre Dame,11,624,17616,7410,4032,981,0.452,0.302,0.73,32.8,0.089,1992,28.2,11.9,6.5,1.6,1,5,Picks 1-10
6,WAS,Tom Gugliotta,NC State,13,763,23556,9895,5589,2140,0.451,0.284,0.757,40.2,0.082,1992,30.9,13,7.3,2.8,1,6,Picks 1-10
7,SAC,Walt Williams,Maryland,11,708,18818,8385,2794,1637,0.425,0.379,0.743,33.9,0.087,1992,26.6,11.8,3.9,2.3,1,7,Picks 1-10
8,MIL,Todd Day,Arkansas,8,483,12214,5917,1649,713,0.406,0.345,0.739,17.5,0.069,1992,25.3,12.3,3.4,1.5,1,8,Picks 1-10
9,PHI,Clarence Weatherspoon,Southern Miss,13,915,27736,10483,6846,1346,0.471,0.196,0.743,58.4,0.101,1992,30.3,11.5,7.5,1.5,1,9,Picks 1-10
10,ATL,Adam Keefe,Stanford,9,617,10334,3107,2556,427,0.502,0.071,0.714,24.9,0.116,1992,16.7,5,4.1,0.7,1,10,Picks 1-10
11,HOU,Robert Horry,Alabama,16,1107,27069,7715,5269,2343,0.425,0.341,0.726,66.3,0.118,1992,24.5,7,4.8,2.1,1,11,Picks 11-20
12,MIA,Harold Miner,USC,4,200,3748,1801,432,245,0.46,0.311,0.785,4.2,0.053,1992,18.7,9,2.2,1.2,1,12,Picks 11-20
13,DEN,Bryant Stith,Virginia,10,586,16417,5946,1983,1178,0.424,0.329,0.841,29.5,0.086,1992,28,10.1,3.4,2,1,13,Picks 11-20
14,IND,Malik Sealy,St. John's,8,493,11720,4955,1585,816,0.426,0.292,0.809,17.1,0.07,1992,23.8,10.1,3.2,1.7,1,14,Picks 11-20
15,LAL,Anthony Peeler,Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799,30.7,0.072,1992,24.7,9.7,2.6,2.4,1,15,Picks 11-20
16,LAC,Randy Woods,La Salle,4,151,1093,356,93,257,0.34,0.305,0.683,0.6,0.026,1992,7.2,2.4,0.6,1.7,1,16,Picks 11-20
17,OKC,Doug Christie,Pepperdine,15,827,26079,9301,3382,2992,0.426,0.354,0.821,55.7,0.102,1992,31.5,11.2,4.1,3.6,1,17,Picks 11-20
18,SAS,Tracy Murray,UCLA,12,659,12103,5943,1649,508,0.43,0.388,0.829,24.1,0.096,1992,18.4,9,2.5,0.8,1,18,Picks 11-20
19,DET,Don MacLean,UCLA,9,319,6679,3490,1210,404,0.455,0.284,0.765,9.4,0.067,1992,20.9,10.9,3.8,1.3,1,19,Picks 11-20
20,NYK,Hubert Davis,UNC,12,685,15143,5583,1045,1172,0.458,0.441,0.837,27.7,0.088,1992,22.1,8.2,1.5,1.7,1,20,Picks 11-20
21,BOS,Jon Barry,Georgia Tech,14,821,13880,4715,1513,1784,0.434,0.392,0.848,37.2,0.129,1992,16.9,5.7,1.8,2.2,1,21,Picks 21-30
22,PHO,Oliver Miller,Arkansas,9,493,11338,3625,2893,1061,0.534,0.116,0.639,21.1,0.089,1992,23,7.4,5.9,2.2,1,22,Picks 21-30
23,MIL,Lee Mayberry,Arkansas,7,496,10337,2546,642,1767,0.415,0.377,0.659,7.9,0.036,1992,20.8,5.1,1.3,3.6,1,23,Picks 21-30
24,GSW,Latrell Sprewell,Alabama,13,913,35270,16712,3724,3664,0.425,0.337,0.804,56.3,0.077,1992,38.6,18.3,4.1,4,1,24,Picks 21-30
25,LAC,Elmore Spencer,UNLV,5,157,2641,923,555,109,0.516,0,0.58,0,0.001,1992,16.8,5.9,3.5,0.7,1,25,Picks 21-30
26,POR,Dave Johnson,Syracuse,2,59,475,204,64,17,0.365,0.2,0.663,-0.3,-0.032,1992,8.1,3.5,1.1,0.3,1,26,Picks 21-30
27,CHI,Byron Houston,Oklahoma State,4,214,2674,835,648,114,0.456,0.256,0.676,3.9,0.069,1992,12.5,3.9,3,0.5,1,27,Picks 21-30
1,ORL,Chris Webber,Michigan,15,831,30847,17182,8124,3526,0.479,0.299,0.649,84.7,0.132,1993,37.1,20.7,9.8,4.2,1,1,Picks 1-10
2,PHI,Shawn Bradley,BYU,12,832,19531,6752,5268,573,0.457,0.103,0.716,40.7,0.1,1993,23.5,8.1,6.3,0.7,1,2,Picks 1-10
3,GSW,Anfernee Hardaway,Memphis,14,704,23711,10684,3146,3525,0.458,0.316,0.774,61.9,0.125,1993,33.7,15.2,4.5,5,1,3,Picks 1-10
4,DAL,Jamal Mashburn,Kentucky,11,611,22762,11644,3271,2414,0.418,0.345,0.766,43.7,0.092,1993,37.3,19.1,5.4,4,1,4,Picks 1-10
5,MIN,Isaiah Rider,UNLV,9,563,17851,9405,2166,1535,0.443,0.352,0.812,22.8,0.061,1993,31.7,16.7,3.8,2.7,1,5,Picks 1-10
6,WAS,Calbert Cheaney,Indiana,13,825,22007,7826,2610,1398,0.466,0.298,0.691,23.1,0.05,1993,26.7,9.5,3.2,1.7,1,6,Picks 1-10
7,SAC,Bobby Hurley,Duke,5,269,4170,1032,283,880,0.353,0.272,0.769,-1.2,-0.014,1993,15.5,3.8,1.1,3.3,1,7,Picks 1-10
8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,0.485,0.215,0.638,47,0.088,1993,32.5,15,7.4,1.9,1,8,Picks 1-10
9,DEN,Rodney Rogers,Wake Forest,12,866,21873,9468,3881,1722,0.451,0.347,0.69,38.8,0.085,1993,25.3,10.9,4.5,2,1,9,Picks 1-10
10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,0.388,0.36,0.746,32.9,0.068,1993,24.8,8.5,2.2,2.7,1,10,Picks 1-10
11,DET,Allan Houston,Tennessee,12,839,28311,14551,2434,1990,0.444,0.402,0.863,55.3,0.094,1993,33.7,17.3,2.9,2.4,1,11,Picks 11-20
12,LAL,George Lynch,UNC,12,774,17683,5109,3902,1121,0.446,0.306,0.652,32.3,0.088,1993,22.8,6.6,5,1.4,1,12,Picks 11-20
13,LAC,Terry Dehere,Seton Hall,6,402,7305,3235,588,1034,0.411,0.378,0.779,7.3,0.048,1993,18.2,8,1.5,2.6,1,13,Picks 11-20
14,IND,Scott Haskin,Oregon State,1,27,186,55,55,6,0.467,0,0.684,0.3,0.087,1993,6.9,2,2,0.2,1,14,Picks 11-20
15,ATL,Doug Edwards,Florida State,3,85,838,203,153,60,0.378,0,0.709,0.2,0.013,1993,9.9,2.4,1.8,0.7,1,15,Picks 11-20
16,BRK,Rex Walters,Kansas,7,335,4602,1547,403,569,0.441,0.361,0.809,6.3,0.066,1993,13.7,4.6,1.2,1.7,1,16,Picks 11-20
17,CHA,Greg Graham,Indiana,5,207,2530,938,219,201,0.407,0.29,0.775,1.3,0.025,1993,12.2,4.5,1.1,1,1,17,Picks 11-20
18,UTA,Luther Wright,Seton Hall,1,15,92,19,10,0,0.348,0,0.75,-0.1,-0.064,1993,6.1,1.3,0.7,0,1,18,Picks 11-20
19,BOS,Acie Earl,Iowa,4,193,2512,980,517,61,0.403,0,0.667,0.3,0.005,1993,13,5.1,2.7,0.3,1,19,Picks 11-20
20,CHA,Scott Burrell,UConn,8,383,7592,2647,1332,527,0.418,0.373,0.723,16.4,0.104,1993,19.8,6.9,3.5,1.4,1,20,Picks 11-20
21,POR,James Robinson,Alabama,7,381,6935,2882,660,715,0.394,0.348,0.666,5.8,0.04,1993,18.2,7.6,1.7,1.9,1,21,Picks 21-30
22,CLE,Chris Mills,Arizona,10,568,17282,6357,2808,1063,0.432,0.351,0.817,37.7,0.105,1993,30.4,11.2,4.9,1.9,1,22,Picks 21-30
23,OKC,Ervin Johnson,New Orleans,13,845,16989,3473,5148,387,0.505,0.2,0.605,37.8,0.107,1993,20.1,4.1,6.1,0.5,1,23,Picks 21-30
24,HOU,Sam Cassell,Florida State,15,993,29812,15635,3221,5939,0.454,0.331,0.861,87.5,0.141,1993,30,15.7,3.2,6,1,24,Picks 21-30
25,CHI,Corie Blount,Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587,18.2,0.088,1993,15.4,3.6,4.2,0.7,1,25,Picks 21-30
26,ORL,Geert Hammink,LSU,3,8,27,14,7,2,0.4,0,0.667,0.1,0.089,1993,3.4,1.8,0.9,0.3,1,26,Picks 21-30
27,PHO,Malcolm Mackey,Georgia Tech,1,22,69,32,24,1,0.378,0,0.5,0.1,0.036,1993,3.1,1.5,1.1,0,1,27,Picks 21-30
1,MIL,Glenn Robinson,Purdue,11,688,25346,14234,4189,1879,0.459,0.34,0.82,39.8,0.075,1994,36.8,20.7,6.1,2.7,1,1,Picks 1-10
2,DAL,Jason Kidd,California,19,1391,50111,17529,8725,12091,0.4,0.349,0.785,138.6,0.133,1994,36,12.6,6.3,8.7,1,2,Picks 1-10
3,DET,Grant Hill,Duke,18,1026,34776,17137,6169,4252,0.483,0.314,0.769,99.9,0.138,1994,33.9,16.7,6,4.1,1,3,Picks 1-10
4,MIN,Donyell Marshall,UConn,15,957,25027,10716,6376,1305,0.435,0.35,0.731,59,0.113,1994,26.2,11.2,6.7,1.4,1,4,Picks 1-10
5,WAS,Juwan Howard,Michigan,19,1208,36654,16159,7428,2663,0.469,0.12,0.764,59.4,0.078,1994,30.3,13.4,6.1,2.2,1,5,Picks 1-10
6,PHI,Sharone Wright,Clemson,4,203,4531,1974,1023,118,0.456,0.083,0.618,1.4,0.015,1994,22.3,9.7,5,0.6,1,6,Picks 1-10
7,LAC,Lamond Murray,California,11,736,18477,8286,3033,978,0.43,0.36,0.759,19.8,0.052,1994,25.1,11.3,4.1,1.3,1,7,Picks 1-10
8,SAC,Brian Grant,Xavier,12,756,21417,7933,5622,923,0.49,0.214,0.746,54.5,0.122,1994,28.3,10.5,7.4,1.2,1,8,Picks 1-10
9,BOS,Eric Montross,UNC,8,465,8479,2071,2159,207,0.49,0,0.478,8.5,0.048,1994,18.2,4.5,4.6,0.4,1,9,Picks 1-10
10,LAL,Eddie Jones,Temple,14,954,32778,14155,3857,2812,0.437,0.373,0.809,100.6,0.147,1994,34.4,14.8,4,2.9,1,10,Picks 1-10
11,OKC,Carlos Rogers,Tennessee State,8,298,5654,2196,1272,182,0.536,0.258,0.562,11.1,0.095,1994,19,7.4,4.3,0.6,1,11,Picks 11-20
12,MIA,Khalid Reeves,Arizona,6,277,5837,2167,580,886,0.416,0.363,0.744,8.4,0.069,1994,21.1,7.8,2.1,3.2,1,12,Picks 11-20
13,DEN,Jalen Rose,Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,47.2,0.081,1994,30.3,14.3,3.5,3.8,1,13,Picks 11-20
14,BRK,Yinka Dare,George Washington,4,110,1002,233,281,4,0.396,0,0.57,-0.7,-0.033,1994,9.1,2.1,2.6,0,1,14,Picks 11-20
15,IND,Eric Piatkowski,Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839,31,0.102,1994,18.5,7.5,2.2,1,1,15,Picks 11-20
16,GSW,Clifford Rozier,Louisville,4,173,2984,827,897,98,0.496,0.182,0.465,3.9,0.063,1994,17.2,4.8,5.2,0.6,1,16,Picks 11-20
17,POR,Aaron McKie,Temple,13,793,19156,5871,2587,2126,0.438,0.35,0.779,40,0.1,1994,24.2,7.4,3.3,2.7,1,17,Picks 11-20
18,MIL,Eric Mobley,Pitt,3,113,1570,440,351,57,0.541,0.75,0.475,1.1,0.034,1994,13.9,3.9,3.1,0.5,1,18,Picks 11-20
19,DAL,Tony Dumas,Missouri-Kansas City,4,156,2222,1140,198,186,0.404,0.327,0.608,1.3,0.027,1994,14.2,7.3,1.3,1.2,1,19,Picks 11-20
20,PHI,B.J. Tyler,Texas,1,55,809,195,62,174,0.381,0.314,0.7,-0.7,-0.039,1994,14.7,3.5,1.1,3.2,1,20,Picks 11-20
21,CHI,Dickey Simpkins,Providence,7,327,5201,1388,1187,305,0.44,0.222,0.618,4.7,0.044,1994,15.9,4.2,3.6,0.9,1,21,Picks 21-30
22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,0.444,0.222,0.743,1.6,0.047,1994,11,2.7,2,0.4,1,22,Picks 21-30
23,PHO,Wesley Person,Auburn,11,733,20727,8192,2402,1234,0.457,0.418,0.778,44,0.102,1994,28.3,11.2,3.3,1.7,1,23,Picks 21-30
24,NYK,Monty Williams,Notre Dame,9,456,7624,2884,1296,544,0.481,0.111,0.665,11.4,0.072,1994,16.7,6.3,2.8,1.2,1,24,Picks 21-30
25,LAC,Greg Minor,Louisville,5,277,5144,1902,741,384,0.478,0.226,0.767,8.2,0.077,1994,18.6,6.9,2.7,1.4,1,25,Picks 21-30
26,NYK,Charlie Ward,Florida State,11,630,14080,3947,1648,2539,0.408,0.364,0.771,33,0.113,1994,22.3,6.3,2.6,4,1,26,Picks 21-30
27,ORL,Brooks Thompson,Oklahoma State,4,168,1714,760,158,281,0.409,0.376,0.647,2,0.057,1994,10.2,4.5,0.9,1.7,1,27,Picks 21-30
1,GSW,Joe Smith,Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,60.3,0.107,1995,26.2,10.9,6.4,1,1,1,Picks 1-10
2,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,69.8,0.119,1995,27.6,12,7.5,1.3,1,2,Picks 1-10
3,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,0.409,0.309,0.822,52.4,0.083,1995,31.2,16.9,3.2,3.3,1,3,Picks 1-10
4,WAS,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,105.1,0.139,1995,32.7,14.4,6.7,1.8,1,4,Picks 1-10
5,MIN,Kevin Garnett,NA,21,1462,50418,26071,14662,5445,0.497,0.275,0.789,191.4,0.182,1995,34.5,17.8,10,3.7,1,5,Picks 1-10
6,MEM,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,0.475,0.074,0.703,13,0.052,1995,30.6,12.5,6.9,1.6,1,6,Picks 1-10
7,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833,55.4,0.091,1995,33.2,13.4,3.5,6.1,1,7,Picks 1-10
8,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,0.414,0.34,0.816,2.1,0.043,1995,13.7,4.9,1.3,1,1,8,Picks 1-10
9,BRK,Ed O'Bannon,UCLA,2,128,2062,634,316,102,0.367,0.222,0.755,1.1,0.025,1995,16.1,5,2.5,0.8,1,9,Picks 1-10
10,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,64.2,0.114,1995,24.5,8.1,6.6,1.1,1,10,Picks 1-10
11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643,23.2,0.113,1995,19.5,8.6,4.5,1,1,11,Picks 11-20
12,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,0.47,0.211,0.63,11.8,0.076,1995,15.8,4.4,3.6,0.6,1,12,Picks 11-20
13,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714,34.7,0.089,1995,22.8,11.1,3.9,1.2,1,13,Picks 11-20
14,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,0.415,0.318,0.736,23.2,0.071,1995,23.9,8.6,3.3,1.4,1,14,Picks 11-20
15,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,0.46,0.405,0.823,70.5,0.143,1995,25.9,9.3,3,3.2,1,15,Picks 11-20
16,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,0.469,0.192,0.639,28,0.097,1995,21.1,7.8,5,0.6,1,16,Picks 11-20
17,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,0.414,0.325,0.689,28.3,0.087,1995,23.7,8.6,3.4,3.8,1,17,Picks 11-20
18,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71,47.9,0.112,1995,25.3,7.2,5.7,0.6,1,18,Picks 11-20
19,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,0.328,0.273,0.8,-0.2,-0.026,1995,7.9,2.4,0.5,1,1,19,Picks 11-20
20,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,13.5,0.072,1995,19.6,7.3,4.4,0.9,1,20,Picks 11-20
21,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,85.2,0.108,1995,34.4,15.7,4.4,2.9,1,21,Picks 21-30
22,CHA,George Zídek,UCLA,3,135,1328,453,286,32,0.408,0.25,0.783,0.8,0.029,1995,9.8,3.4,2.1,0.2,1,22,Picks 21-30
23,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,0.431,0.345,0.835,30.9,0.098,1995,21.4,7.6,1.8,3.5,1,23,Picks 21-30
24,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,0.432,0.348,0.696,0.5,0.012,1995,14.6,4.6,3.4,0.6,1,24,Picks 21-30
25,ORL,David Vaughn,Memphis,4,118,1156,341,361,36,0.423,0,0.638,0.6,0.026,1995,9.8,2.9,3.1,0.3,1,25,Picks 21-30
26,OKC,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,0.375,0.16,0.765,0.4,0.124,1995,5,3.2,0.9,0.2,1,26,Picks 21-30
27,PHO,Mario Bennett,Arizona State,4,68,606,269,182,24,0.534,0.333,0.511,1.9,0.153,1995,8.9,4,2.7,0.4,1,27,Picks 21-30
28,UTA,Greg Ostertag,Kansas,11,756,14753,3512,4145,443,0.486,0.1,0.569,33.8,0.11,1995,19.5,4.6,5.5,0.6,1,28,Picks 21-30
29,SAS,Cory Alexander,Virginia,7,307,4847,1677,481,834,0.389,0.354,0.756,3,0.03,1995,15.8,5.5,1.6,2.7,1,29,Picks 21-30
1,PHI,Allen Iverson,Georgetown,14,914,37584,24368,3394,5624,0.425,0.313,0.78,99,0.126,1996,41.1,26.7,3.7,6.2,1,1,Picks 1-10
