player,level,gender,division,team_name,statistic,value
Tsz Yan Yip,D1,Women,Division 1 Women,Stanford Superfly,Turns,13
Tsz Yan Yip,D1,Women,Division 1 Women,Stanford Superfly,Ds,6
Tsz Yan Yip,D1,Women,Division 1 Women,Stanford Superfly,Assists,4
Tsz Yan Yip,D1,Women,Division 1 Women,Stanford Superfly,Points,4
Tsz Yan Yip,D1,Women,Division 1 Women,Stanford Superfly,Plus Minus,1
Toby Graf,D3,Men,Division 3 Men,Middlebury Pranksters,Turns,0
Toby Graf,D3,Men,Division 3 Men,Middlebury Pranksters,Ds,0
Toby Graf,D3,Men,Division 3 Men,Middlebury Pranksters,Assists,0
Toby Graf,D3,Men,Division 3 Men,Middlebury Pranksters,Points,1
Toby Graf,D3,Men,Division 3 Men,Middlebury Pranksters,Plus Minus,1
Thomas Davis,D3,Men,Division 3 Men,Bates Orange Whip,Turns,1
Thomas Davis,D3,Men,Division 3 Men,Bates Orange Whip,Ds,0
Thomas Davis,D3,Men,Division 3 Men,Bates Orange Whip,Assists,1
Thomas Davis,D3,Men,Division 3 Men,Bates Orange Whip,Points,1
Thomas Davis,D3,Men,Division 3 Men,Bates Orange Whip,Plus Minus,1
Taylor Hanson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Turns,2
Taylor Hanson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Ds,1
Taylor Hanson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Assists,2
Taylor Hanson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Points,0
Taylor Hanson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Plus Minus,1
Tatum Jenkins,D1,Women,Division 1 Women,Pennsylvania Venus,Turns,0
Tatum Jenkins,D1,Women,Division 1 Women,Pennsylvania Venus,Ds,1
Tatum Jenkins,D1,Women,Division 1 Women,Pennsylvania Venus,Assists,0
Tatum Jenkins,D1,Women,Division 1 Women,Pennsylvania Venus,Points,0
Tatum Jenkins,D1,Women,Division 1 Women,Pennsylvania Venus,Plus Minus,1
Tae Weiss,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Turns,5
Tae Weiss,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Ds,2
Tae Weiss,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Assists,2
Tae Weiss,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Points,2
Tae Weiss,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Plus Minus,1
Surafel Sharpe,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Turns,0
Surafel Sharpe,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Ds,1
Surafel Sharpe,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Assists,0
Surafel Sharpe,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Points,0
Surafel Sharpe,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Plus Minus,1
Stephen Kise,D3,Men,Division 3 Men,Berry Bucks,Turns,3
Stephen Kise,D3,Men,Division 3 Men,Berry Bucks,Ds,2
Stephen Kise,D3,Men,Division 3 Men,Berry Bucks,Assists,0
Stephen Kise,D3,Men,Division 3 Men,Berry Bucks,Points,2
Stephen Kise,D3,Men,Division 3 Men,Berry Bucks,Plus Minus,1
Sophia Mason,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Turns,0
Sophia Mason,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Ds,1
Sophia Mason,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Assists,0
Sophia Mason,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Points,0
Sophia Mason,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Plus Minus,1
Sophia Dellapenta,D1,Women,Division 1 Women,Western Washington Chaos,Turns,7
Sophia Dellapenta,D1,Women,Division 1 Women,Western Washington Chaos,Ds,0
Sophia Dellapenta,D1,Women,Division 1 Women,Western Washington Chaos,Assists,5
Sophia Dellapenta,D1,Women,Division 1 Women,Western Washington Chaos,Points,3
Sophia Dellapenta,D1,Women,Division 1 Women,Western Washington Chaos,Plus Minus,1
Sopheakdey Bov,D3,Men,Division 3 Men,Rochester Piggies,Turns,2
Sopheakdey Bov,D3,Men,Division 3 Men,Rochester Piggies,Ds,1
Sopheakdey Bov,D3,Men,Division 3 Men,Rochester Piggies,Assists,1
Sopheakdey Bov,D3,Men,Division 3 Men,Rochester Piggies,Points,1
Sopheakdey Bov,D3,Men,Division 3 Men,Rochester Piggies,Plus Minus,1
Sonai Donnell,D1,Women,Division 1 Women,Colorado State Helle's Belles,Turns,1
Sonai Donnell,D1,Women,Division 1 Women,Colorado State Helle's Belles,Ds,0
Sonai Donnell,D1,Women,Division 1 Women,Colorado State Helle's Belles,Assists,1
Sonai Donnell,D1,Women,Division 1 Women,Colorado State Helle's Belles,Points,1
Sonai Donnell,D1,Women,Division 1 Women,Colorado State Helle's Belles,Plus Minus,1
Selena Kleber,D1,Women,Division 1 Women,North Carolina Pleiades,Turns,0
Selena Kleber,D1,Women,Division 1 Women,North Carolina Pleiades,Ds,0
Selena Kleber,D1,Women,Division 1 Women,North Carolina Pleiades,Assists,0
Selena Kleber,D1,Women,Division 1 Women,North Carolina Pleiades,Points,1
Selena Kleber,D1,Women,Division 1 Women,North Carolina Pleiades,Plus Minus,1
Sebastian Espinal,D3,Men,Division 3 Men,Williams WUFO,Turns,2
Sebastian Espinal,D3,Men,Division 3 Men,Williams WUFO,Ds,0
Sebastian Espinal,D3,Men,Division 3 Men,Williams WUFO,Assists,3
Sebastian Espinal,D3,Men,Division 3 Men,Williams WUFO,Points,0
Sebastian Espinal,D3,Men,Division 3 Men,Williams WUFO,Plus Minus,1
Scarlett Deveno,D3,Women,Division 3 Women,Lewis & Clark Artemis,Turns,0
Scarlett Deveno,D3,Women,Division 3 Women,Lewis & Clark Artemis,Ds,1
Scarlett Deveno,D3,Women,Division 3 Women,Lewis & Clark Artemis,Assists,0
Scarlett Deveno,D3,Women,Division 3 Women,Lewis & Clark Artemis,Points,0
Scarlett Deveno,D3,Women,Division 3 Women,Lewis & Clark Artemis,Plus Minus,1
Savina Dock,D3,Women,Division 3 Women,St Olaf Vortex,Turns,0
Savina Dock,D3,Women,Division 3 Women,St Olaf Vortex,Ds,1
Savina Dock,D3,Women,Division 3 Women,St Olaf Vortex,Assists,0
Savina Dock,D3,Women,Division 3 Women,St Olaf Vortex,Points,0
Savina Dock,D3,Women,Division 3 Women,St Olaf Vortex,Plus Minus,1
Samuel Guarino,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Turns,2
Samuel Guarino,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Ds,1
Samuel Guarino,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Assists,1
Samuel Guarino,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Points,1
Samuel Guarino,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Plus Minus,1
Sam Elliott,D1,Men,Division 1 Men,Carleton CUT,Turns,0
Sam Elliott,D1,Men,Division 1 Men,Carleton CUT,Ds,0
Sam Elliott,D1,Men,Division 1 Men,Carleton CUT,Assists,0
Sam Elliott,D1,Men,Division 1 Men,Carleton CUT,Points,1
Sam Elliott,D1,Men,Division 1 Men,Carleton CUT,Plus Minus,1
Sadie Schmitz,D1,Women,Division 1 Women,Tufts EWO,Turns,1
Sadie Schmitz,D1,Women,Division 1 Women,Tufts EWO,Ds,0
Sadie Schmitz,D1,Women,Division 1 Women,Tufts EWO,Assists,0
Sadie Schmitz,D1,Women,Division 1 Women,Tufts EWO,Points,2
Sadie Schmitz,D1,Women,Division 1 Women,Tufts EWO,Plus Minus,1
Ryan Allenson,D1,Men,Division 1 Men,Colorado Mambird,Turns,2
Ryan Allenson,D1,Men,Division 1 Men,Colorado Mambird,Ds,0
Ryan Allenson,D1,Men,Division 1 Men,Colorado Mambird,Assists,2
Ryan Allenson,D1,Men,Division 1 Men,Colorado Mambird,Points,1
Ryan Allenson,D1,Men,Division 1 Men,Colorado Mambird,Plus Minus,1
Ruby Warner,D3,Women,Division 3 Women,Middlebury Pranksters,Turns,7
Ruby Warner,D3,Women,Division 3 Women,Middlebury Pranksters,Ds,4
Ruby Warner,D3,Women,Division 3 Women,Middlebury Pranksters,Assists,2
Ruby Warner,D3,Women,Division 3 Women,Middlebury Pranksters,Points,2
Ruby Warner,D3,Women,Division 3 Women,Middlebury Pranksters,Plus Minus,1
Ruby Gholston,D1,Women,Division 1 Women,California - Santa Cruz Sol,Turns,6
Ruby Gholston,D1,Women,Division 1 Women,California - Santa Cruz Sol,Ds,2
Ruby Gholston,D1,Women,Division 1 Women,California - Santa Cruz Sol,Assists,1
Ruby Gholston,D1,Women,Division 1 Women,California - Santa Cruz Sol,Points,4
Ruby Gholston,D1,Women,Division 1 Women,California - Santa Cruz Sol,Plus Minus,1
ruby Bond,D1,Women,Division 1 Women,Western Washington Chaos,Turns,0
ruby Bond,D1,Women,Division 1 Women,Western Washington Chaos,Ds,0
ruby Bond,D1,Women,Division 1 Women,Western Washington Chaos,Assists,1
ruby Bond,D1,Women,Division 1 Women,Western Washington Chaos,Points,0
ruby Bond,D1,Women,Division 1 Women,Western Washington Chaos,Plus Minus,1
Roberto Lombana,D1,Men,Division 1 Men,Penn State Spank,Turns,0
Roberto Lombana,D1,Men,Division 1 Men,Penn State Spank,Ds,1
Roberto Lombana,D1,Men,Division 1 Men,Penn State Spank,Assists,0
Roberto Lombana,D1,Men,Division 1 Men,Penn State Spank,Points,0
Roberto Lombana,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,1
Riley Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Turns,3
Riley Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Ds,0
Riley Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Assists,1
Riley Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Points,3
Riley Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Plus Minus,1
Reegan Ketzenberger,D1,Women,Division 1 Women,Michigan Flywheel,Turns,3
Reegan Ketzenberger,D1,Women,Division 1 Women,Michigan Flywheel,Ds,3
Reegan Ketzenberger,D1,Women,Division 1 Women,Michigan Flywheel,Assists,0
Reegan Ketzenberger,D1,Women,Division 1 Women,Michigan Flywheel,Points,1
Reegan Ketzenberger,D1,Women,Division 1 Women,Michigan Flywheel,Plus Minus,1
Rachel Eder,D1,Women,Division 1 Women,Western Washington Chaos,Turns,1
Rachel Eder,D1,Women,Division 1 Women,Western Washington Chaos,Ds,1
Rachel Eder,D1,Women,Division 1 Women,Western Washington Chaos,Assists,0
Rachel Eder,D1,Women,Division 1 Women,Western Washington Chaos,Points,1
Rachel Eder,D1,Women,Division 1 Women,Western Washington Chaos,Plus Minus,1
Quinn Lander,D1,Men,Division 1 Men,Carleton CUT,Turns,0
Quinn Lander,D1,Men,Division 1 Men,Carleton CUT,Ds,0
Quinn Lander,D1,Men,Division 1 Men,Carleton CUT,Assists,1
Quinn Lander,D1,Men,Division 1 Men,Carleton CUT,Points,0
Quinn Lander,D1,Men,Division 1 Men,Carleton CUT,Plus Minus,1
Peter Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Turns,1
Peter Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Ds,1
Peter Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Assists,0
Peter Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Points,1
Peter Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Plus Minus,1
Paul Liang,D1,Men,Division 1 Men,Minnesota Grey Duck,Turns,0
Paul Liang,D1,Men,Division 1 Men,Minnesota Grey Duck,Ds,0
Paul Liang,D1,Men,Division 1 Men,Minnesota Grey Duck,Assists,0
Paul Liang,D1,Men,Division 1 Men,Minnesota Grey Duck,Points,1
Paul Liang,D1,Men,Division 1 Men,Minnesota Grey Duck,Plus Minus,1
Patrick Connor,D1,Men,Division 1 Men,Brown Brownian Motion,Turns,0
Patrick Connor,D1,Men,Division 1 Men,Brown Brownian Motion,Ds,1
Patrick Connor,D1,Men,Division 1 Men,Brown Brownian Motion,Assists,0
Patrick Connor,D1,Men,Division 1 Men,Brown Brownian Motion,Points,0
Patrick Connor,D1,Men,Division 1 Men,Brown Brownian Motion,Plus Minus,1
Parker Steele,D1,Men,Division 1 Men,Penn State Spank,Turns,0
Parker Steele,D1,Men,Division 1 Men,Penn State Spank,Ds,1
Parker Steele,D1,Men,Division 1 Men,Penn State Spank,Assists,0
Parker Steele,D1,Men,Division 1 Men,Penn State Spank,Points,0
Parker Steele,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,1
Paige Robinson,D1,Women,Division 1 Women,Georgia Athena,Turns,1
Paige Robinson,D1,Women,Division 1 Women,Georgia Athena,Ds,0
Paige Robinson,D1,Women,Division 1 Women,Georgia Athena,Assists,1
Paige Robinson,D1,Women,Division 1 Women,Georgia Athena,Points,1
Paige Robinson,D1,Women,Division 1 Women,Georgia Athena,Plus Minus,1
Owen Gresko,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Turns,0
Owen Gresko,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Ds,1
Owen Gresko,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Assists,0
Owen Gresko,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Points,0
Owen Gresko,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Plus Minus,1
Owen Doherty,D1,Men,Division 1 Men,Vermont Chill,Turns,0
Owen Doherty,D1,Men,Division 1 Men,Vermont Chill,Ds,0
Owen Doherty,D1,Men,Division 1 Men,Vermont Chill,Assists,0
Owen Doherty,D1,Men,Division 1 Men,Vermont Chill,Points,1
Owen Doherty,D1,Men,Division 1 Men,Vermont Chill,Plus Minus,1
Owen Cloutier,D1,Men,Division 1 Men,Minnesota Grey Duck,Turns,0
Owen Cloutier,D1,Men,Division 1 Men,Minnesota Grey Duck,Ds,1
Owen Cloutier,D1,Men,Division 1 Men,Minnesota Grey Duck,Assists,0
Owen Cloutier,D1,Men,Division 1 Men,Minnesota Grey Duck,Points,0
Owen Cloutier,D1,Men,Division 1 Men,Minnesota Grey Duck,Plus Minus,1
Orr Teva,D3,Men,Division 3 Men,Williams WUFO,Turns,0
Orr Teva,D3,Men,Division 3 Men,Williams WUFO,Ds,1
Orr Teva,D3,Men,Division 3 Men,Williams WUFO,Assists,0
Orr Teva,D3,Men,Division 3 Men,Williams WUFO,Points,0
Orr Teva,D3,Men,Division 3 Men,Williams WUFO,Plus Minus,1
Noah Schwalb,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Turns,0
Noah Schwalb,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Ds,0
Noah Schwalb,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Assists,1
Noah Schwalb,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Points,0
Noah Schwalb,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Plus Minus,1
Noah Paradise,D3,Men,Division 3 Men,Rochester Piggies,Turns,2
Noah Paradise,D3,Men,Division 3 Men,Rochester Piggies,Ds,0
Noah Paradise,D3,Men,Division 3 Men,Rochester Piggies,Assists,1
Noah Paradise,D3,Men,Division 3 Men,Rochester Piggies,Points,2
Noah Paradise,D3,Men,Division 3 Men,Rochester Piggies,Plus Minus,1
Noah Goldberg,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Turns,0
Noah Goldberg,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Ds,0
Noah Goldberg,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Assists,0
Noah Goldberg,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Points,1
Noah Goldberg,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Plus Minus,1
Nicole Sheerin-Weissenberg,D1,Women,Division 1 Women,Colorado Quandary,Turns,0
Nicole Sheerin-Weissenberg,D1,Women,Division 1 Women,Colorado Quandary,Ds,0
Nicole Sheerin-Weissenberg,D1,Women,Division 1 Women,Colorado Quandary,Assists,0
Nicole Sheerin-Weissenberg,D1,Women,Division 1 Women,Colorado Quandary,Points,1
Nicole Sheerin-Weissenberg,D1,Women,Division 1 Women,Colorado Quandary,Plus Minus,1
Nick Amano,D1,Men,Division 1 Men,Michigan Magnum,Turns,1
Nick Amano,D1,Men,Division 1 Men,Michigan Magnum,Ds,0
Nick Amano,D1,Men,Division 1 Men,Michigan Magnum,Assists,0
Nick Amano,D1,Men,Division 1 Men,Michigan Magnum,Points,2
Nick Amano,D1,Men,Division 1 Men,Michigan Magnum,Plus Minus,1
Nicholas Lutz,D1,Men,Division 1 Men,Penn State Spank,Turns,0
Nicholas Lutz,D1,Men,Division 1 Men,Penn State Spank,Ds,0
Nicholas Lutz,D1,Men,Division 1 Men,Penn State Spank,Assists,0
Nicholas Lutz,D1,Men,Division 1 Men,Penn State Spank,Points,1
Nicholas Lutz,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,1
Nathaniel Snow,D3,Men,Division 3 Men,Williams WUFO,Turns,1
Nathaniel Snow,D3,Men,Division 3 Men,Williams WUFO,Ds,0
Nathaniel Snow,D3,Men,Division 3 Men,Williams WUFO,Assists,0
Nathaniel Snow,D3,Men,Division 3 Men,Williams WUFO,Points,2
Nathaniel Snow,D3,Men,Division 3 Men,Williams WUFO,Plus Minus,1
Nathaniel Hodges,D1,Men,Division 1 Men,Penn State Spank,Turns,0
Nathaniel Hodges,D1,Men,Division 1 Men,Penn State Spank,Ds,1
Nathaniel Hodges,D1,Men,Division 1 Men,Penn State Spank,Assists,0
Nathaniel Hodges,D1,Men,Division 1 Men,Penn State Spank,Points,0
Nathaniel Hodges,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,1
Nadav Berkman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Turns,0
Nadav Berkman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Ds,0
Nadav Berkman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Assists,1
Nadav Berkman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Points,0
Nadav Berkman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Plus Minus,1
Molly Kaplan,D3,Women,Division 3 Women,Middlebury Pranksters,Turns,0
Molly Kaplan,D3,Women,Division 3 Women,Middlebury Pranksters,Ds,0
Molly Kaplan,D3,Women,Division 3 Women,Middlebury Pranksters,Assists,0
Molly Kaplan,D3,Women,Division 3 Women,Middlebury Pranksters,Points,1
Molly Kaplan,D3,Women,Division 3 Women,Middlebury Pranksters,Plus Minus,1
Mijoo Lee,D1,Women,Division 1 Women,British Columbia Thunderbirds,Turns,1
Mijoo Lee,D1,Women,Division 1 Women,British Columbia Thunderbirds,Ds,1
Mijoo Lee,D1,Women,Division 1 Women,British Columbia Thunderbirds,Assists,1
Mijoo Lee,D1,Women,Division 1 Women,British Columbia Thunderbirds,Points,0
Mijoo Lee,D1,Women,Division 1 Women,British Columbia Thunderbirds,Plus Minus,1
Michelle Tzou,D1,Women,Division 1 Women,Georgia Athena,Turns,1
Michelle Tzou,D1,Women,Division 1 Women,Georgia Athena,Ds,0
Michelle Tzou,D1,Women,Division 1 Women,Georgia Athena,Assists,0
Michelle Tzou,D1,Women,Division 1 Women,Georgia Athena,Points,2
Michelle Tzou,D1,Women,Division 1 Women,Georgia Athena,Plus Minus,1
Michael Stein,D3,Men,Division 3 Men,Richmond Spidermonkeys,Turns,5
Michael Stein,D3,Men,Division 3 Men,Richmond Spidermonkeys,Ds,2
Michael Stein,D3,Men,Division 3 Men,Richmond Spidermonkeys,Assists,1
Michael Stein,D3,Men,Division 3 Men,Richmond Spidermonkeys,Points,3
Michael Stein,D3,Men,Division 3 Men,Richmond Spidermonkeys,Plus Minus,1
Michael Coyne,D1,Men,Division 1 Men,Washington University Contra,Turns,2
Michael Coyne,D1,Men,Division 1 Men,Washington University Contra,Ds,1
Michael Coyne,D1,Men,Division 1 Men,Washington University Contra,Assists,2
Michael Coyne,D1,Men,Division 1 Men,Washington University Contra,Points,0
Michael Coyne,D1,Men,Division 1 Men,Washington University Contra,Plus Minus,1
Micah Tatro,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Turns,0
Micah Tatro,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Ds,0
Micah Tatro,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Assists,0
Micah Tatro,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Points,1
Micah Tatro,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Plus Minus,1
Micah Fong,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Turns,0
Micah Fong,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Ds,0
Micah Fong,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Assists,0
Micah Fong,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Points,1
Micah Fong,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Plus Minus,1
Micah Davis,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Turns,0
Micah Davis,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Ds,0
Micah Davis,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Assists,0
Micah Davis,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Points,1
Micah Davis,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Plus Minus,1
Megan Mathieu,D1,Women,Division 1 Women,Tufts EWO,Turns,1
Megan Mathieu,D1,Women,Division 1 Women,Tufts EWO,Ds,1
Megan Mathieu,D1,Women,Division 1 Women,Tufts EWO,Assists,0
Megan Mathieu,D1,Women,Division 1 Women,Tufts EWO,Points,1
Megan Mathieu,D1,Women,Division 1 Women,Tufts EWO,Plus Minus,1
Megan Blommel,D1,Women,Division 1 Women,Utah Spiral Jetty,Turns,1
Megan Blommel,D1,Women,Division 1 Women,Utah Spiral Jetty,Ds,1
Megan Blommel,D1,Women,Division 1 Women,Utah Spiral Jetty,Assists,0
Megan Blommel,D1,Women,Division 1 Women,Utah Spiral Jetty,Points,1
Megan Blommel,D1,Women,Division 1 Women,Utah Spiral Jetty,Plus Minus,1
Maya Salzman,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Turns,0
Maya Salzman,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Ds,1
Maya Salzman,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Assists,0
Maya Salzman,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Points,0
Maya Salzman,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Plus Minus,1
Maya Flynn,D1,Women,Division 1 Women,Washington Element,Turns,1
Maya Flynn,D1,Women,Division 1 Women,Washington Element,Ds,2
Maya Flynn,D1,Women,Division 1 Women,Washington Element,Assists,0
Maya Flynn,D1,Women,Division 1 Women,Washington Element,Points,0
Maya Flynn,D1,Women,Division 1 Women,Washington Element,Plus Minus,1
Maxwell Olesen,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Turns,2
Maxwell Olesen,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Ds,0
Maxwell Olesen,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Assists,1
Maxwell Olesen,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Points,2
Maxwell Olesen,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Plus Minus,1
Matthew Davidorf,D1,Men,Division 1 Men,Georgia Jojah,Turns,2
Matthew Davidorf,D1,Men,Division 1 Men,Georgia Jojah,Ds,1
Matthew Davidorf,D1,Men,Division 1 Men,Georgia Jojah,Assists,2
Matthew Davidorf,D1,Men,Division 1 Men,Georgia Jojah,Points,0
Matthew Davidorf,D1,Men,Division 1 Men,Georgia Jojah,Plus Minus,1
Marley Standard,D1,Women,Division 1 Women,California - Santa Cruz Sol,Turns,0
Marley Standard,D1,Women,Division 1 Women,California - Santa Cruz Sol,Ds,1
Marley Standard,D1,Women,Division 1 Women,California - Santa Cruz Sol,Assists,0
Marley Standard,D1,Women,Division 1 Women,California - Santa Cruz Sol,Points,0
Marley Standard,D1,Women,Division 1 Women,California - Santa Cruz Sol,Plus Minus,1
Madison Lodico,D1,Women,Division 1 Women,Utah Spiral Jetty,Turns,2
Madison Lodico,D1,Women,Division 1 Women,Utah Spiral Jetty,Ds,3
Madison Lodico,D1,Women,Division 1 Women,Utah Spiral Jetty,Assists,0
Madison Lodico,D1,Women,Division 1 Women,Utah Spiral Jetty,Points,0
Madison Lodico,D1,Women,Division 1 Women,Utah Spiral Jetty,Plus Minus,1
Luke Williams,D3,Men,Division 3 Men,St Olaf Berzerkers,Turns,1
Luke Williams,D3,Men,Division 3 Men,St Olaf Berzerkers,Ds,1
Luke Williams,D3,Men,Division 3 Men,St Olaf Berzerkers,Assists,1
Luke Williams,D3,Men,Division 3 Men,St Olaf Berzerkers,Points,0
Luke Williams,D3,Men,Division 3 Men,St Olaf Berzerkers,Plus Minus,1
Luke Knight,D1,Men,Division 1 Men,Texas TUFF,Turns,2
Luke Knight,D1,Men,Division 1 Men,Texas TUFF,Ds,2
Luke Knight,D1,Men,Division 1 Men,Texas TUFF,Assists,1
Luke Knight,D1,Men,Division 1 Men,Texas TUFF,Points,0
Luke Knight,D1,Men,Division 1 Men,Texas TUFF,Plus Minus,1
Lucy VanNewkirk,D3,Women,Division 3 Women,Middlebury Pranksters,Turns,0
Lucy VanNewkirk,D3,Women,Division 3 Women,Middlebury Pranksters,Ds,0
Lucy VanNewkirk,D3,Women,Division 3 Women,Middlebury Pranksters,Assists,0
Lucy VanNewkirk,D3,Women,Division 3 Women,Middlebury Pranksters,Points,1
