player,level,gender,division,team_name,team_games
Emiko Shiota,D1,Women,Division 1 Women,California - San Diego D-Co,5
Elyse Siegel,D1,Women,Division 1 Women,Victoria Vikes,5
Elijah McKinley,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,5
Elie Weitzman,D1,Men,Division 1 Men,Washington University Contra,5
Eleanor Tyne,D1,Women,Division 1 Women,Tufts EWO,5
Edward Morris,D1,Men,Division 1 Men,Cal Ursa Major,5
Drew Vetteth,D1,Men,Division 1 Men,Cal Ursa Major,5
David Peterson,D3,Men,Division 3 Men,Oklahoma Christian Eagles,5
Danielle Michiels,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,5
Daniel Kang,D1,Men,Division 1 Men,Massachusetts Zoodisc,5
Conner Lough,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,5
Colin Brown,D1,Men,Division 1 Men,Carleton CUT,5
Chris Doehring,D1,Men,Division 1 Men,Michigan Magnum,5
Challis Holloway,D1,Men,Division 1 Men,Oregon State Beavers,5
Catherine Davison,D1,Women,Division 1 Women,Victoria Vikes,5
Cassidy Morgan,D1,Women,Division 1 Women,California - San Diego D-Co,5
Calista Aragon,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Caleb Lance,D3,Men,Division 3 Men,Oklahoma Christian Eagles,5
Brandon Shunk,D1,Men,Division 1 Men,Penn State Spank,5
Ben Brochard,D1,Men,Division 1 Men,Oregon State Beavers,5
Ava Samford,D1,Women,Division 1 Women,Georgia Athena,5
Annika Ross,D1,Women,Division 1 Women,California - San Diego D-Co,5
Anna Cauchy,D1,Women,Division 1 Women,Washington Element,5
Amanda Harrison,D3,Women,Division 3 Women,Middlebury Pranksters,5
Alexander Janelle,D1,Men,Division 1 Men,Texas TUFF,5
Addyson Hale,D1,Women,Division 1 Women,Georgia Athena,5
Yun Hua,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Will Scudder,D1,Men,Division 1 Men,NC State Alpha,6
Thomas Davis,D3,Men,Division 3 Men,Bates Orange Whip,6
Tae Weiss,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Stephen Kise,D3,Men,Division 3 Men,Berry Bucks,6
Sophia Mason,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Sopheakdey Bov,D3,Men,Division 3 Men,Rochester Piggies,6
Sebastian Espinal,D3,Men,Division 3 Men,Williams WUFO,6
Samuel Guarino,D3,Men,Division 3 Men,Oberlin Flying Horsecows,6
Orr Teva,D3,Men,Division 3 Men,Williams WUFO,6
Noah Paradise,D3,Men,Division 3 Men,Rochester Piggies,6
Noah Goldberg,D3,Men,Division 3 Men,Lewis & Clark Bacchus,6
Nathaniel Snow,D3,Men,Division 3 Men,Williams WUFO,6
Mijoo Lee,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Michael Stein,D3,Men,Division 3 Men,Richmond Spidermonkeys,6
Maya Salzman,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Luke Williams,D3,Men,Division 3 Men,St Olaf Berzerkers,6
Lola Murnighan,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Liam O’Shea,D3,Men,Division 3 Men,Whitman Sweets,6
Larson Selvig,D3,Men,Division 3 Men,Whitman Sweets,6
Kiran Saini,D3,Women,Division 3 Women,Richmond Red Hots,6
Kelby Anderson,D3,Men,Division 3 Men,St Olaf Berzerkers,6
Kawika Tu,D3,Men,Division 3 Men,Williams WUFO,6
Kavya Borra,D3,Women,Division 3 Women,Richmond Red Hots,6
Kana Chung,D3,Men,Division 3 Men,Missouri S&T Miner Threat,6
Julia Kezer,D1,Women,Division 1 Women,Vermont Ruckus,6
Julia Frank,D3,Women,Division 3 Women,Occidental WAC,6
Joseph Dauchess,D3,Men,Division 3 Men,Franciscan Fatal,6
Jonas Kra-Caskey,D3,Men,Division 3 Men,Lewis & Clark Bacchus,6
Jonah Hammes,D1,Men,Division 1 Men,Oregon EGO,6
Jing Jing Munson,D1,Women,Division 1 Women,Carleton Syzygy,6
Jesse Barker Plotkin,D3,Men,Division 3 Men,Carleton CHOP,6
Jericho Stern,D3,Men,Division 3 Men,Lewis & Clark Bacchus,6
Jacob Mathew,D3,Men,Division 3 Men,Missouri S&T Miner Threat,6
Jaclyn Murray,D3,Women,Division 3 Women,Portland UPRoar,6
Jack Ryan,D3,Men,Division 3 Men,Oberlin Flying Horsecows,6
Jack Gleason,D1,Men,Division 1 Men,Oregon EGO,6
Isabella Harker,D1,Women,Division 1 Women,Oregon Fugue,6
Isabel Contreras,D3,Women,Division 3 Women,Portland UPRoar,6
Henry Kennedy,D1,Men,Division 1 Men,NC State Alpha,6
Gabriel Nobis,D1,Men,Division 1 Men,Oregon EGO,6
Gabriel Badillo Moorman,D3,Men,Division 3 Men,St Olaf Berzerkers,6
Feliz Matthews,D3,Women,Division 3 Women,Portland UPRoar,6
Eva Fischer,D1,Women,Division 1 Women,Carleton Syzygy,6
Ethan Landgreen,D3,Men,Division 3 Men,St Olaf Berzerkers,6
Emmett Levine,D3,Men,Division 3 Men,Claremont Braineaters,6
Emma Seto,D3,Women,Division 3 Women,Richmond Red Hots,6
Emile Starkweather,D1,Men,Division 1 Men,Oregon EGO,6
Elliot Mayo,D3,Men,Division 3 Men,Berry Bucks,6
Ella Spitz,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Ella Polli,D1,Women,Division 1 Women,Vermont Ruckus,6
Ella Evans,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Dylan McKellips,D3,Men,Division 3 Men,Rochester Piggies,6
Dov Bearman,D1,Men,Division 1 Men,North Carolina Darkside,6
Devon Shepherd,D3,Men,Division 3 Men,Richmond Spidermonkeys,6
David Kim,D3,Men,Division 3 Men,St Olaf Berzerkers,6
David Allen,D3,Men,Division 3 Men,Lewis & Clark Bacchus,6
Dash Fitzgerald,D3,Men,Division 3 Men,Whitman Sweets,6
Daboh Ahn,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Da'Rina Ballard,D3,Women,Division 3 Women,Occidental WAC,6
Clell Hamm,D1,Men,Division 1 Men,North Carolina Darkside,6
Claire Weng,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Claire Lindsey,D3,Women,Division 3 Women,Colorado College Zenith,6
Christopher Brown,D3,Men,Division 3 Men,Williams WUFO,6
Cameron Meier,D3,Men,Division 3 Men,Davenport Panthers,6
Avi Skolnick,D3,Men,Division 3 Men,Rochester Piggies,6
Ashley Chen,D3,Women,Division 3 Women,Wellesley Whiptails,6
Arjun Deshmukh,D1,Men,Division 1 Men,North Carolina Darkside,6
Anna Luo,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Anna Davidson,D3,Women,Division 3 Women,Union Jillz,6
Alexander Kim,D3,Men,Division 3 Men,Williams WUFO,6
Aaron Wei,D1,Men,Division 1 Men,North Carolina Darkside,6
Zach Riley,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,7
Will Barnouw,D1,Men,Division 1 Men,Colorado Mambird,7
Tsz Yan Yip,D1,Women,Division 1 Women,Stanford Superfly,7
Selena Kleber,D1,Women,Division 1 Women,North Carolina Pleiades,7
Ryan Allenson,D1,Men,Division 1 Men,Colorado Mambird,7
Owen Gresko,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,7
Nicole Sheerin-Weissenberg,D1,Women,Division 1 Women,Colorado Quandary,7
Micah Fong,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,7
Lea Wang-Tomic,D1,Women,Division 1 Women,Stanford Superfly,7
Kiryn Paine-Heise,D1,Women,Division 1 Women,North Carolina Pleiades,7
Jamilah Toure,D1,Women,Division 1 Women,Colorado Quandary,7
Jamieson Rear,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,7
Hayden King,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,7
Geoffrey Tucker Kalmus,D1,Men,Division 1 Men,Colorado Mambird,7
Gaurav Prasad,D1,Men,Division 1 Men,Colorado Mambird,7
Dhara Buebel,D1,Women,Division 1 Women,North Carolina Pleiades,7
Claudia Dare,D1,Women,Division 1 Women,North Carolina Pleiades,7
Campbell O'Neal,D1,Women,Division 1 Women,Colorado Quandary,7
Benton Shevlin,D1,Men,Division 1 Men,Colorado Mambird,7
Axel Hartzog,D1,Men,Division 1 Men,Colorado Mambird,7
Zach Merrill,D1,Men,Division 1 Men,Brown Brownian Motion,8
Patrick Connor,D1,Men,Division 1 Men,Brown Brownian Motion,8
Amrik Eadara,D1,Men,Division 1 Men,Brown Brownian Motion,8
Zoe Widner,D3,Women,Division 3 Women,Davenport Panthers,5
Zach Wanger,D1,Men,Division 1 Men,Michigan Magnum,5
Yariel Perkins,D1,Women,Division 1 Women,California - San Diego D-Co,5
William Litchholt,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,5
William Hindman,D3,Men,Division 3 Men,Berry Bucks,6
Will Roper,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,5
Will Promecene,D1,Men,Division 1 Men,Texas TUFF,5
Will Cambron,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,5
Wesley Steele,D3,Men,Division 3 Men,Franciscan Fatal,6
Wen Chi Kwok,D1,Women,Division 1 Women,Michigan Flywheel,5
Vivian Kaufman,D1,Women,Division 1 Women,Michigan Flywheel,5
Vienna Lee,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,5
Uri Boaz,D3,Men,Division 3 Men,Lewis & Clark Bacchus,6
Tyler Feeney,D1,Men,Division 1 Men,Oregon EGO,6
Townsend Dierauf,D1,Men,Division 1 Men,NC State Alpha,6
Tomo Liou,D1,Men,Division 1 Men,Massachusetts Zoodisc,5
TJ Lee,D3,Men,Division 3 Men,Oklahoma Christian Eagles,5
Tiernan Donnelly,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,5
Thomas Roberts,D1,Men,Division 1 Men,Michigan Magnum,5
Thomas Plaxton,D1,Men,Division 1 Men,Texas TUFF,5
Thomas Loch,D1,Men,Division 1 Men,North Carolina Darkside,6
Thomas Harley,D1,Men,Division 1 Men,North Carolina Darkside,6
Teresa Cranston,D1,Women,Division 1 Women,Colorado Quandary,7
Taylor Smith,D1,Women,Division 1 Women,Colorado Quandary,7
Taylor Masterson,D1,Men,Division 1 Men,Texas TUFF,5
Sydney Anderson,D3,Women,Division 3 Women,Portland UPRoar,6
Sumedh Anantha Krishna,D3,Men,Division 3 Men,Rochester Piggies,6
Srikara Prithvi,D1,Men,Division 1 Men,NC State Alpha,6
Soren Callahan,D3,Men,Division 3 Men,Oberlin Flying Horsecows,6
